RMNYStat-ID,RMNY-BibliográfiaiHalmaz,RMNY-Sorszám,RMNY-Jel,Hely,Év,RMNYStat-C-Tulajdonos,RMNYStat-C-Őrzőhely,RMNYStat-C-Időpont,RMNYStat-Forrás,Forrás-Kötet,RMNYStat-Forrás-Oldalszám,RMNYStat-Forrás-Tételszám,RMNYStat-C-Megjegyzés,,,,,,,,,,
RMNY854,RMNY,854,,Bártfa,1599,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,273,,,,,,,,,,,,
RMNY854,RMNY,854,,Bártfa,1599,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,299,,,,,,,,,,,,
RMNY855,RMNY,855,,Bártfa,1599,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,274,,,,,,,,,,,,
RMNY860,RMNY,860,,Kolozsvár,1599,Rákóczi-család,Sárospatak,1660,KKK,1,153,576,,,,,,,,,,,
RMNY865,RMNY,865,,Debrecen,1600,Rákóczi-család,Sárospatak,1660,KKK,1,162,627,,,,,,,,,,,
RMNY865,RMNY,865,,Debrecen,1600,Bethlen-kollégium,Nagyenyed,1762,KKK,10,212,,,,,,,,,,,,
RMNY865,RMNY,865,,Kolozsvár,1600,Békéssy János,Kassa,1612,Adattár,15,11,,,,,,,,,,,,
RMNY868,RMNY,868,,Nagyszombat,1600,Rákóczi-család,Sárospatak,1660,KKK,1,159,609,,,,,,,,,,,
RMNY868,RMNY,868,,Nagyszombat,1600,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,281,,,,,,,,,,,,
RMNY873,RMNY,873,,Bártfa,1601,Rákóczi-család,Sárospatak,1660,KKK,1,156,595,,,,,,,,,,,
RMNY873,RMNY,873,,Bártfa,1601,Bethlen-kollégium,Nagyenyed,1762,KKK,10,85,,,,,,,,,,,,
RMNY874,RMNY,874,,Debrecen,1601,Rákóczi-család,Sárospatak,1660,KKK,1,155,587,,,,,,,,,,,
RMNY874,RMNY,874,,Debrecen,1601,Békéssy János,Kassa,1612,Adattár,15,11,,,,,,,,,,,,
RMNY888,RMNY,888,,Sárvár,1602,Rákóczi-család,Sárospatak,1660,KKK,1,156,591,,,,,,,,,,,
RMNY888,RMNY,888,,Sárvár,1602,Radvánszky László,Sajókaza,1750,Adattár,13/5,182,,,,,,,,,,,,
RMNY890,RMNY,890,,Sárvár,1602,Batthyány Ádám,Németújvár,1654,KKK,4,250,,,,,,,,,,,,
RMNY890,RMNY,890,,Sárvár,1602,Szikszay Margit,Kassa,1673,Adattár,15,64,,,,,,,,,,,,
RMNY894,RMNY,894,,Bártfa,1603,Bethlen-kollégium,Nagyenyed,1762,KKK,10,294,,,,,,,,,,,,
RMNY894,RMNY,894,,Bártfa,1603,Miskolci Csulyak István,Olaszliszka,1646,Adattár,13/1,76,,,,,,,,,,,,
RMNY895,RMNY,895,,Debrecen,1603,Rákóczi-család,Sárospatak,1660,KKK,1,154,584,,,,,,,,,,,
RMNY895,RMNY,895,,Debrecen,1603,Bethlen-kollégium,Nagyenyed,1762,KKK,10,63,,,,,,,,,,,,
RMNY895,RMNY,895,,Debrecen,1603,Békéssy János,Kassa,1612,Adattár,15,11,,,,,,,,,,,,
RMNY895,RMNY,895,,Debrecen,1603,Szegedi Mihály,Kassa,1632,Adattár,15,23,,,,,,,,,,,,
RMNY895,RMNY,895,,Debrecen,1603,Krizbai György,Kolozsvár,1713,Adattár,16/2,68,,,,,,,,,,,,
RMNY902,RMNY,902,,Keresztúr,1603,Rákóczi-család,Sárospatak,1660,KKK,1,158,607,,,,,,,,,,,
RMNY905,RMNY,905,,Nagyszombat,1603,Nádasdy Ferenc,Pottendorf,1669,KKK,8,556,,,,,,,,,,,,
RMNY919,RMNY,919,,Nürnberg,1604,Rákóczi-család,Sárospatak,1660,KKK,1,151,563,,,,,,,,,,,
RMNY933,RMNY,933,,Graz,1605,Rákóczi-család,Sárospatak,1660,KKK,1,161,622,,,,,,,,,,,
RMNY945,RMNY,945,,Graz,1606,Rákóczi-család,Sárospatak,1660,KKK,1,164,637,,,,,,,,,,,
RMNY945,RMNY,945,,Graz,1606,Batthyány Ádám,Németújvár,1651,KKK,4,208,,,,,,,,,,,,
RMNY945,RMNY,945,,Graz,1642,Nádasdy Ferenc,Pottendorf,1669,KKK,8,344,,,,,,,,,,,,
RMNY961,RMNY,961,,Graz,1607,Jezsuita-kollégium,Nagyszombat,1635,KKK,3,92,,,,,,,,,,,,
RMNY961,RMNY,961,,Graz,1607,Bethlen-kollégium,Nagyenyed,1762,KKK,10,138,,,,,,,,,,,,
RMNY962,RMNY,962,,Herborn,1607,Rákóczi-család,Sárospatak,1660,KKK,1,146,538,,,,,,,,,,,
RMNY967,RMNY,967,,Bártfa,1608,Rákóczi-család,Sárospatak,1660,KKK,1,159,608,,,,,,,,,,,
RMNY971,RMNY,971,,Hanau,1608,Batthyány Ádám,Németújvár,1644,KKK,4,164,,,,,,,,,,,,
RMNY971,RMNY,971,,Hanau,1608,Batthyány Ádám,Németújvár,1653,KKK,4,235,,,,,,,,,,,,
RMNY971,RMNY,971,,Hanau,1608,Ráday-család,Pécel,1730,KKK,7,198,,,,,,,,,,,,
RMNY971,RMNY,971,,Hanau,1608,Bethlen-kollégium,Nagyenyed,1762,KKK,10,17,,,,,,,,,,,,
RMNY971,RMNY,971,,Hanau,1608,Gombkötő János,Kassa,1654,Adattár,15,43,,,,,,,,,,,,
RMNY971,RMNY,971,,Hanau,1608,Kállay Erzsébet,Kassa,1625,Adattár,15,21,,,,,,,,,,,,
RMNY971,RMNY,971,,Hanau,1608,Kis Király Pál,Kassa,1655,Adattár,15,47,,,,,,,,,,,,
RMNY971,RMNY,971,,Hanau,1608,Szegedi István,Kassa,1628,Adattár,15,22,,,,,,,,,,,,
RMNY971,RMNY,971,,Hanau,1608,Szegedi Mihály,Kassa,1632,Adattár,15,23,,,,,,,,,,,,
RMNY971,RMNY,971,,Hanau,1608,Várallyai István,Kassa,1646,Adattár,15,36,,,,,,,,,,,,
RMNY971,RMNY,971,,Hanau,1608,Esterházy József,Cseklész,1749,Adattár,13/5,116,,,,,,,,,,,,
RMNY977,RMNY,977,,Debrecen,1609,Bethlen-kollégium,Nagyenyed,1762,KKK,10,319,,,,,,,,,,,,
RMNY988,RMNY,988,,Bártfa,1610,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,239,,,,,,,,,,,,
RMNY988,RMNY,988,,Bártfa,1610,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,256,,,,,,,,,,,,
RMNY988,RMNY,988,,Bártfa,1610,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,258,,,,,,,,,,,,
RMNY993,RMNY,993,,Debrecen,1610,Bethlen-kollégium,Nagyenyed,1762,KKK,10,306,,,,,,,,,,,,
RMNY994,RMNY,994,,Graz,1610,Batthyány Ádám,Németújvár,1644,KKK,4,169,,,,,,,,,,,,
RMNY995,RMNY,995,,Hanau,1610,Bél Mátyás,Pozsony,1749,Adattár,13/5,104,,,,,,,,,,,,
RMNY996,RMNY,996,,Kassa,1610,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,239,,,,,,,,,,,,
RMNY996,RMNY,996,,Kassa,1610,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,256,,,,,,,,,,,,
RMNY996,RMNY,996,,Kassa,1610,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,259,,,,,,,,,,,,
RMNY1002,RMNY,1002,,Pozsony,1610,Nádasdy Ferenc,Pottendorf,1669,KKK,8,561,,,,,,,,,,,,
RMNY1002,RMNY,1002,,Pozsony,1610,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,239,,,,,,,,,,,,
RMNY1012,RMNY,1012,,Hanau,1611,Batthyány Ádám,Németújvár,1644,KKK,4,183,,,,,,,,,,,,
RMNY1012,RMNY,1012,,Hanau,1611,Batthyány Ádám,Németújvár,1653,KKK,4,237,,,,,,,,,,,,
RMNY1023,RMNY,1023,,Pozsony,1611,Ceglédi Szabó Pál,Pápa,1649,KKK,9,416,,,,,,,,,,,,
RMNY1024,RMNY,1024,,Pozsony,1611,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,255,,,,,,,,,,,,
RMNY1024,RMNY,1024,,Pozsony,1611,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,259,,,,,,,,,,,,
RMNY1025,RMNY,1025,,Pozsony,1611,Rákóczi-család,Sárospatak,1660,KKK,1,117,391,,,,,,,,,,,
RMNY1025,RMNY,1025,,Pozsony,1611,Rákóczi-család,Sárospatak,1660,KKK,1,167,658,,,,,,,,,,,
RMNY1030,RMNY,1030,,Bártfa,1612,Rákóczi-család,Sárospatak,1660,KKK,1,166,653,,,,,,,,,,,
RMNY1030,RMNY,1030,,Bártfa,1612,Bethlen-kollégium,Nagyenyed,1762,KKK,10,227,,,,,,,,,,,,
RMNY1035,RMNY,1035,,Kassa,1612,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,239,,,,,,,,,,,,
RMNY1035,RMNY,1035,,Kassa,1612,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,259,,,,,,,,,,,,
RMNY1037,RMNY,1037,,Oppenheim,1612,Bethlen-kollégium,Nagyenyed,1762,KKK,10,239,,,,,,,,,,,,
RMNY1037,RMNY,1037,,Oppenheim,1612,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,102,,,,,,,,,,,,
RMNY1038,RMNY,1038,,Oppenheim,1612,Rákóczi-család,Sárospatak,1660,KKK,1,167,657,,,,,,,,,,,
RMNY1038,RMNY,1038,,Oppenheim,1612,Bethlen-kollégium,Nagyenyed,1762,KKK,10,403,,,,,,,,,,,,
RMNY1040,RMNY,1040,,Pozsony,1612,Jezsuita rendház,Kassa,1680,Adattár,17/1,62,,,,,,,,,,,,
RMNY1040,RMNY,1040,,Pozsony,1612,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,256,,,,,,,,,,,,
RMNY1040,RMNY,1040,,Pozsony,1612,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,259,,,,,,,,,,,,
RMNY1042,RMNY,1042,,Pozsony,1612,Bethlen-kollégium,Nagyenyed,1762,KKK,10,205,,,,,,,,,,,,
RMNY1057,RMNY,1057,,Keresztúr,1613,Radvánszky László,Sajókaza,1750,Adattár,13/5,184,,,,,,,,,,,,
RMNY1057,RMNY,1057,,Keresztúr,1613,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,305,,,,,,,,,,,,
RMNY1059,RMNY,1059,,Pozsony,1613,Rákóczi-család,Sárospatak,1660,KKK,1,134,480,,,,,,,,,,,
RMNY1059,RMNY,1059,,Pozsony,1613,Ceglédi Szabó Pál,Pápa,1649,KKK,9,405,,,,,,,,,,,,
RMNY1059,RMNY,1059,,Pozsony,1613,Református Kollégium,Debrecen,1738,Adattár,19/2,154,,,,,,,,,,,,
RMNY1063,RMNY,1063,,Debrecen,1614,Rákóczi-család,Sárospatak,1660,KKK,1,168,663,,,,,,,,,,,
RMNY1067,RMNY,1067,,Kassa,1614,Batthyány Ádám,Németújvár,1654,KKK,4,242,,,,,,,,,,,,
RMNY1072,RMNY,1072,,Keresztúr,1614,Rákóczi-család,Sárospatak,1660,KKK,1,157,599,,,,,,,,,,,
RMNY1072,RMNY,1072,,Keresztúr,1614,Radvánszky László,Sajókaza,1750,Adattár,13/5,182,,,,,,,,,,,,
RMNY1073,RMNY,1073,,Lőcse,1614,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,256,,,,,,,,,,,,
RMNY1075,RMNY,1075,,Lőcse,1614,Rákóczi-család,Sárospatak,1660,KKK,1,166,654,,,,,,,,,,,
RMNY1077,RMNY,1077,,Lőcse,1614,Batthyány Ádám,Németújvár,1651,KKK,4,211,,,,,,,,,,,,
RMNY1077,RMNY,1077,,Lőcse,1614,Batthyány Ádám,Németújvár,1654,KKK,4,252,,,,,,,,,,,,
RMNY1078,RMNY,1078,,Pozsony,1614,Jezsuita-kollégium,Nagyszombat,1635,KKK,3,91,,,,,,,,,,,,
RMNY1080,RMNY,1080,,Bécs,1615,Bethlen-kollégium,Nagyenyed,1762,KKK,10,370,,,,,,,,,,,,
RMNY1081,RMNY,1081,,Debrecen,1615,Ráday-család,Pécel,1730,KKK,7,188,,,,,,,,,,,,
RMNY1081,RMNY,1081,,Debrecen,1615,Bethlen-kollégium,Nagyenyed,1762,KKK,10,177,,,,,,,,,,,,
RMNY1083,RMNY,1083,,Debrecen,1615,Rákóczi-család,Sárospatak,1660,KKK,1,166,651,,,,,,,,,,,
RMNY1091,RMNY,1091,,Keresztúr,1615,Rákóczi-család,Sárospatak,1660,KKK,1,157,600,,,,,,,,,,,
RMNY1091,RMNY,1091,,Keresztúr,1615,Radvánszky László,Sajókaza,1750,Adattár,13/5,182,,,,,,,,,,,,
RMNY1093,RMNY,1093,,Praha,1615,Nádasdy Ferenc,Pottendorf,1669,KKK,8,556,,,,,,,,,,,,
RMNY1100,RMNY,1100,,Bártfa,1616,Bethlen-kollégium,Nagyenyed,1762,KKK,10,236,,,,,,,,,,,,
RMNY1108,RMNY,1108,,Debrecen,1616,Bethlen-kollégium,Nagyenyed,1762,KKK,10,216,,,,,,,,,,,,
RMNY1109,RMNY,1109,,Debrecen,1616,Rákóczi-család,Sárospatak,1660,KKK,1,166,652,,,,,,,,,,,
RMNY1116,RMNY,1116,,Pozsony,1616,Rákóczi-család,Sárospatak,1660,KKK,1,158,602; 603,,,,,,,,,,,
RMNY1116,RMNY,1116,,Pozsony,1616,Jezsuita-kollégium,Nagyszombat,1635,KKK,3,122,,,,,,,,,,,,
RMNY1116,RMNY,1116,,Pozsony,1616,Bethlen-kollégium,Nagyenyed,1762,KKK,10,125,,,,,,,,,,,,
RMNY1116,RMNY,1116,,Pozsony,1616,Bethlen Elek,Keresd,1683,Adattár,16/3,18,,,,,,,,,,,,
RMNY1116,RMNY,1116,,Pozsony,1616,Jezsuita rendház,Pozsony,1663,Adattár,17/1,211,,,,,,,,,,,,
RMNY1119,RMNY,1119,,Praha,1616,Rákóczi-család,Sárospatak,1660,KKK,1,159,610; 611,,,,,,,,,,,
RMNY1119,RMNY,1119,,Praha,1616,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,264,,,,,,,,,,,,
RMNY1128,RMNY,1128,,Wien,1617,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,350,,,,,,,,,,,,
RMNY1131,RMNY,1131,,Debrecen,1617,Rákóczi-család,Sárospatak,1660,KKK,1,165,645,,,,,,,,,,,
RMNY1131,RMNY,1131,,Debrecen,1617,Bethlen-kollégium,Nagyenyed,1762,KKK,10,228,,,,,,,,,,,,
RMNY1132,RMNY,1132,,Debrecen,1617,Rákóczi-család,Sárospatak,1660,KKK,1,155,588; 589,,,,,,,,,,,
RMNY1132,RMNY,1132,,Debrecen,1617,Bethlen-kollégium,Nagyenyed,1762,KKK,10,120,,,,,,,,,,,,
RMNY1141,RMNY,1141,,Lőcse,1617,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,305,,,,,,,,,,,,
RMNY1144,RMNY,1144,,Oppenheim,1617,Bethlen-kollégium,Nagyenyed,1762,KKK,10,25,,,,,,,,,,,,
RMNY1144,RMNY,1144,,Oppenheim,1617,Szegedi István,Kassa,1628,Adattár,15,22,,,,,,,,,,,,
RMNY1146,RMNY,1146,,Praha,1617,Rákóczi-család,Sárospatak,1660,KKK,1,155,590,,,,,,,,,,,
RMNY1146,RMNY,1146,,Praha,1617,Bethlen-kollégium,Nagyenyed,1762,KKK,10,104,,,,,,,,,,,,
RMNY1151,RMNY,1151,,Wien,1618,Jezsuita rendház,Kassa,1680,Adattár,17/1,85,,,,,,,,,,,,
RMNY1155,RMNY,1155,,Kassa,1618,Rákóczi-család,Sárospatak,1660,KKK,1,163,633; 634,,,,,,,,,,,
RMNY1166,RMNY,1166,,Oppenheim,1618,Bethlen-kollégium,Nagyenyed,1762,KKK,10,38,,,,,,,,,,,,
RMNY1166,RMNY,1166,,Oppenheim,1618,Miskolci Csulyak István,Olaszliszka,1646,Adattár,13/1,65,,,,,,,,,,,,
RMNY1171,RMNY,1171,,Bártfa,1619,Rákóczi-család,Sárospatak,1660,KKK,1,165,647; 648,,,,,,,,,,,
RMNY1172,RMNY,1172,,Debrecen,1619,Batthyány Ádám,Németújvár,1651,KKK,4,194,,,,,,,,,,,,
RMNY1172,RMNY,1172,,Debrecen,1619,Batthyány Ádám,Németújvár,1651,KKK,4,194,,,,,,,,,,,,
RMNY1174,RMNY,1174,,Debrecen,1619,Rákóczi-család,Sárospatak,1660,KKK,1,164,640,,,,,,,,,,,
RMNY1174,RMNY,1174,,Debrecen,1619,Batthyány Ádám,Németújvár,1651,KKK,4,204,,,,,,,,,,,,
RMNY1174,RMNY,1174,,Debrecen,1619,Bethlen-kollégium,Nagyenyed,1762,KKK,10,203,,,,,,,,,,,,
RMNY1174,RMNY,1174,,Debrecen,1619,Aranyasi János,Kassa,1651,Adattár,15,40,,,,,,,,,,,,
RMNY1174,RMNY,1174,,Debrecen,1619,Radvánszky László,Sajókaza,1750,Adattár,13/5,186,,,,,,,,,,,,
RMNY1174,RMNY,1174,,Debrecen,1619,Ölyvesi Balázs,Nagyenyed,1676,Adattár,16/2,124,,,,,,,,,,,,
RMNY1184,RMNY,1184,,Keresztúr,1619,Nádasdy Ferenc,Pottendorf,1669,KKK,8,556,,,,,,,,,,,,
RMNY1187,RMNY,1187,,Kolozsvár,1619,Bethlen-kollégium,Nagyenyed,1762,KKK,10,148,,,,,,,,,,,,
RMNY1193,RMNY,1193,,Nagyszombat,1619,Batthyány Ádám,Németújvár,1642,KKK,4,153,,,,,,,,,,,,
RMNY1193,RMNY,1193,,Nagyszombat,1619,Batthyány Ádám,Németújvár,1644,KKK,4,182,,,,,,,,,,,,
RMNY1193,RMNY,1193,,Nagyszombat,1619,Batthyány Ádám,Németújvár,1653,KKK,4,233,,,,,,,,,,,,
RMNY1193,RMNY,1193,,Nagyszombat,1619,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,260,,,,,,,,,,,,
RMNY1202,RMNY,1202,,Wien,1620,Batthyány Ádám,Németújvár,1644,KKK,4,185,,,,,,,,,,,,
RMNY1210,RMNY,1210,,Kassa,1620,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,305,,,,,,,,,,,,
RMNY1214A,RMNY,1214,A,Kassa,1620,Rákóczi-család,Sárospatak,1660,KKK,1,165,649,,,,,,,,,,,
RMNY1215,RMNY,1215,,Kassa,1620,Batthyány Ádám,Németújvár,1651,KKK,4,191,,,,,,,,,,,,
RMNY1219,RMNY,1219,,Kassa,1620,Bethlen-kollégium,Nagyenyed,1762,KKK,10,397,,,,,,,,,,,,
RMNY1236,RMNY,1236,,Debrecen,1621,Rákóczi-család,Sárospatak,1660,KKK,1,161,621,,,,,,,,,,,
RMNY1236,RMNY,1236,,Debrecen,1621,Bethlen-kollégium,Nagyenyed,1762,KKK,10,93,,,,,,,,,,,,
RMNY1236,RMNY,1236,,Debrecen,1621,Református Kollégium,Debrecen,1738,Adattár,19/2,124,,,,,,,,,,,,
RMNY1237,RMNY,1237,,Debrecen,1621,Rákóczi-család,Sárospatak,1660,KKK,1,162,631,,,,,,,,,,,
RMNY1237,RMNY,1237,,Debrecen,1621,Bethlen-kollégium,Nagyenyed,1762,KKK,10,222,,,,,,,,,,,,
RMNY1237,RMNY,1237,,Debrecen,1621,Bethlen-kollégium,Nagyenyed,1762,KKK,10,251,,,,,,,,,,,,
RMNY1238,RMNY,1238,,Heidelberg,1621,Rákóczi-család,Sárospatak,1660,KKK,1,162; 72,630; 169,"""Ez a könyv (169) Patakról Marosvásárhelyre került, ahol 1835-ig megvolt. Ez év őszén betörtek a könyvtárba, s eltulajdonították. Az esetről készült feljegyzést közli Koncz József (A marosvásárhelyi Hely. Hitv. Főtanoda értesítője az 1876/77. évről. Marosvásárhely, 1877. 47.) illetve erre hivat-kozva Harsányi a katalógus kiadásakor (38. p. 1. jegyzet.) Nem tudjuk pontosan, hogy milyen nyomtatványról van szó; a fenti feloldás Harsányi feltevése. Lásd még a 630. tételt.""",,,,,,,,,,
RMNY1238,RMNY,1238,,Heidelberg,1621,Bethlen-kollégium,Nagyenyed,1762,KKK,10,178,,,,,,,,,,,,
RMNY1239,RMNY,1239,,Heidelberg,1621,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,105,,,,,,,,,,,,
RMNY1251,RMNY,1251,,Kolozsvár,1621,Rákóczi-család,Sárospatak,1660,KKK,1,164,643,,,,,,,,,,,
RMNY1251,RMNY,1251,,Kolozsvár,1621,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
RMNY1262,RMNY,1262,,Debrecen,1622,Ráday-család,Pécel,1730,KKK,7,213,,,,,,,,,,,,
RMNY1262,RMNY,1262,,Debrecen,1622,Bethlen-kollégium,Nagyenyed,1762,KKK,10,90,,,,,,,,,,,,
RMNY1262,RMNY,1262,,Debrecen,1622,Református Kollégium,Debrecen,1738,Adattár,19/2,144,,,,,,,,,,,,
RMNY1283,RMNY,1283,,Bártfa,1623,Bethlen-kollégium,Nagyenyed,1762,KKK,10,391,,,,,,,,,,,,
RMNY1287,RMNY,1287,,Kassa,1623,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,305,,,,,,,,,,,,
RMNY1289,RMNY,1289,,Kassa,1623,Ölyvesi Balázs,Nagyenyed,1676,Adattár,16/2,124,,,,,,,,,,,,
RMNY1293,RMNY,1293,,Pozsony,1623,Batthyány Ádám,Németújvár,1644,KKK,4,164,,,,,,,,,,,,
RMNY1293,RMNY,1293,,Pozsony,1623,Batthyány Ádám,Németújvár,1653,KKK,4,235,,,,,,,,,,,,
RMNY1293,RMNY,1293,,Pozsony,1623,Jezsuita rendház,Kassa,1680,Adattár,17/1,86,,,,,,,,,,,,
RMNY1294,RMNY,1294,,Praha,1623,Batthyány Ádám,Németújvár,1651,KKK,4,204,,,,,,,,,,,,
RMNY1297,RMNY,1297,,Wien,1624,Batthyány Ádám,Németújvár,1651,KKK,4,206,,,,,,,,,,,,
RMNY1297,RMNY,1297,,Wien,1624,Batthyány Ádám,Németújvár,1651,KKK,4,206,,,,,,,,,,,,
RMNY1306,RMNY,1306,,Gyulafehérvár,1624,Bethlen-kollégium,Nagyenyed,1762,KKK,10,87,,,,,,,,,,,,
RMNY1307,RMNY,1307,,Gyulafehérvár,1624,Rákóczi-család,Sárospatak,1660,KKK,1,158,605,,,,,,,,,,,
RMNY1307,RMNY,1307,,Gyulafehérvár,1624,Ölyvesi Balázs,Nagyenyed,1676,Adattár,16/2,123,,,,,,,,,,,,
RMNY1308,RMNY,1308,,Hanau,1624,Rákóczi-család,Sárospatak,1660,KKK,1,147,543,"""Ma is megvan. A címelőzéklap rectón: „Illustrissimo ac Magnifico Domino Domino Georgio Rakoczi de Felsö Vadász Comiti Comitatus Borso-diensis etc. serenissimi Principis ac Domini Gabrielis Consiliario intimo etc. Domino in Saras Patach, Szerencz, Sáros, Onad, Makovicaeque Domino et Patrono suo gratioso humilis observantiae erga obtulit Interpres Albertus Mol-nar m(anu) Pr(opria) Sáros Patachini die 2 Novembris Anno Christi 1624.""; alatta Rákóczi György írása: „11 die Aprillis Anno 1627""; az első táblán belül Rákóczi György írásával: „Anno 1624 die 2 novembris atta ez koniuet it Saros-patakon Molnar Albert uram, melliet (...) kezdettem olvasni, meiet az ur isten engedgien az eo niag neuenek diciretire lelkem epuletiuel uigan es eoruen-detesen el vegeznem Amen Amen Amen. Rakoczj Georgi keze Irasa die 6 Nouembris anno ut supra Hora matutina 10 Etate suo XXXI Non est currentis neque uolentis sed miserentis dei.""; a címlap rectón: „J. Pápai 1685"". A magyar Calvinus terjesztésében is szerepet vállalt Rákóczi. Fiának, Györgynek 1644. március 26-iki levelében Kassáról írja: ,,... Calvinus Institutiojat is magyarul küldj egyet, Gyaluban az mely ládákban könyvek vannak, vagyon ott kettő is, Bálpataki uram felkeresheti ..."" (SZILÁGYI 1875. 136.)",,,,,,,,,,
RMNY1308,RMNY,1308,,Frankfurt am Main,1624,Bethlen-kollégium,Nagyenyed,1762,KKK,10,91,,,,,,,,,,,,
RMNY1308,RMNY,1308,,Hanau,1624,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,100,,,,,,,,,,,,
RMNY1311,RMNY,1311,,Kolozsvár,1624,Batthyány Ádám,Németújvár,1651,KKK,4,192,,,,,,,,,,,,
RMNY1324,RMNY,1324,,Csepreg,1625,Ceglédi Szabó Pál,Pápa,1649,KKK,9,417,,,,,,,,,,,,
RMNY1326,RMNY,1326,,Csepreg,1625,Ceglédi Szabó Pál,Pápa,1649,KKK,9,417,,,,,,,,,,,,
RMNY1334,RMNY,1334,,Kassa,1625,Rákóczi-család,Sárospatak,1660,KKK,1,163,636,,,,,,,,,,,
RMNY1334,RMNY,1334,,Kassa,1625,Alvinczi Péter,Kassa,1645,Adattár,15,32,,,,,,,,,,,,
RMNY1334,RMNY,1334,,Kassa,1625,Szegedi György,Kassa,1646,Adattár,15,35,,,,,,,,,,,,
RMNY1343,RMNY,1343,,Pápa,1625,Ceglédi Szabó Pál,Pápa,1649,KKK,9,415,,,,,,,,,,,,
RMNY1345,RMNY,1345,,Pozsony,1625,Bethlen-kollégium,Nagyenyed,1762,KKK,10,427,,,,,,,,,,,,
RMNY1346,RMNY,1346,,Pozsony,1625,"Busso, Johann",Mikulov,1645,Adattár,12/2,149,,,,,,,,,,,,
RMNY1347,RMNY,1347,,Bártfa,1626,Rákóczi-család,Sárospatak,1660,KKK,1,164,639,,,,,,,,,,,
RMNY1347,RMNY,1347,,Bártfa,1626,Batthyány Ádám,Németújvár,1651,KKK,4,204,,,,,,,,,,,,
RMNY1347,RMNY,1347,,Bártfa,1626,Bethlen-kollégium,Nagyenyed,1762,KKK,10,275,,,,,,,,,,,,
RMNY1348,RMNY,1348,,Bártfa,1626,Kassai Szabó András,Kassa,1656,Adattár,15,48,,,,,,,,,,,,
RMNY1351,RMNY,1351,,Wien,1626,Rákóczi-család,Sárospatak,1660,KKK,1,161,624,,,,,,,,,,,
RMNY1351,RMNY,1351,,Wien,1626,Batthyány Ádám,Németújvár,1644,KKK,4,161,,,,,,,,,,,,
RMNY1351,RMNY,1351,,Wien,1626,Batthyány Ádám,Németújvár,1653,KKK,4,236,,,,,,,,,,,,
RMNY1351,RMNY,1351,,Wien,1626,Jezsuita rendház,Kassa,1680,Adattár,17/1,86,,,,,,,,,,,,
RMNY1352,RMNY,1352,,Wien,1626,Batthyány Ádám,Németújvár,1642,KKK,4,157,,,,,,,,,,,,
RMNY1352,RMNY,1352,,Wien,1626,Batthyány Ádám,Németújvár,1653,KKK,4,234,,,,,,,,,,,,
RMNY1352,RMNY,1352,,Wien,1626,Gombkötő János,Kassa,1654,Adattár,15,43,,,,,,,,,,,,
RMNY1352,RMNY,1352,,Wien,1626,"Busso, Johann",Mikulov,1645,Adattár,12/3,151,,,,,,,,,,,,
RMNY1352,RMNY,1352,,Wien,1626,Esterházy József,Cseklész,1749,Adattár,13/5,128,,,,,,,,,,,,
RMNY1352,RMNY,1352,,Wien,1626,Jezsuita rendház,Kassa,1680,Adattár,17/1,85,,,,,,,,,,,,
RMNY1352,RMNY,1352,,Wien,1626,Jezsuita rendház,Pozsony,1663,Adattár,17/1,146,,,,,,,,,,,,
RMNY1352,RMNY,1352,,Wien,1626,Katolikus plébánia,Endrőd,1788,Adattár,19/4,50,,,,,,,,,,,,
RMNY1352,RMNY,1352,,Wien,1626,Katolikus plébánia,Kárásztelek,1766,Adattár,19/4,96,,,,,,,,,,,,
