RMNYStat-ID,RMNYStat-CopyID,RMNYStat-Copy-Jel,RMNYStat-Copy-Sorszám,RMNYStat-PéldányLeírás-Típus,RMNYStat-Példány-Típus,RMNYStat-C-Lelőhely,RMNYStat-C-Gyűjtemény,RMNYStat-C-Teljesség,RMNYStat-C-Címlap,RMNYStat-C-Variáns,RMNYStat-C-Prov,RMNY-C-Megjegyzés,RMNYStat-C-Megjegyzés,RMNY-C-Megjegyzés2,
RMNY68,RMNY-C261,RMNY-C,261,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY68,RMNY-C262,RMNY-C,262,egyedi,eredeti,Budapest,Acad,1,,,,,,,
RMNY68,RMNY-C263,RMNY-C,263,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY68,RMNY-C264,RMNY-C,264,egyedi,eredeti,Sibiu,Arch,2,,,,,,,
RMNY68,RMNY-C265,RMNY-C,265,egyedi,eredeti,Sibiu,Ev,1,,,,,,,
RMNY68,RMNY-C266,RMNY-C,266,egyedi,eredeti,Sibiu,Mus,1,,,,,,,
RMNY68,RMNY-C267,RMNY-C,267,egyedi,eredeti,Sibiu,Mus,1,,,,,,,
RMNY68,RMNY-C268,RMNY-C,268,egyedi,eredeti,Sibiu,Mus,3,,,,,,,
RMNY69,RMNY-C269,RMNY-C,269,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY69,RMNY-C270,RMNY-C,270,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY69,RMNY-C271,RMNY-C,271,egyedi,eredeti,Budapest,Acad,1,,,,,,,
RMNY69,RMNY-C272,RMNY-C,272,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY69,RMNY-C273,RMNY-C,273,egyedi,eredeti,Sibiu,Mus,1,,,,,,,
RMNY69,RMNY-C274,RMNY-C,274,egyedi,eredeti,Sibiu,Mus,2,*,,,,,,
RMNY69,RMNY-C275,RMNY-C,275,egyedi,eredeti,Sighişoara,,2,*,,,,,,
RMNY69,RMNY-C276,RMNY-C,276,egyedi,eredeti,Tîrgu Mureş,,1,,,,,,,
RMNY69,RMNY-C277,RMNY-C,277,egyedi,eredeti,Tîrgu Mureş,,1,,,,,,,
RMNY69,RMNY-C278,RMNY-C,278,egyedi,eredeti,Wolfenbüttel,,1,,,,,,,
RMNY70,RMNY-C279,RMNY-C,279,,,,,n.p.,,,,,,,
RMNY71,RMNY-C280,RMNY-C,280,egyedi,eredeti,Braşov,Ev,4,,,,,,,
RMNY71,RMNY-C281,RMNY-C,281,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY71A,RMNY-C282,RMNY-C,282,egyedi,eredeti,Budapest,Nat,4,,,,,,,
RMNY71B,RMNY-C283,RMNY-C,283,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY71B,RMNY-C284,RMNY-C,284,egyedi,eredeti,Cluj,Acad III,1,,,,,,,
RMNY72,RMNY-C285,RMNY-C,285,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY72,RMNY-C286,RMNY-C,286,egyedi,phot.,Budapest,Nat,phot.,,,(Sibiu),,,,
RMNY72,RMNY-C287,RMNY-C,287,egyedi,eredeti,Sibiu Mus,,1,,,,,,,
RMNY73,RMNY-C288,RMNY-C,288,,,,,n.p.,,,,,,,
RMNY74,RMNY-C289,RMNY-C,289,egyedi,eredeti,Budapest,Acad,2,,,,,,,
RMNY74,RMNY-C290,RMNY-C,290,egyedi,eredeti,Budapest,Acad,3,,,,,,,
RMNY74,RMNY-C291,RMNY-C,291,egyedi,eredeti,Budapest,Ev,1,,,,,,,
RMNY74,RMNY-C292,RMNY-C,292,egyedi,eredeti,Budapest,Nat,2,,,,,,,
RMNY74,RMNY-C293,RMNY-C,293,egyedi,eredeti,Cluj,Acad II,1,,,,,,,
RMNY74,RMNY-C294,RMNY-C,294,egyedi,eredeti,Cluj,Univ,4,,,,,,,
RMNY74,RMNY-C295,RMNY-C,295,egyedi,eredeti,Kraków,Univ,2,,,,,,,
RMNY74,RMNY-C296,RMNY-C,296,egyedi,eredeti,Sárospatak,Ref,2,,,(M. Nemz. Múz.),,,,
RMNY74,RMNY-C297,RMNY-C,297,egyedi,eredeti,Sibiu,Mus,1,,,,,,,
RMNY75,RMNY-C298,RMNY-C,298,,,,,n.p.,,,,,,,
RMNY76,RMNY-C299,RMNY-C,299,,,,,n.p.,,,,,,,
RMNY77,RMNY-C300,RMNY-C,300,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY78,RMNY-C301,RMNY-C,301,egyedi,eredeti,Budapest,Acad,3,,,,,,,
RMNY78,RMNY-C302,RMNY-C,302,egyedi,phot.,Budapest,Nat,phot.,,,(Cluj),,,,
RMNY78,RMNY-C303,RMNY-C,303,egyedi,eredeti,Cluj,Univ,1,,,,,,,
RMNY79,RMNY-C304,RMNY-C,304,egyedi,eredeti,Budapest,Acad,1,,,,,,,
RMNY80,RMNY-C305,RMNY-C,305,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY81,RMNY-C306,RMNY-C,306,,,,,n.p.,,,,,,,
RMNY82,RMNY-C307,RMNY-C,307,egyedi,phot.,Budapest,Nat,phot.,,,(Sibiu),,,,
RMNY82,RMNY-C308,RMNY-C,308,egyedi,eredeti,Sibiu,Mus,1,,,,,,,
RMNY82,RMNY-C309,RMNY-C,309,egyedi,eredeti,Sibiu,Mus,2,*,,,,,,
RMNY84,RMNY-C310,RMNY-C,310,egyedi,phot.,Budapest,Nat,phot.,,,(Kalocsa),,,,
RMNY84,RMNY-C311,RMNY-C,311,egyedi,eredeti,Kalocsa,Dioec,1,,,,,,,
RMNY84,RMNY-C312,RMNY-C,312,egyedi,eredeti,Sighişoara,,1,,,,,,,
RMNY85,RMNY-C313,RMNY-C,313,,,,,n.p.,,,,,,,
RMNY86,RMNY-C314,RMNY-C,314,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY86,RMNY-C315,RMNY-C,315,egyedi,eredeti,Cluj,Univ,1,,,,,,,
RMNY87,RMNY-C316,RMNY-C,316,egyedi,eredeti,Bratislava,Univ,1,,,,,,,
RMNY87,RMNY-C317,RMNY-C,317,egyedi,eredeti,Budapest,Acad,1,,,,,,,
RMNY87,RMNY-C318,RMNY-C,318,egyedi,eredeti,Budapest,Acad,2,,,,,,,
RMNY87,RMNY-C319,RMNY-C,319,egyedi,eredeti,Budapest,Acad,3,*,,,,,,
RMNY87,RMNY-C320,RMNY-C,320,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY87,RMNY-C321,RMNY-C,321,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY87,RMNY-C322,RMNY-C,322,egyedi,eredeti,Budapest,Univ,1,,,,,,,
RMNY87,RMNY-C323,RMNY-C,323,egyedi,eredeti,Sibiu,Arch,1,,,(Erd. ev. egyházker.),,,,
RMNY87,RMNY-C324,RMNY-C,324,egyedi,eredeti,Wien,Nat,1,,,,,,,
RMNY88A,RMNY-C325,RMNY-C,325,egyedi,eredeti,Budapest,Nat,2,*,,,,,,
RMNY88,RMNY-C326,RMNY-C,326,egyedi,eredeti,Budapest,Acad,4,,,(Toldy Ferenc),,,,
RMNY89,RMNY-C327,RMNY-C,327,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY89,RMNY-C328,RMNY-C,328,egyedi,phot.,Budapest,Nat,phot.,,,(Tîrgu Mureş),,,,
RMNY89,RMNY-C329,RMNY-C,329,egyedi,eredeti,London,Wellcome,1,,,,,,,
RMNY89,RMNY-C330,RMNY-C,330,egyedi,eredeti,Tîrgu Mureş,,2,*,,,,,,
RMNY89,RMNY-C331,RMNY-C,331,egyedi,eredeti,Tîrgu Mureş,,2,*,,,,,,
RMNY90,RMNY-C332,RMNY-C,332,egyedi,eredeti,Alba Iulia,,2,,,,,,,
RMNY90,RMNY-C333,RMNY-C,333,egyedi,eredeti,Banská Štiavnica,Mus,0,,,,,,,
RMNY90,RMNY-C334,RMNY-C,334,egyedi,eredeti,Budapest,Acad,1,,,,,,,
RMNY90,RMNY-C335,RMNY-C,335,egyedi,eredeti,Budapest,Acad,2,*,,,,,,
RMNY90,RMNY-C336,RMNY-C,336,egyedi,eredeti,Budapest,Nat,2,*,,,,,,
RMNY90,RMNY-C337,RMNY-C,337,egyedi,eredeti,Budapest,Nat,2,,,,,"(Debrecen, ref. coll.)",,
RMNY90,RMNY-C338,RMNY-C,338,egyedi,eredeti,Budapest,Nat,2,*,,,,,,
RMNY90,RMNY-C339,RMNY-C,339,egyedi,eredeti,Budapest,Nat,2,,,,,,,
RMNY90,RMNY-C340,RMNY-C,340,egyedi,eredeti,Budapest,Univ,2,,,,,,,
RMNY90,RMNY-C341,RMNY-C,341,egyedi,eredeti,Cluj,Acad II,2,,,,,,,
RMNY90,RMNY-C342,RMNY-C,342,egyedi,eredeti,Cluj,Acad III,2,,,,,,,
RMNY90,RMNY-C343,RMNY-C,343,egyedi,eredeti,Cluj,Acad III,4,,,,,,,
RMNY90,RMNY-C344,RMNY-C,344,egyedi,eredeti,Cluj,Univ,1,,,,,,,
RMNY90,RMNY-C345,RMNY-C,345,egyedi,eredeti,Debrecen,Ref,2,,,,,,,
RMNY90,RMNY-C346,RMNY-C,346,egyedi,eredeti,Debrecen,Univ,4,,,,,,,
RMNY90,RMNY-C347,RMNY-C,347,egyedi,eredeti,Graz,Univ,2,,,,,,,
RMNY90,RMNY-C348,RMNY-C,348,egyedi,eredeti,Kežmarok,MS,1,,,,,,,
RMNY90,RMNY-C349,RMNY-C,349,egyedi,eredeti,Szeged,Univ,4,,,,"Töredék: csak az lil, Rrr2, Vvv2-Vvv3",,,Kötés nélkül
RMNY90,RMNY-C350,RMNY-C,350,egyedi,eredeti,Wolfenbüttel,,4,,,,,,,
RMNY91,RMNY-C351,RMNY-C,351,egyedi,phot.,Budapest,Nat,phot.,,,(Cluj),,,,
RMNY91,RMNY-C352,RMNY-C,352,egyedi,eredeti,Cluj,Acad I,2,,,,,,,
RMNY91,RMNY-C353,RMNY-C,353,egyedi,eredeti,Pannonhalma,,3,,,,,,,
RMNY92,RMNY-C354,RMNY-C,354,egyedi,eredeti,Bratislava,Acad,1,,,,,,,
RMNY92,RMNY-C355,RMNY-C,355,egyedi,eredeti,Budapest,Acad,1,,,,,,,
RMNY92,RMNY-C356,RMNY-C,356,egyedi,eredeti,Budapest,Acad,3,*,,,,,,
RMNY92,RMNY-C357,RMNY-C,357,egyedi,eredeti,Budapest,Nat,2,,,"(Keszthely, Festetics)",,,,
RMNY92,RMNY-C358,RMNY-C,358,egyedi,eredeti,Budapest,Nat,3,*,,,,,,
RMNY92,RMNY-C359,RMNY-C,359,egyedi,eredeti,Budapest,Univ,2,*,,,,,,
RMNY92,RMNY-C360,RMNY-C,360,egyedi,eredeti,Budapest,Zsámár József,3,,,,,,,
RMNY92,RMNY-C361,RMNY-C,361,egyedi,eredeti,Cluj,Univ,1,,,,,,,
RMNY92,RMNY-C362,RMNY-C,362,egyedi,eredeti,Debrecen,Ref,2,,,,,,,
RMNY92,RMNY-C363,RMNY-C,363,egyedi,eredeti,København,Reg,1,,,,,,,
RMNY92,RMNY-C364,RMNY-C,364,egyedi,eredeti,Košice,Dioec,1,,,,,,,
RMNY93,RMNY-C365,RMNY-C,365,,,,,n.p.,,,,,,,
RMNY94,RMNY-C366,RMNY-C,366,,,,,n.p.,,,,,,,
RMNY95,RMNY-C367,RMNY-C,367,egyedi,eredeti,Alba Iulia,,2,,,,,,,
RMNY95,RMNY-C368,RMNY-C,368,egyedi,eredeti,Budapest,Acad,1,,,,,,,
RMNY95,RMNY-C369,RMNY-C,369,egyedi,eredeti,Budapest,Acad,3,,,,,,,
RMNY95,RMNY-C370,RMNY-C,370,egyedi,eredeti,Budapest,Acad,4,,,,,,,
RMNY95,RMNY-C371,RMNY-C,371,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY95,RMNY-C372,RMNY-C,372,egyedi,eredeti,Budapest,Nat,3,,,,,,,
RMNY95,RMNY-C373,RMNY-C,373,egyedi,eredeti,Budapest,Ref,1,,,,,,,
RMNY95,RMNY-C374,RMNY-C,374,egyedi,eredeti,Budapest,Zsámár József,1,,,,,,,
RMNY95,RMNY-C375,RMNY-C,375,egyedi,eredeti,Cluj,Acad II,2,*,,,,,,
RMNY95,RMNY-C376,RMNY-C,376,egyedi,eredeti,Cluj,Acad III,2,*,,,,,,
RMNY95,RMNY-C377,RMNY-C,377,egyedi,eredeti,Cluj,Acad III,2,,,(Torda),,,,
RMNY95,RMNY-C378,RMNY-C,378,egyedi,eredeti,Cluj,Acad III,3,,,,,,,
RMNY95,RMNY-C379,RMNY-C,379,egyedi,eredeti,Cluj,Acad III,3,,,,,,,
RMNY95,RMNY-C380,RMNY-C,380,egyedi,eredeti,Cluj,Univ,2,*,,,,,,
RMNY95,RMNY-C381,RMNY-C,381,egyedi,eredeti,Debrecen,Ref,2,*,,,,,,
RMNY95,RMNY-C382,RMNY-C,382,egyedi,eredeti,Gyöngyös,,2,,,,,,,
RMNY95,RMNY-C383,RMNY-C,383,egyedi,eredeti,Gyöngyös,,2,,,,,,,
RMNY95,RMNY-C384,RMNY-C,384,egyedi,eredeti,Miskolc,Ev,2,,,,,,,
RMNY95,RMNY-C385,RMNY-C,385,egyedi,eredeti,Nitra,Dioec,1,,,,,,,
RMNY95,RMNY-C386,RMNY-C,386,egyedi,eredeti,Oponice,MS,2,,,,,,,
RMNY96,RMNY-C387,RMNY-C,387,egyedi,eredeti,Bratislava,Acad,2,*,,,,,,
RMNY96,RMNY-C388,RMNY-C,388,egyedi,eredeti,Bratislava,MS,2,,,,,,,
RMNY96,RMNY-C389,RMNY-C,389,egyedi,eredeti,Budapest,Acad,1,,,,,,,
RMNY96,RMNY-C390,RMNY-C,390,egyedi,eredeti,Budapest,Acad,4,,,(Lugossy József),,,,
RMNY96,RMNY-C391,RMNY-C,391,egyedi,eredeti,Budapest,Acad,4,,,,,,,
RMNY96,RMNY-C392,RMNY-C,392,egyedi,eredeti,Budapest,Nat,2,*,,"(Keszthely, Festetics)",,,,
RMNY96,RMNY-C393,RMNY-C,393,egyedi,eredeti,Budapest,Nat,2,,,,,,,
RMNY96,RMNY-C394,RMNY-C,394,egyedi,eredeti,Budapest,Nat,4,,,,,,,
RMNY96,RMNY-C395,RMNY-C,395,egyedi,eredeti,Budapest,Univ,2,,,,,,,
RMNY96,RMNY-C396,RMNY-C,396,egyedi,eredeti,Cluj,Univ,2,*,,,,,,
RMNY96,RMNY-C397,RMNY-C,397,egyedi,eredeti,Debrecen,Ref,2,,,,,,,
RMNY96,RMNY-C398,RMNY-C,398,egyedi,eredeti,København,Reg,1,,,,,,,
RMNY96,RMNY-C399,RMNY-C,399,egyedi,eredeti,Košice,Dioec,1,,,,,,,
RMNY97,RMNY-C400,RMNY-C,400,egyedi,eredeti,Budapest,Nat,4,,,,,,,
RMNY98,RMNY-C401,RMNY-C,401,egyedi,eredeti,Alba Iulia,,1,,,,,,,
RMNY98,RMNY-C402,RMNY-C,402,egyedi,eredeti,Cluj,Univ,3,*,,,,,,
RMNY98,RMNY-C403,RMNY-C,403,egyedi,eredeti,Stuttgart,,1,,,,,,,
RMNY99A,RMNY-C404,RMNY-C,404,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY99A,RMNY-C405,RMNY-C,405,egyedi,eredeti,Leningrad,Nat,4,,,,,,,
RMNY99,RMNY-C406,RMNY-C,406,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY99,RMNY-C407,RMNY-C,407,egyedi,eredeti,Wien,Nat,1,,,,,,,
RMNY100,RMNY-C408,RMNY-C,408,egyedi,eredeti,Budapest,Nat,3,*,,,,,,
RMNY100,RMNY-C409,RMNY-C,409,egyedi,eredeti,Cluj,Univ,4,,,,,,,
RMNY101,RMNY-C410,RMNY-C,410,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY101,RMNY-C411,RMNY-C,411,egyedi,eredeti,Cluj,Univ,4,*,,,,,,
RMNY102,RMNY-C412,RMNY-C,412,egyedi,eredeti,Bratislava,MS,2,*,,(Alsósebes),,,,
RMNY102,RMNY-C413,RMNY-C,413,egyedi,eredeti,Budapest,Acad,3,,,,,,,
RMNY102,RMNY-C414,RMNY-C,414,egyedi,eredeti,Budapest,Nat,2,,,phot. suppl. (Bratislava MS),,,,
RMNY102,RMNY-C415,RMNY-C,415,egyedi,eredeti,Budapest,Nat,4,,,,,,,
RMNY103A,RMNY-C416,RMNY-C,416,egyedi,eredeti,Braşov,Ev,4,,,,,,,
RMNY103A,RMNY-C417,RMNY-C,417,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY103,RMNY-C418,RMNY-C,418,egyedi,eredeti,Budapest,Nat,2,,,,,,,
RMNY103,RMNY-C419,RMNY-C,419,egyedi,eredeti,Budapest,Nat,4,,,,,,,
RMNY104,RMNY-C420,RMNY-C,420,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY104,RMNY-C421,RMNY-C,421,egyedi,eredeti,Budapest,Nat,1,,,(RMK II 53),,,,
RMNY104,RMNY-C422,RMNY-C,422,egyedi,eredeti,Debrecen,Ref,1,,,,,,,
RMNY104A,RMNY-C423,RMNY-C,423,,,,,n.p.,,,,,,,
RMNY105,RMNY-C424,RMNY-C,424,egyedi,eredeti,Braşov,Ev,1,,(A-var.),,,,,
RMNY105,RMNY-C425,RMNY-C,425,egyedi,eredeti,Budapest,Acad,1,,(B-var.),(RMK II 34),,,,
RMNY105,RMNY-C426,RMNY-C,426,egyedi,eredeti,Budapest,Acad,1,,(A-var.),,,,,
RMNY105,RMNY-C427,RMNY-C,427,egyedi,eredeti,Sighişoara,,1,,(A-var.),,,,,
RMNY106,RMNY-C428,RMNY-C,428,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY106,RMNY-C429,RMNY-C,429,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY107,RMNY-C430,RMNY-C,430,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY107,RMNY-C431,RMNY-C,431,egyedi,eredeti,Sighişoara,,2,*,,,,,,
RMNY108,RMNY-C432,RMNY-C,432,egyedi,eredeti,Budapest,Acad,3,,,(phot. (Cluj),,,,
RMNY108,RMNY-C433,RMNY-C,433,egyedi,phot.,Budapest,Nat,phot.,,,(Cluj),,,,
RMNY108,RMNY-C434,RMNY-C,434,egyedi,eredeti,Cluj,Univ,4,,,,,,,
RMNY109,RMNY-C435,RMNY-C,435,egyedi,eredeti,Budapest,Acad,2,,,,,,,
RMNY109,RMNY-C436,RMNY-C,436,egyedi,eredeti,Budapest,Acad,3,,,,,,,
RMNY109,RMNY-C437,RMNY-C,437,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY109,RMNY-C438,RMNY-C,438,egyedi,eredeti,Budapest,Nat,2,*,,,,,,
RMNY109,RMNY-C439,RMNY-C,439,egyedi,eredeti,Budapest,Nat,3,,,,,,,
RMNY109,RMNY-C440,RMNY-C,440,egyedi,eredeti,Cluj,Univ,2,,,,,,,
RMNY109,RMNY-C441,RMNY-C,441,egyedi,eredeti,Halle,Univ,1,,,,,,,
RMNY109,RMNY-C442,RMNY-C,442,egyedi,eredeti,Sárospatak,Ref,2,*,,,,,,
RMNY109,RMNY-C443,RMNY-C,443,egyedi,eredeti,Wien,Nat,1,,,,,,,
RMNY110,RMNY-C444,RMNY-C,444,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY110,RMNY-C445,RMNY-C,445,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY110,RMNY-C446,RMNY-C,446,egyedi,eredeti,Braşov,Ev,2,,,,,,,
RMNY110,RMNY-C447,RMNY-C,447,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY111,RMNY-C448,RMNY-C,448,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY111,RMNY-C449,RMNY-C,449,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY111,RMNY-C450,RMNY-C,450,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY112,RMNY-C451,RMNY-C,451,,,,,n.p.,,,,,,,
RMNY112A,RMNY-C452,RMNY-C,452,,,,,n.p.,,,,,,,
RMNY113,RMNY-C453,RMNY-C,453,,,,,n.p.,,,,,,,
RMNY114,RMNY-C454,RMNY-C,454,,,,,n.p.,,,,,,,
RMNY115,RMNY-C455,RMNY-C,455,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY117,RMNY-C456,RMNY-C,456,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY117,RMNY-C457,RMNY-C,457,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY118,RMNY-C458,RMNY-C,458,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY118,RMNY-C459,RMNY-C,459,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY119,RMNY-C460,RMNY-C,460,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY119,RMNY-C461,RMNY-C,461,egyedi,eredeti,Tîrgu Mureş,,2,,,,,,,
RMNY120,RMNY-C462,RMNY-C,462,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY120,RMNY-C463,RMNY-C,463,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY120,RMNY-C464,RMNY-C,464,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY121,RMNY-C465,RMNY-C,465,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY121,RMNY-C466,RMNY-C,466,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY122,RMNY-C467,RMNY-C,467,egyedi,eredeti,Braşov,Arch,1,,,"(Brassó, ev. gymn.)",,,,
RMNY122,RMNY-C468,RMNY-C,468,egyedi,eredeti,Budapest,Nat,2,*,,,,,,
RMNY122,RMNY-C469,RMNY-C,469,egyedi,eredeti,Cluj,Acad III,2,,,,,,,
RMNY122,RMNY-C470,RMNY-C,470,egyedi,eredeti,Cluj,Univ,1,,,,,,,
RMNY122,RMNY-C471,RMNY-C,471,egyedi,eredeti,Debrecen,Ref,1,,,"(Máramarossziget, ref. lyc.)",,,,
RMNY122,RMNY-C472,RMNY-C,472,egyedi,eredeti,Sibiu,Mus,2,*,,,,,,
RMNY122,RMNY-C473,RMNY-C,473,egyedi,eredeti,Tîrgu Mureş,,1,,,,,,,
RMNY123,RMNY-C474,RMNY-C,474,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY124,RMNY-C475,RMNY-C,475,,,,,n.p.,,,,,,,
RMNY125,RMNY-C476,RMNY-C,476,egyedi,eredeti,Budapest,Acad,2,*,,,,,,
RMNY126,RMNY-C477,RMNY-C,477,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY126,RMNY-C478,RMNY-C,478,egyedi,eredeti,Wien,Nat,1,,,,,,,
RMNY127,RMNY-C479,RMNY-C,479,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY127,RMNY-C480,RMNY-C,480,egyedi,eredeti,Debrecen,Ref,1,,,,,,,
RMNY128,RMNY-C481,RMNY-C,481,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY128,RMNY-C482,RMNY-C,482,egyedi,eredeti,Kraków,Univ,1,,,,,,,
RMNY128,RMNY-C483,RMNY-C,483,egyedi,eredeti,London,BM,0,,,,,,,
RMNY128,RMNY-C484,RMNY-C,484,egyedi,eredeti,London,BM,0,,,,,,,
RMNY128,RMNY-C485,RMNY-C,485,egyedi,eredeti,London,BM,0,,,,,,,
RMNY128,RMNY-C486,RMNY-C,486,egyedi,eredeti,London,BM,0,,,,,,,
RMNY128,RMNY-C487,RMNY-C,487,egyedi,eredeti,London,BM,0,,,,,,,
RMNY128,RMNY-C488,RMNY-C,488,csoportos meghatározatlan,Ismeretlen számú példány,,,,,,,etc.,,CERL szerint 72 expl.,
RMNY129,RMNY-C489,RMNY-C,489,,,,,n.p.,,,,,,,
RMNY130,RMNY-C490,RMNY-C,490,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY130,RMNY-C491,RMNY-C,491,egyedi,eredeti,Sibiu,Arch,2,*,,,,,,
RMNY130,RMNY-C492,RMNY-C,492,egyedi,eredeti,Sibiu,Mus,2,*,,,,,,
RMNY131,RMNY-C493,RMNY-C,493,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY131,RMNY-C494,RMNY-C,494,egyedi,eredeti,Sibiu,Ev,1,,,,,,,
RMNY132,RMNY-C495,RMNY-C,495,,,,,n.p.,,,,,,,
RMNY133,RMNY-C496,RMNY-C,496,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY133,RMNY-C497,RMNY-C,497,egyedi,phot.,Budapest,Nat,phot.,,,(Sibiu Mus),,,,
RMNY133,RMNY-C498,RMNY-C,498,egyedi,eredeti,Sibiu,Arch,1,,,,,,,
RMNY133,RMNY-C499,RMNY-C,499,egyedi,eredeti,Sibiu,Mus,1,,,,,,,
RMNY133,RMNY-C500,RMNY-C,500,egyedi,eredeti,Sibiu,Mus,1,,,,,,,
RMNY133,RMNY-C501,RMNY-C,501,egyedi,eredeti,Sibiu,Mus,1,,,,,,,
RMNY133,RMNY-C502,RMNY-C,502,egyedi,eredeti,Sighişoara,,1,,,,,,,
RMNY134,RMNY-C503,RMNY-C,503,,,,,n.p.,,,,,,,
RMNY135,RMNY-C504,RMNY-C,504,egyedi,phot.,Budapest,Nat,phot.,,,(Cluj),,,,
RMNY135,RMNY-C505,RMNY-C,505,egyedi,eredeti,Cluj,Acad III,2,,,,,,,
RMNY135,RMNY-C506,RMNY-C,506,egyedi,eredeti,Sighişoara,,2,,,,,,,
RMNY136,RMNY-C507,RMNY-C,507,,,,,n.p.,,,,,,,
RMNY137,RMNY-C508,RMNY-C,508,,,,,n.p.,,,,,,,
RMNY138,RMNY-C509,RMNY-C,509,egyedi,eredeti,Alba Iulia,,2,*,,,,,,
RMNY138,RMNY-C510,RMNY-C,510,egyedi,eredeti,Braşov,Ev,2,*,,,,,,
RMNY138,RMNY-C511,RMNY-C,511,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY138,RMNY-C512,RMNY-C,512,egyedi,eredeti,Budapest,Univ,2,,,,,,,
RMNY138,RMNY-C513,RMNY-C,513,egyedi,eredeti,Sibiu,Ev,2,*,,,,,,
RMNY138,RMNY-C514,RMNY-C,514,egyedi,eredeti,Sibiu,Mus,1,,,,,,,
RMNY138,RMNY-C515,RMNY-C,515,egyedi,eredeti,Sibiu,Mus,1,,,,,,,
RMNY138,RMNY-C516,RMNY-C,516,egyedi,eredeti,Sibiu,Mus,1,,,,,,,
RMNY138,RMNY-C517,RMNY-C,517,egyedi,eredeti,Sibiu,Mus,1,,,,,,,
RMNY138,RMNY-C518,RMNY-C,518,egyedi,eredeti,Sibiu,Mus,2,,,,,,,
RMNY138,RMNY-C519,RMNY-C,519,egyedi,eredeti,Sibiu,Mus,2,,,,,,,
RMNY138,RMNY-C520,RMNY-C,520,egyedi,eredeti,Sighişoara,,2,,,,,,,
RMNY138,RMNY-C521,RMNY-C,521,egyedi,eredeti,Sighişoara,,2,,,,,,,
RMNY138,RMNY-C522,RMNY-C,522,egyedi,eredeti,Sighişoara,,3,*,,,,,,
RMNY139,RMNY-C523,RMNY-C,523,egyedi,eredeti,Bucureşti,Acad,2,,,,,,,
RMNY139,RMNY-C524,RMNY-C,524,egyedi,eredeti,Budapest,Nat,2,,,(Bucureşti),,phot. supplet,,
RMNY139,RMNY-C525,RMNY-C,525,egyedi,eredeti,Sofija,Mus Orthod,0,,,,,,,
