count
2
10
5
2
1
4
4
4
1
15
12
3
2
12
2
5
2
1
1
4
3
1
3
23
1
8
1
3
1
14
2
4
2
9
9
10
1
1
1
2
2
2
3
2
2
9
1
4
19
2
12
20
13
1
3
1
2
1
4
1
3
4
1
1
9
4
3
2
1
1
1
3
2
7
1
1
1
3
3
1
6
2
2
14
3
2
2
5
2
1
1
1
1
1
2
2
7
1
2
2
1
9
2
8
3
2
1
1
1
6
1
9
3
2
7
1
2
2
24
4
13
1
1
2
1
1
13
15
6
2
3
2
4
7
1
11
16
9
24
1
1
2
9
5
1
3
7
2
2
1
2
3
1
3
5
4
7
4
4
1
1
3
1
1
4
2
8
9
19
2
12
11
4
13
4
28
10
16
19
1
1
3
2
1
1
1
10
16
7
2
1
2
2
2
1
1
5
1
1
7
6
5
8
1
1
1
7
2
2
1
1
1
2
2
1
1
11
2
3
38
1
1
2
1
2
1
36
1
1
1
1
10
1
1
1
17
20
2
1
1
1
1
1
2
2
2
1
1
1
9
12
2
1
2
19
1
3
6
15
5
6
1
39
1
17
3
6
2
2
4
1
1
2
1
3
2
1
1
1
2
3
4
2
3
3
4
2
1
2
3
3
4
1
1
2
4
1
3
4
1
1
2
18
2
1
1
2
36
1
6
1
2
1
6
5
3
5
1
6
8
1
4
4
2
3
2
3
2
1
25
1
1
1
1
5
1
9
2
4
7
1
7
2
3
2
1
2
1
3
4
1
1
3
8
49
4
17
12
1
1
13
5
1
1
2
2
1
1
6
1
2
3
1
6
2
2
1
2
3
2
2
1
2
1
1
1
1
1
2
1
1
9
2
1
1
1
7
3
3
3
37
35
17
1
1
8
1
3
3
1
1
2
2
2
7
13
1
30
2
5
1
8
5
56
10
10
14
2
2
1
7
4
1
3
2
14
1
5
1
7
6
4
17
1
2
1
1
1
23
2
2
1
1
4
1
1
1
4
1
1
3
1
1
3
2
1
2
20
1
1
1
3
2
3
2
2
3
27
1
2
4
1
2
4
2
1
1
3
1
40
37
2
5
1
1
1
1
1
1
4
1
2
1
53
3
2
2
3
5
2
1
2
3
3
1
3
9
1
1
4
10
2
2
3
2
12
1
2
1
2
1
2
2
1
5
5
2
1
2
1
1
1
1
1
4
9
1
1
1
5
5
11
3
2
8
2
1
2
3
42
1
2
1
8
2
5
3
2
1
1
3
2
2
6
1
1
3
2
4
1
1
2
1
3
2
1
7
1
3
3
4
9
1
2
1
5
2
34
23
2
1
1
2
2
3
28
2
1
1
2
6
2
1
2
9
7
1
10
1
2
1
2
2
2
1
2
1
3
18
3
3
1
4
14
2
3
2
2
1
4
1
3
4
1
3
4
13
13
3
1
1
44
1
4
1
1
1
3
1
2
1
37
6
1
1
1
1
5
1
10
1
2
4
4
2
1
4
5
2
12
5
1
1
18
1
4
