count
1
6
1
4
7
3
2
1
21
1
5
1
1
1
2
1
12
9
8
11
3
1
2
4
7
1
1
5
19
1
10
1
1
1
1
1
1
5
2
1
14
1
7
11
7
15
7
5
2
4
4
4
2
3
4
1
4
11
1
1
9
3
1
6
2
3
1
10
10
16
1
1
1
1
1
10
6
1
1
7
11
10
1
1
1
2
3
2
1
2
1
2
6
1
6
11
5
1
18
6
2
4
10
1
1
3
3
3
3
3
3
3
2
2
1
2
16
1
1
11
5
3
1
2
4
1
2
2
4
2
3
1
1
1
1
5
1
2
5
3
3
3
1
3
4
2
17
7
2
6
1
4
2
1
1
2
1
1
1
5
1
1
1
1
1
12
3
2
12
12
1
1
4
7
6
7
4
10
2
3
6
2
1
15
3
2
2
2
17
18
4
1
1
1
23
2
2
1
2
3
3
2
4
1
1
1
3
4
3
1
1
2
1
4
4
2
3
1
2
1
3
2
2
1
4
4
1
5
5
1
1
2
1
10
1
5
1
6
1
1
2
2
2
1
1
6
7
1
10
1
1
1
1
3
2
2
2
2
9
1
1
1
1
1
1
1
1
2
1
3
1
2
1
1
1
2
1
1
1
1
1
2
1
1
1
1
1
3
1
1
1
2
1
1
1
1
2
1
1
1
1
2
2
1
1
1
1
1
1
1
1
1
2
5
1
2
2
1
1
1
1
1
1
2
2
5
2
1
2
6
6
2
2
3
3
1
2
5
1
3
10
1
2
1
4
4
3
2
1
3
1
5
2
1
1
3
1
1
1
2
2
1
1
1
1
5
1
1
2
1
3
7
4
1
1
3
1
1
7
2
2
4
6
2
2
1
2
1
1
1
12
1
1
1
2
1
2
10
2
1
4
8
7
4
9
4
7
9
2
6
4
1
3
1
3
7
4
2
17
1
1
2
1
1
2
1
2
1
1
1
1
7
2
1
1
1
5
4
1
1
1
1
5
1
3
1
11
8
2
1
1
1
6
1
2
7
5
17
2
7
3
4
1
9
2
1
1
2
1
1
1
2
1
1
1
3
1
1
4
1
1
1
1
2
4
2
1
33
2
4
2
1
1
1
5
1
2
3
1
5
1
1
3
22
1
5
1
1
2
1
2
1
1
3
1
4
2
4
1
13
1
1
3
7
1
2
2
8
1
1
7
1
3
15
1
1
1
13
1
1
4
3
8
2
1
2
1
2
2
1
6
1
