data,method,estimation,richness,min,max
lang,német,chao1,415.42,353.92,547.39
lang,német,ichao1,436.98,360.05,561.48
lang,német,ace,425.93,316.98,553.67
lang,német,jackknife,466.00,386.00,546.00
lang,német,egghe_proot,459.76,386.92,583.07
