id,00Bibliográfia,01Sorszám_RMNY,01Sorszám_RMNY-S,13Lelöhely,13Lelöhely_count,15Olim,15Olim_count
ermk5556,RMNY,207,,"Alba Iulia 2* – Betliar O – Budapest Nat 1 (Keszthely, Festetics) 3 – Budapest Zsámár József 1 – Debrecen Univ 3 – Cluj Acad II 2 – Cluj Univ 1 – Debrecen Ref 1 – Esztergom Dioec 2* – Košice Dioec 1 – London BM 1 (Nagy István) – Miskolc Arch O – Sárospatak Ref 2 – Tîrgu Mureş 2* – Wolfenbüttel 4",16,"Sepsiszentgyörgy, Mus (Varga 10) – Szatmárnémeti, Schlauch Lőrinc",2
ermk5557,RMNY,208,,Alba Iulia 2 – Bratislava MS 1 – Budapest Acad 2 4 – Budapest Nat 2* 4 – Cluj Acad II 1 – Cluj Acad III 1 – Cluj Univ 1,9,"Budapest, Kornfeld Móric (Index ms; Marosvásárhely, Teleki) – Budapest, Nagy István",2
ermk5558,RMNY,209,,"Agnita Mus 1 – Braşov Arch 2 (Brassó, ev. gymn.) – Bratislava Acad 2 – Bucureşti Acad 2* – Budapest Acad 1 2* 2* – Budapest Civ 1 – Budapest Nat 1 2* 2 – Budapest Ref 2* – Budapest Univ 2* – Cluj Acad III 1 – Cluj Univ 1 – Debrecen Univ 2 – Göttingen Univ 1 – Odorhei 2 – Pannonhalma 2 – Sibiu Mus 2* 2 – Stuttgart 1 – Tîrgu Mureş 1 – Wien Nat 1",24,Esztergom,1
ermk5559,RMNY,210,,Budapest Nat phot. – Sibiu Mus 2*,1,,0
ermk5560,RMNY,211,,Budapest Acad phot. – Debrecen Ref 1,1,,0
ermk5561,RMNY,212,,Budapest Acad phot. – Debrecen Ref 1,1,,0
ermk5562,RMNY,213,,"Alba Iulia 1 – Budapest Acad 1 1 – Budapest Nat 1 4 – Cluj Theol Ref. 3 – Cluj Univ 1 – Sárospatak Ref 3 - Csíki Székely Múzeum, Csíksomlyói Ferences Gyűjtemény 1",9,"Kolozsvár, Erdélyi Múzeum (expl. 2.)",2
ermk5566,RMNY,214,,,0,,0
ermk5568,RMNY,215,,Budapest Nat phot. (Győr) – Győr Semin 4,1,"Kolozsvár, unit. coll.",1
ermk5569,RMNY,216,,Budapest Nat phot. – Győr Semin 4 4 4,3,,0
ermk5572,RMNY,217,,,0,,0
ermk5573,RMNY,218,,Budapest Acad phot. – Budapest Nat phot. – Cluj Univ 4,1,,0
ermk5574,RMNY,219,,Budapest Acad 2* 3 – Budapest Nat 4 + phot. (Olomouc) – Cluj Acad II 3* – Győr Semin 4 – Olomouc Univ 1,6,,0
ermk5576,RMNY,220,,Budapest Nat phot. – Győr Semin 2 2,2,,0
ermk5577,RMNY,221,,Budapest Nat phot. (Bp. Piar) – Budapest Piar 1 – Sighişoara 1,2,,0
,RMNY,222,,Budapest Acad phot. – Wolfenbüttel (T),1,,0
ermk5579,RMNY,223,,Braşov Ev 1* – Budapest Nat phot. (Braşov) – Sibiu Ev 1,2,,0
ermk5580,RMNY,224,,Bucureşti Acad 2 4 – Budapest Nat 3 + phot.,3,,0
ermk5581,RMNY,225,,Budapest Nat phot. – Sibiu Mus 1,1,,0
ermk5583,RMNY,226,,"Budapest Nat phot. – Debrecen Ref Arch 1 - Csíki Székely Múzeum, Csíksomlyói Gyűjtemény 1",2,,0
ermk5584,RMNY,227,,,0,,0
ermk5585,RMNY,228,,Braşov Arch 1 – Budapest Nat phot. (Debrecen) – Debrecen Ref Arch 1 – Sibiu Mus 1 – Warszawa Univ 1 – Wien Nat 1,5,,0
ermk5586,RMNY,229,,Budapest Nat 3* + phot. (Debrecen) – Budapest Ref 2* – Cluj Univ 2* – Debrecen Ref Arch 2*,4,,0
ermk5589,RMNY,230,,,0,,0
ermk5590,RMNY,231,,Budapest Acad phot. (Cluj) – Cambridge King 1 – Cluj Acad III 1 1 2 – Sibiu Mus 1 – Tîrgu Mureş 2 – Warszawa Univ 1,7,,0
ermk5591,RMNY,232,,"Budapest Acad phot. (Cluj Acad) – Budapest Nat phot. (Cluj Acad) – Cluj Acad III 2* (Torda, unitár. gymn.) – Cluj Univ 3 – Stockholm Reg 1 – Tîrgu Mureş 1",4,,0
ermk5592,RMNY,233,,Budapest Nat 1 – Cluj Univ 3 – Stockholm Reg 1 – Tîrgu Mureş 2*,4,"Kolozsvár, unit. coll.",1
ermk5594,RMNY,234,,Budapest Nat phot. – Cluj Univ 1,1,,0
ermk5595,RMNY,235,,,0,,0
ermk5596,RMNY,236,,Budapest Nat 1,1,,0
ermk5597,RMNY,237,,,0,,0
ermk5601,RMNY,238,,,0,,0
ermk5602,RMNY,239,,Budapest Nat phot. (Cluj Acad I) – Cluj Acad I 2 3 – Cluj Univ 4,3,,0
ermk5603,RMNY,240,,,0,,0
ermk5606,RMNY,241,,Budapest Acad 2* – Budapest Nat 1 1 1 – London BM 1 – Odorhei 2 (Liceu) – Praha Univ 2* – Zagreb Univ 2,8,"Wien, Schotten-Bibliothek (Mayer, Anton: Wiens Buchdrucker-Geschichte 1482–1882, I. Wien 1883, 561) – Schlauch Lőrinc (Ranschburg Gusztáv: 141. sz. antiquar könyvkatalógus. Bp. 1937, 557. sz.).",2
ermk5609,RMNY,242,,"Budapest Nat 3* + phot. suppl. (Cluj, Sibiu) – Cluj Acad III 1 3 (Simén Domokos) – Sibiu Mus 2*",4,,0
ermk5610,RMNY,243,,Budapest Nat 2* + phot. (Cluj) – Cluj Acad III 2,2,"Kolozsvár, Simén Domokos",1
ermk5611,RMNY,244,,Budapest Acad 1 – Cambridge King 1 – Cluj Acad III 1 – Cluj Univ 1 – Tîrgu Mureş 1 1 – Warszawa Univ 1 – Wien Nat 1,8,,0
ermk5612,RMNY,245,,Budapest Acad 1 – Budapest Nat 1 – Cambridge King 1 – Cluj Acad III 1 – Tîrgu Mureş 1 1 3* – Warszawa Univ 1 – Wien Nat 1,9,"Budapest, Közp. papnövelde – Torda, unit. gymn.",2
ermk5614,RMNY,246,,Budapest Acad phot. – Budapest Nat phot.,0,"Kolozsvár, unit. coll.",1
ermk5615,RMNY,247,,Budapest Acad 1 – Budapest Nat 1 + „bb” – Cambridge King 1 + „bb” – Cluj Acad II 1 – Cluj Acad III 1 1 1 2 – Cluj Univ 3 – Firenze Nat O – Sárospatak Ref O = „bb” – Sibiu Arch 3 – Sibiu Mus 1 1 – Szeged Univ Lit 2 – Tîrgu Mureş 2* O „bb” – Warszawa Univ 1 – Wien Nat 1,19,,0
ermk5616,RMNY,248,,Alba Iulia 1 – Budapest Nat 1,2,,0
ermk5617,RMNY,249,,Budapest Nat 1 2* – Cluj Acad III 1 – Kalocsa Dioec 1 – London BM 1 – Oxford Bodleiana 1 – Sibiu Mus 1 – Sighişoara 1 – Tîrgu Mureş 1 – Warszawa Univ 1 – Wien Nat 1 – Wrocław Univ 1,12,,0
ermk5618,RMNY,250,,Alba Iulia 2 – Budapest Acad 1 – Budapest Nat 1 1 – Cambridge King 1 – London BM 1 – Sárospatak Ref 1 – Sibiu Mus 1 – Tîrgu Mureş 1 1 – Wien Nat 1,11,"Budapest, Központi papnövelde – Kolozsvár, unit. coll.",2
ermk5619,RMNY,251,,Budapest Acad phot. (Cluj Acad III) – Cluj Acad II 1 – Cluj Acad III 1 – Tîrgu Mureş 1 – Wien Nat 1,4,,0
ermk5620,RMNY,252,,Alba Iulia 3* – Braşov Arch 3* – Budapest Acad 1 4* – Budapest Nat 1 – Cambridge King 4 – Cluj Acad II 2 – Cluj Acad III 2* – Sibiu Mus 3 – Tîrgu Mureş 1 1 – Warszawa Univ 4 – Wien Nat 1,13,"Budapest, Központi papnövelde",1
ermk5621,RMNY,253,,Budapest Acad phot. (Kolozsvár) – Budapest Nat phot. (Kolozsvár) – Cluj Acad II 1 – Sárospatak Ref 1 – Stockholm Reg 1 – Tîrgu Mureş 3,4,"Kolozsvár, unit. coll.",1
,RMNY,254,,Budapest Acad 2 – Budapest Nat 1 – Cambridge Glare 1 – Cambridge King 1 – Cluj Acad II 1 1 – Cluj Acad III 2* 2* 2* 2 – Dresden Nat 1 – Groeningen Univ 1 – London Williams 1 – Oxford Bodleiana 1 – Oxford Corpus Christi Coll 1 – Paris Nat 1 – Sárospatak Ref 2* – Sibiu Mus 1 1 – Strängnäs 2 – Tirgu Mures 1 1 1 – Utrecht Univ 1 – Wien Nat 1 – Wrocław Univ 1 – Zürich 1 1,28,"Budapest, Közp. papnövelde",1
ermk5624,RMNY,255,,Budapest Acad 1 2 – Budapest Civ 2 – Budapest Ev 2* 2 – Budapest Nat 1 2 4 – Budapest Ref 1 – Budapest Univ 1,10,,0
ermk5625,RMNY,256,,Braşov Ev 1 – Budapest Acad 1 2 – Budapest Nat 2 – Cluj Acad II 1 1 1 2 – Cluj Univ 1 – Güssing OFM O – Sibiu Mus 1 – Sighişoara 1 – Strängnäs 1 – Tîrgu Mureş 2* – Wolfenbüttel 1,15,"Kolozsvár, unit. coll.",1
ermk5626,RMNY,257,,,0,,0
ermk5627,RMNY,258,,,0,,0
ermk5628,RMNY,259,,Alba Iulia 2* – Budapest Acad 1 2* 2 – Budapest Nat 1 2 2* – Budapest Ref 1 2 – Budapest Univ 2 – Cluj Theol Ref 2 – Cluj Univ 1 – Csurgó 3* – Debrecen Ref 2 – Debrecen Univ 2* – Keszthely 1 – London BM 2* (Nagy István) – Miskolc Földes gymn. 2 – Sárospatak Ref 1,19,"Budapest, Kornfeld Móric (Index ms; Marosvásárhely, Teleki) – Rozsnyó, gömöri ref. esperesség – Nagy István (expl. 2.)",4
ermk5631,RMNY,260,,Budapest Acad 1,1,,0
ermk5633,RMNY,261,,Braşov Orthod 2 – Budapest Nat phot. (Cluj) – Cluj Univ 1,2,"Bucureşti, Acad. (BRV IV pag. 171)",1
ermk5634,RMNY,262,,Budapest Nat phot. (Sibiu) – Braşov Ev 1 – Sibiu Ev 1,2,,0
ermk5635,RMNY,263,,,0,,0
,RMNY,264,,Budapest Nat phot. – Wroclaw Univ 1,1,,0
ermk5637,RMNY,265,,Budapest Acad 2 (RMK I 103),1,,0
ermk5639,RMNY,266,,,0,,0
ermk5641,RMNY,267,Vacat!,,0,,0
ermk5642,RMNY,268,,,0,,0
ermk5643,RMNY,269,,Alba Iulia 4 – Budapest Nat 2* + phot. suppl. (London) – Budapest Unit 2 – Cluj Acad II 1 – Cluj Acad III 2 2 – Cluj Univ 4 – London BM 2* (Nagy István) – Tîrgu Mureş 2* 3,10,Torda unit. gymn.,1
ermk5644,RMNY,270,,Aiud 2 – Alba Iulia 1 – Budapest Nat 1 2* – Cluj Acad II 1 – Cluj Acad III 1 2 2 – Cluj Univ 2 – Güssing OFM O – Kalocsa Dioec. 1 – London BM 1 – Oxford Bodleiana 1 – Tîrgu Mureş 1 2 – Warszava Univ 1,16,"Székelykeresztúr, unit. gymn. – Torda, unitár. gymn.",2
ermk5646,RMNY,271,,,0,"Brassó, ev. gymn.",1
ermk5650,RMNY,272,,"Alba Iulia 1 – Budapest Acad phot. (Cluj) – Budapest Nat phot. (Kraków, Cluj) – Cluj Acad III 2* 2 – Kraków Czartoryski 1 – Oxford Christ Church 1 – Sibiu Mus 1 – Tîrgu Mureş 2",7,,0
ermk5652,RMNY,273,,,0,,0
ermk5656,RMNY,274,,Budapest Nat phot. – Sibiu Metrop O,1,,0
ermk5657,RMNY,275,,Bucureşti Acad 4 4 – Budapest Nat phot. (Cernăuţi),2,"Csernyivci (Cernăuţi), Univ (BRV IV pag. 171) – Sibiu (Cluj), Univ (BRV IV pag. 171)",2
,RMNY,276,,Budapest Acad 3 (RMK I 332),1,,0
ermk5661,RMNY,277,,"Csíki Székely Múzeum, Csíksomlyói Ferences Gyűjtemény",1,"Budapest, Kornfeld Móric (Index ms; Schlauch Lőrinc; RMK I 71) – Sárospatak, ref. coll.",2
ermk5662,RMNY,278,,Budapest Nat phot. – Debrecen Ref 1,1,,0
ermk5663,RMNY,279,,Budapest Nat phot. (Sárospatak) – Cluj Acad III 3 – Debrecen Ref 1 (Szilágyi István) – London BM 1 (Nagy István) – Sárospatak Ref 1 – Stockholm Reg 1,5,"Budapest, Kornfeld Móric (Index ms; Marosvásárhely, Teleki) – Szatmárnémeti, Schlauch Lőrinc",2
ermk5665,RMNY,280,,Budapest Acad 1,1,,0
ermk5668,RMNY,281,,,0,,0
ermk5674,RMNY,282,,,0,,0
ermk5675,RMNY,283,,,0,,0
ermk5676,RMNY,284,,Budapest Acad 3 (Nemz. Múz.) – Budapest Nat 1 (Lugossy József) 4 – Budapest Univ 4 – Cluj Acad II 4 – Cluj Univ (Révai Pál) 2,6,,0
ermk5677,RMNY,285,,Budapest Acad 1 4 – Cluj Acad II 1 – Cluj Acad III 1 – London BM 1 – Sibiu Mus 1,6,,0
ermk5678,RMNY,286,,"Budapest Acad 4 + phot. (Cluj Acad II, Acad III) – Budapest Nat phot. (Cluj Acad II, Acad III) – Cluj Acad II 1 – Cluj Acad III 2 (Simén Domokos) – Stockholm Reg 1 – Tîrgu Mureş 2*",5,,0
ermk5679,RMNY,287,,Budapest Nat 2* + phot. supplet (Sibiu) – Cluj Acad III 1 1 – Güssing OFM 2* – Sibiu Mus 1 1 – Sighişoara 1 – Tîrgu Mureş 1,8,Kalocsa,1
ermk5680,RMNY,288,,Budapest Nat 1,1,,0
ermk5681,RMNY,289,,Budapest Acad phot. – Budapest Nat phot. – Cluj Univ 3,1,,0
ermk5682,RMNY,290,,Budapest Acad phot. – Cluj Acad III O,1,,0
ermk5683,RMNY,291,,Budapest Nat phot. (Tîrgu Mureş) – Cluj Acad II 1 – Cluj Univ 1 – Miercurea Ciuc Mus O – Sibiu Mus 1 1 – Sighişoara 2 – Tîrgu Mureş 1,7,,0
ermk5686,RMNY,292,,Budapest Nat 4 4,2,,0
ermk5688,RMNY,293,,,0,,0
ermk5690,RMNY,294,,Budapest Acad 2,1,"Budapest, Jankovich Miklós (ÚjMMúz 1853: II 189)",1
ermk5691,RMNY,295,,Budapest Acad 1 – Budapest Nat 1,2,"Tibolddaróc, Fáy",1
ermk5694,RMNY,296,,Budapest Nat 1,1,,0
ermk5695,RMNY,297,,Budapest Acad 1,1,"Budapest, Nat.",1
ermk5696,RMNY,298,,Budapest Acad 1,1,,0
ermk5697,RMNY,299,,Budapest Acad 1 – Budapest Nat 1,2,,0
ermk5699,RMNY,300,,Genève Mus Ref O,1,,0
ermk5700,RMNY,301,,Budapest Nat phot. – Cluj Acad III O,1,,0
ermk5702,RMNY,302,,,0,,0
ermk5703,RMNY,303,,Budapest Nat 1,1,,0
ermk5704,RMNY,304,,Alba Iulia 2* – Budapest Acad 1 (Nemz. Múz.) 2 – Budapest Nat 1 – Budapest Univ 2 – Cluj Acad III 2 3 – Sibiu Mus 1 1 – Stockholm Reg 1 – Tîrgu Mureş 2*,11,,0
ermk5705,RMNY,305,,Budapest Acad phot. – Cluj Acad III 1,1,,0
ermk5706,RMNY,306,,"Budapest Acad phot. (Debrecen, Tîrgu Mureş) – Debrecen Ref 1 – Sibiu Arch 3* – Tîrgu Mureş 1",3,,0
ermk5707,RMNY,307,,Alba Iulia 2* – Betliar O – Bucureşti Acad 2 – Budapest Acad 1 (Lugossy József) 1 1 – Budapest Nat 1 1 2* – Budapest Ref 2 – Budapest Univ 1 – Cluj Acad II 2 – Cluj Acad III 2* 3* 3 – Cluj Univ 1 1 – Debrecen Ref 4 – Debrecen Univ 2 – Greifswald Univ 1 – Keszthely 3 – London BM 1 (Nagy István) – Miercurea Ciuc 1 – Odorhei 2* – Pécs Univ 1 – Sárospatak Ref 2 2 3 – Sibiu Arch 1 3 – Sibiu Mus 1 – Strängnäs 1 – Szeged Univ 3 – Tîrgu Mureş 1 2 2 – Zalău 1 – Zirc 2,38,"Budapest, Egyetem (expl. 2.) – Eger, érseki – Marosvásárhely, ref. coll.",3
ermk5710,RMNY,308,,,0,,0
ermk5714,RMNY,309,,Bucureşti Acad 3 – Budapest Nat phot.,1,,0
ermk5715,RMNY,310,,,0,"Fălciu, Muzeul Pr. V. Ursăcescu din Olteneşti (BRV IV pag. 15).",1
ermk5716,RMNY,311,,Budapest Acad 1,1,,0
ermk5717,RMNY,312,,Budapest Nat phot. – Cluj Acad III 1 (RMK I 78),1,,0
ermk5719,RMNY,313,,Budapest Nat 4,1,,0
ermk5720,RMNY,314,,Budapest Acad 4,1,,0
ermk5721,RMNY,315,,Budapest Nat 2,1,,0
ermk5722,RMNY,316,,,0,"Budapest, Dobrovszky Ágost (Knauz Nándor; Dézsi Suppl. 40)",1
ermk5723,RMNY,317,,Alba Iulia 2 – Braşov Civ 1 (Medgyes) – Braşov Ev 1 – Budapest Acad 1 1 1 – Budapest Nat 1 2* 2 – Budapest Univ 1 – Budapest Zsámár József O – Cluj Acad II 1 – Cluj Acad III 1 – Cluj Univ 1 2* 3 – Debrecen Univ 2 – Dolný Kubín MS 1 – Miercurea Ciuc Mus 1 – Nitra Dioec 1 – Odorhei 2 – Pannonhalma 1 – Sárospatak Ref 2 – Sibiu Arch 2 3 – Sibiu Mus 1 1 1 1 1 2 – Strängnäs 1 – Szeged Univ O – Tîrgu Mureş 1 – Zalău 1 – Zagreb Univ 1,36,"Sepsiszentgyörgy, Mus (Varga 12)",1
ermk5724,RMNY,318,,"Sárospatak, ref. coll.",1,,0
ermk5726,RMNY,319,,Budapest Nat 1,1,,0
ermk5727,RMNY,320,,Budapest Nat 1,1,,0
ermk5728,RMNY,321,,,0,,0
ermk5729,RMNY,322,,Budapest Nat 1 3,2,,0
ermk5730,RMNY,323,,Budapest Acad 2*,1,"Budapest, Kornfeld Móric (Index ms) – Tibolddaróc, Fáy",2
ermk5732,RMNY,324,,Budapest Acad phot. – Cluj Acad II 3,1,,0
ermk5733,RMNY,325,,,0,"Brassó, ev. gymn.",1
ermk5734,RMNY,326,,Budapest Nat phot. (Kornfeld Móric),0,"Budapest, Kornfeld Móric (Index ms; Marosvásárhely, Teleki) – Budapest, Nagy István (RMK I 73)",2
ermk5735,RMNY,327,,Aiud 2* – Budapest Acad 1 1 – Budapest Nat 1 3* 3* – Budapest Ref 1 – Cluj Univ 1 – London BM 3* (Nagy István) – Tîrgu Mureş 1 (Székelykeresztúr),10,"Budapest, Kornfeld Móric (Index ms; Marosvásárhely, Teleki) – Kolozsvár, unitár. coll. – Marosvásárhely, ref. coll.",3
ermk5737,RMNY,328,,Budapest Nat 2 – Debrecen Ref 2,2,,0
ermk5739,RMNY,329,,,0,,0
ermk5740,RMNY,330,Vacat!,,0,,0
ermk5741,RMNY,331,,,0,,0
ermk5743,RMNY,332,Vacat!,,0,,0
,RMNY,333,,Bratislava Acad 3* – Budapest Acad 2* 2* 4 – Budapest Nat 1 1 – Budapest Ref 3 – Budapest Univ 2* – Cluj Acad I 2 – Cluj Univ 1 – Debrecen Ref 2* – Győr Semin 4* – London BM 2 (Nagy István) – Oponice MS 1 – Sárospatak Ref 3 – Sopron Ev 1 – Wroclaw Univ 2,17,,0
ermk5745,RMNY,334,,Bratislava Acad 1 2 – Budapest Acad 1 2 (Nemz. Múz.) 2 – Budapest Acad Lingu 4 – Budapest Ev (Sopron) 2 – Budapest Nat 1 2 2 – Budapest Univ 2 – Cluj Univ 1 – Debrecen Ref 1 – Dolný Kubín MS 2* – Kecskemét Ref 3* – London BM 1 (Nagy István) – Martin MS 2 – Odorhei 2 – Sárospatak Ref 2 – Szeged Civ 3,20,"Budapest, ref. coll. – Betlér, Nádasdy",2
ermk5747,RMNY,335,,Alba Iulia 1 – Berlin Univ Inst 2* – Bratislava Acad 2 – Bratislava Capit 2 – Bratislava MS 1 2 – Budapest Acad 2 – Budapest Nat 1 1 (Szeged francisc. zárda) – Debrecen Univ 2* – Gotha Nat 1 – London BM 1 (Nagy István) – Pannonhalma 1 – Sibiu Mus 1 – Wien Nat 1,15,Pannonhalma (expl. 2–3),3
ermk5748,RMNY,336,,Braşov Orthod 2 – Budapest Nat phot. (Braşov),1,"Athos, Chilandar (BRV I 17) – Bucureşti Acad (BRV I pag. 171).",2
ermk5749,RMNY,337,,Bucureşti Acad 2 – Budapest Nat phot.,1,,0
ermk5753,RMNY,338,,,0,,0
ermk5754,RMNY,339,,Budapest Nat 1,1,,0
ermk5756,RMNY,340,,Budapest Acad 1 – Budapest Nat 1,2,,0
ermk5757,RMNY,341,,Budapest Acad 1,1,"Budapest, Nat. – Tibolddaróc, Fáy",2
ermk5758,RMNY,342,,Budapest Acad 1 – Budapest Nat 1,2,,0
ermk5759,RMNY,343,,Budapest Acad 1,1,,0
ermk5760,RMNY,344,,Budapest Acad 1,1,,0
ermk5761,RMNY,345,,Budapest Nat 1,1,,0
ermk5762,RMNY,346,,Budapest Acad 1 1 3* – Budapest Nat 1 2* – Cluj Acad II 1 – Cluj Univ 3* – London BM 1 (Nagy István) – Sárospatak Ref 1,9,"Budapest, Nat. (expl. 2, 3) – Debrecen, ref. coll. (expl. 1, 2) – Kolozsvár, Erd. Muz. (expl. 2) – Nagykőrös, ref. lyc.",6
ermk5763,RMNY,347,,Budapest Acad 1 1 – Budapest Nat 1 1 3 – Budapest Univ 4* – Cluj Acad II 1 – Cluj Univ 1 – Debrecen Ref 1 – Debrecen Univ 3 – London BM 1 (Nagy István) – Sárospatak Ref 1,12,"Budapest, Nat. (expl. 2) – Debrecen, ref. coll. (expl. 2) – Nagykőrös, ref. lyc.",3
ermk5764,RMNY,348,,Budapest Acad 2 – Budapest Nat 1,2,,0
ermk5765,RMNY,349,,Budapest Acad 1,1,,0
ermk5766,RMNY,350,,Budapest Acad 3 – Budapest Nat 1,2,"Tibolddaróc, Fáy Alajos",1
,RMNY,351,,Alba Iulia 4 – Budapest Acad 2 3 4 4 4 – Budapest Civ 4 – Budapest Nat 1 2 4 – Budapest Ref 1 – Budapest Univ 4 – Cluj Acad III 3 4 – Cluj Univ 1 – Debrecen Ref 4 – London BM 4 – Tírgu Mureş 2 3,19,,0
ermk5769,RMNY,352,,Budapest Acad 1,1,,0
,RMNY,353,,Budapest Nat 2* 3 (RMK I 355; Nagy István) + phot. (Prešov) – Prešov Scient 3*,3,,0
ermk5771,RMNY,354,,Budapest Acad 3 (A var.) – Budapest Nat 1 (A var.) 2 (B var.) – Budapest Univ 1 (A var.) – Praha Univ 4 – Zagreb Univ 2* (B var.),6,,0
ermk5772,RMNY,355,,Budapest Acad 1 2* 4* – Budapest Nat 1 2* 2* (Nagy István) – Budapest Ref 2 – Budapest Univ 1 – Cluj Univ 2* – Debrecen Ref 1 – Martin MS 2* – Oponice MS 1 – Pápa Ref 3 – Sárospatak Ref 1 – Radvaň Arch O,15,"Privigye, kegyes r. ház.",1
ermk5774,RMNY,356,,Braşov Orthod 2 – Bucureşti Acad 2 2 2 – Budapest Nat phot. (Braşov) – Leningrad Nat 2,5,"Athos, Chilandar (BRV I 18)",1
ermk5775,RMNY,357,,Budapest Nat 4,1,,0
ermk5776,RMNY,358,,"Budapest Acad 2 (Debrecen ref. coll.) – Budapest Nat 2 4* – Debrecen Ref 1 – Debrecen Univ 2* (Szilágyi István) – Csíki Székely Múzeum, Csíksomlyói Ferences Gyűjtemény 1",6,"Budapest, Kornfeld Móric (Index ms; Marosváráshely, Teleki)",1
ermk5777,RMNY,359,,Budapest Nat 2*,1,,0
ermk5779,RMNY,360,,Alba Iulia 2 – Braşov Ev 2 – Bratislava MS 3 – Budapest Acad 1 2 2 2 – Budapest Acad Lingu 4 – Budapest Ev 2 – Budapest Nat 1 1 1 2 3 – Budapest Piar 3 – Budapest Ref 2 2 – Budapest Univ 3 – Budapest Zsámár József 2 – Cluj Acad II 2 (Szászváros) – Cluj Theol Ref 3 – Cluj Univ 2* 2 – Debrecen Ref 1 – Debrecen Univ 2 – Kalocsa Dioec 2 – Keszthely 2 – London BM 2 (Nagy István) – München Nat 1 – Oponice MS 2* – Pannonhalma 2 – Pécs Univ 2 – Sárospatak Ref 2* – Sibiu Mus 2 – Tîrgu Mureş 1 2 2 – Zagreb Univ 2 – Zalău 2,39,"Kiskunhalas, ref. gymn. – Nagykőrös, ref. lyc. – Sepsiszentgyörgy, Mus (Varga 13) – Szászváros, ref. gymn. – Székelyudvarhely, ref. coll.",5
ermk5780,RMNY,361,,,0,,0
ermk5781,RMNY,362,,Bratislava Civ 1 – Bratislava Pedag 2 – Bucureşti Acad 3* – Budapest Acad 3 – Budapest Nat 1 2 – Budapest Ref 2 – Budapest Univ 2 – Cluj Univ 4 – Debrecen Ref 2 – Martin MS 2 – Nitra Agr 1 – Nové Mesto nad Váhom Mus 1 – Oponice MS 1 – Sárospatak Ref 2 – Spišská Nová Ves Ev 2 – Szeged Univ Lit O,17,,0
ermk5782,RMNY,363,,Budapest Nat phot. (partim) – Sighişoara 3* 4*,2,,0
ermk5783,RMNY,364,,Budapest Acad 4 (13 expl.) – Budapest Nat phot. partim (Sighişoara) – Sighişoara 3* 3* 4* (6 expl.) 4 4,6,,0
ermk5784,RMNY,365,,,0,,0
ermk5785,RMNY,366,,Bucureşti Acad 3 4 – Budapest Nat phot.,2,,0
ermk5786,RMNY,367,,Budapest Nat 3* – Tîrgu Mureş 3,2,"Tibolddaróc, Fáy",1
ermk5789,RMNY,368,,Budapest Acad 1 – Budapest Nat 2 4 – Cluj Univ 1,4,"Budapest, Kornfeld Móric (Index ms; Marosvásáhely, Teleki) – Tibolddaróc, Fáy",2
ermk5790,RMNY,369,,Budapest Nat phot. – Sibiu Ev 1,1,,0
ermk5791,RMNY,370,,Sighişoara 4,1,,0
ermk5792,RMNY,371,,Budapest Nat 4,1,,0
ermk5794,RMNY,372,,,0,,0
ermk5795,RMNY,373,,Bratislava MS 2* – Budapest Nat phot.,1,,0
ermk5796,RMNY,374,,"Alba Iulia 1 – Bratislava Acad 2* – Budapest Acad 1 1 3* – Budapest Nat 1 1 – Budapest Ref 2* – Budapest Univ 1 – Cluj Univ 2 – Debrecen Univ 1 – Gyöngyös 1 1 1 1 1 2 – Győr Semin 1 – Jasov MS 2 (Marosvásárhely, franc. zárda) – Kalocsa Dioec 1 – Kecskemét Arch 4 – Keszthely 1 – Košice Dioec 2 – Odorhei 4 – Pécs Univ 2 – Praha Mus 1 – Sárospatak Ref 2 – Szeged Civ 2 – Szeged Univ 2",29,"Esztergom, Simor (Catalogus Bibliothecae Joannis Cardinalis Simor. Strigonii 1887, I 1358) – Marosvásárhely, plébánia – Miskolc, minorita rend – Szatmárnémeti, püspökség",4
ermk5797,RMNY,375,,,0,,0
ermk5800,RMNY,376,,Bucureşti Acad 2 2 – Budapest Nat phot. (partim),2,,0
ermk5801,RMNY,377,,Braşov Orthod 2 – Budapest Nat phot. (Braşov) – Praha Mus 2,2,"Athos, Chilandar (BRV I 20)",1
ermk5802,RMNY,378,,Budapest Nat 2*,1,,0
ermk5804,RMNY,379,,,0,,0
ermk5806,RMNY,380,,Budapest Nat phot. – Tîrgu Mureş 1,1,,0
ermk5807,RMNY,381,,Budapest Nat 3*,1,,0
ermk5808,RMNY,382,,,0,,0
ermk5809,RMNY,383,,Budapest Acad 3*,1,,0
ermk5810,RMNY,384,,Budapest Nat 1 – Cluj Univ 2* – London BM 2* (Nagy István),3,"Szatmárnémeti, Schlauch Lőrinc",1
ermk5811,RMNY,385,,Budapest Acad 1 – Budapest Nat 1 – Tîrgu Mureş 3*,3,"Tibolddaróc, Fáy Alajos",1
ermk5812,RMNY,386,,Budapest Acad 2 – Budapest Nat 2,2,"Budapest, Kornfeld Móric (Index ms; Schlauch Lőrinc)",1
ermk5813,RMNY,387,,Budapest Acad 3* – Budapest Nat 2* – Cluj Univ 1,3,"Szatmárnémeti, Schlauch Lőrinc",1
ermk5814,RMNY,388,,"Budapest Acad 3 (Nemz. Múz., Jankovich) – Budapest Nat 2* 4",3,"Tibolddaróc, Fáy Alajos",1
