01Sorszám_RMNY,01Sorszám_RMNY-S,cities,olimCities
1821,,Budapest=1,
1822,,"Alba Iulia=1, Budapest=1",
1823,,"Budapest=1, Târgu Mureş=1",
1824,,"Budapest=4, Cluj-Napoca=2, Sighişoara=1",
1825,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Martin=1, Sárospatak=1, Szeged=1, Târgu Mureş=1",
1826,,"Braşov=1, Budapest=3, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Târgu Mureş=1",
1827,,"Berlin=1, Budapest=2, Cluj-Napoca=2, Debrecen=2, London=1, Oxford=1, Târgu Mureş=1",
1828,,Cluj-Napoca=1,
1829,,"Târgu Mureş=1",
1830,,Budapest=1,
1831,,,
1832,,Berlin=1,
1833,,Budapest=1,
1834,,,
1835,,"Budapest=1, Prešov=1",Appony
1836,,"Braşov=2, Budapest=2, Cluj-Napoca=1, Halle=2, Kežmarok=1, Košice=1, Levoča=1, Sighişoara=1, Sibiu=2",
1837,,Levoča=1,
1838,,Martin=1,
1839,,Martin=1,
1840,,Budapest=1,
1841,,"Budapest=4, Cluj-Napoca=2, Gyöngyös=1, Košice=1, Sárospatak=1, Užgorod=1",
1842,,Pannonhalma=1,
1843,,Zagreb=2,
1844,,,
1845,,Budapest=1,
1846,,Budapest=1,
1847,,Cluj-Napoca=1,
1848,,Budapest=1,
1849,,"Bratislava=1, Budapest=3, Cluj-Napoca=1, Debrecen=1, Martin=1, Pécs=1, Sárospatak=1, Szeged=1",
1850,,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Firenze=1, London=1, Martin=1, Sárospatak=1, Szeged=1",
1851,,Linz=1,
1852,,"Bratislava=1, Budapest=1, Dresden=1, Esztergom=1",Sárospatak
1853,,Sibiu=2,
1854,,,
1855,,"Budapest=2, Martin=1",
1856,,"Budapest=2, Martin=1",
1857,,"Bratislava=3, Budapest=2",
1858,,"Bratislava=1, Budapest=2",Losonc
1859,,Budapest=1,
1860,,Budapest=1,
1861,,Budapest=1,
1862,,"Berlin=1, Budapest=4",
1863,,"Bratislava=1, Budapest=3, Cluj-Napoca=1, Debrecen=2, Sárospatak=1, Sibiu=1, Szeged=1, Târgu Mureş=1",
1864,,Budapest=1,
1865,,,
1866,,,
1867,,"Budapest=3, Cluj-Napoca=2, Esztergom=1, Košice=1, Pannonhalma=1, Sárospatak=1, Târgu Mureş=1",
1868,,"Budapest=2, Dolný Kubín=1, Sibiu=1",
1869,,"Banská Bystrica=1, Budapest=2",
1870,,"Budapest=2, Cluj-Napoca=1",
1871,,"Budapest=5, Cluj-Napoca=1, Győr=1, London=1, Wolfenbüttel=1","Segesvár, Budapest"
1872,,,
1873,,"Budapest=5, Cluj-Napoca=1, Debrecen=1, Eger=1, Szeged=2",
1874,,"Budapest=1, Cluj-Napoca=1",
1875,,"Budapest=5, Debrecen=1, Pápa=1, Sárospatak=1, Szeged=1, Târgu Mureş=1","Nagykőrös, Rozsnyó, Máramarossziget"
1876,,Cluj-Napoca=1,Kassa
1877,,"Budapest=3, Cluj-Napoca=1, Debrecen=1, Göttingen=1, Prešov=1, Sárospatak=1, Sibiu=1, Târgu Mureş=1",
1878,,"Budapest=2, Cluj-Napoca=1, Sighişoara=1",Kolozsvár
1879,,"Budapest=1, Cluj-Napoca=1",
1880,,"Budapest=1, Cluj-Napoca=1, Nižnij Novgorod=1",
1881,,"Budapest=1, Cluj-Napoca=1, Sighişoara=1",
1882,,,
1883,,Budapest=1,
1884,,"Budapest=4, Cluj-Napoca=2, Debrecen=1, Kecskemét=1, Pápa=1, Târgu Mureş=1",
1885,,,
1886,,"Nižnij Novgorod=1",
1887,,,
1888,,Budapest=1,
1889,,"Budapest=1, Cluj-Napoca=1, Kraków=1, Levoča=1, Martin=2","Kalocsa, Miskolc"
1890,,"Budapest=1, Göttingen=1, Halle=1",Nagyszeben
1891,,"Braşov=1, Budapest=4, Göttingen=1, Sibiu=1",
1892,,"Budapest=2, Levoča=1, Sibiu=2",
1893,,"Budapest=2, Cluj-Napoca=1, Sárospatak=1, Târgu Mureş=1",Budapest
1894,,"Bratislava=1, Budapest:=3, Cluj-Napoca:=2, Debrecen=1, London=1, Sárospatak=1, Szeged=1",
1895,,"Budapest=4, Cluj-Napoca=2, Debrecen=2, London=1, Sárospatak=1, Târgu Mureş=1",
1896,,"Dolný Kubín=1",
1897,,"Banská Bystrica=1, Budapest=1, Kežmarok=1",Sárospatak
1898,,,Sárospatak
1899,,Halle=1,
1900,,Budapest=1,
1901,,Olomouc=1,
1902,,"Bratislava=1, Budapest=3, Cambridge=1, Cluj-Napoca=2, Sárospatak=1, Szeged=1, Târgu Mureş=1",
1903,Vacat!,,
1904,,,
1905,,Budapest=1,
1906,,"Brno=2, Budapest=3, Martin=1, Praha=1",
1907,,"Budapest=1, Prešov=1, Sopron=1",
1908,,"Bratislava=1, Kalocsa=1",Losonc
1909,,,
1910,,"Bratislava=1, Budapest=4, Cluj-Napoca=1, Halle=1, Kalocsa=1, Martin=1, Târgu Mureş=1",
1911,,"Budapest=1, Cluj-Napoca=1",
1912,,"Budapest=1, Debrecen=1",
1913,,,
1914,,"Alba Iulia=1, Budapest=3, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Târgu Mureş=1",
1915,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Pápa=1, Sárospatak=1, Târgu Mureş=1",
1916,,"Budapest=1, L'viv=1",
1917,,,
1918,,"Budapest=2, Esztergom=1, Graz=1, Zagreb=1",Pozsony
1919,,Budapest=1,
1920,,Budapest=1,
1921,,,
1922,,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Pécs=1, Sárospatak=1, Szeged=1, Târgu Mureş=1",
1923,,"Cluj-Napoca=3, Târgu Mureş=1",Szeben
1924,,"Braşov=1, Budapest=5, Cluj-Napoca=3, Sighişoara=1",
1925,,"Cluj-Napoca=1, Sibiu=1",
1926,,"Budapest=4, Cluj-Napoca=1, Sibiu=1",
1927,,"Braşov=1, Budapest=1, Cluj-Napoca=2, Martin=1, Sibiu=1, Sighişoara=1, Târgu Mureş=1",
1928,,,
1929,,"Sárospatak=1, Sibiu=1",
1930,,,
1931,,Budapest=1,
1932,,,Eperjes
1933,,,
1934,,"Budapest=1, Levoča=1, Prešov=1",
1935,,"Budapest=1, Prešov=1",
1936,,"Dolný Kubín=1",
1937,,Augsburg=1,
1938,,"Halle=1, Martin=1",
1939,,Budapest=1,Turócszentmárton
1940,,"Budapest=2, Cluj-Napoca=1, Kežmarok=1, Sárospatak=1",
1941,,"Bratislava=1, Budapest=2, Martin=1",Besztercebánya
1942,,"Budapest=1, Kežmarok=1, Sárospatak=1",
1943,,"Budapest=2, Cluj-Napoca=1, Levoča=1",
1944,,Sárospatak=1,
1945,,"Budapest=1, Nižnij Novgorod=1",
1946,,"Nižnij Novgorod=1",
1947,,Debrecen=1,
1948,,Budapest=2,
1949,,"Levoča=1, Prešov=1",
1950,,Budapest=2,
1951,,"Dolný Kubín=1, Eger=1",
1952,,Budapest=2,
1953,,Budapest=1,
1954,,Budapest=1,Lőcse
1955,,Bratislava=2,
1956,,,
1957,,"Budapest=1, Martin=1",
1958,,,
1959,,,
1960,,,
1961,,Martin=1,
1962,,"Berlin=1, Budapest=2, Kežmarok=1",
1963,,Berlin=1,
1964,,Budapest=2,
1965,,"Budapest=1, Kalocsa=1, Martin=1",Budapest
1966,,,
1967,,,
1968,,Kežmarok=1,
1969,,,
1970,,,Trencsén
1971,,,
1972,,Martin=1,
1973,,"Nižnij Novgorod=1",
1974,,Budapest=1,
1975,,"Budapest=3, Cluj-Napoca=1, Debrecen=2, Sárospatak=1, Sibiu=1, Szeged=1, Târgu Mureş=1",
1976,,Budapest=1,
1977,,,
1978,,Budapest=1,
1979,,Cluj-Napoca=2,Zágráb
1980,,Budapest=1,
1981,,Budapest=1,
1982,,"Bratislava=1, Budapest=1, Praha=1",
1983,,"Bratislava=1, Budapest=2, Praha=1",
1984,,,
1985,,,
1986,,"Bratislava=1, Budapest=3, Cluj-Napoca=1, Debrecen=2, Oxford=1, Praha=1, Sárospatak=1",
1987,,Budapest=1,
1988,,"Braşov=1, Sibiu=1",
1989,,,
1990,,Budapest=1,
1991,,Budapest=1,
1992,,"Budapest=4, Cluj-Napoca=1, Sárospatak=1",Keszthely
1993,,Cluj-Napoca=1,
1994,,"Budapest=3, Cluj-Napoca=2, Sighişoara=1",
1995,,"Budapest=2, Cluj-Napoca=1",
1996,,"Cluj-Napoca=1, Sibiu=1",
1997,,Budapest=1,
1998,,"Budapest=4, Cluj-Napoca=2, Debrecen=1, Levoča=1, Pápa=1, Sárospatak=1",
1999,,,
2000,,Cluj-Napoca=1,
2001,,,
2002,,Budapest=2,Szarvas
2003,,Budapest=1,
2004,,Budapest=2,
2005,,,
2006,,,
2007,,"Budapest=1, Cluj-Napoca=1, Halle=1",Berlin
2008,,Budapest=2,
2009,,"Budapest=1, Halle=1",
2010,,,
2011,,"Halle=2, Martin=1",
2012,,"Budapest=2, Cluj-Napoca=2, Levoča=1, Sárospatak=1","Budapest, Miskolc"
2013,,Budapest=1,
2014,,"Budapest=3, Prešov=1",
2015,,"Budapest=1, Halle=1, Prešov=1, Sárospatak=1",
2016,,"Budapest=3, Cluj-Napoca=1, Firenze=1, Szeged=1, Székesfehérvár=1",
2017,,Budapest=1,
2018,,"Brno=1, London=1, Martin=1, Wien=1",
2019,,"Budapest=2, Kraków=1, München=1, Pannonhalma=1, Praha=1, Wien=2",Alsókubin
2020,,,Lemberg
2021,,Kraków=2,
2022,,,
2023,,"Bratislava=1, Budapest=3, Cluj-Napoca=1, Martin=1, Pannonhalma=1, Sárospatak=1, Sopron=1, Szeged=1",
2024,,Budapest=1,
2025,,Sibiu=1,
2026,,,
2027,,Budapest=1,
2028,,Budapest=2,
2029,,"Banská Bystrica=1, Martin=1, Prešov=1",
2030,,Trenčín=1,
2031,,"Budapest=4, Praha=1",
2032,,,
2033,,"Budapest=1, Martin=1",
2034,,"Bratislava=2, Budapest=1",
2035,,"Banská Bystrica=1, Bratislava=1, Budapest=4, Levoča=1, Martin=1, Nitra=1",
2036,,,
2037,,Budapest=1,
2038,,"Budapest=1, Martin=1, Moszkva=1",Debrecen
2039,,"Budapest=1, Martin=1, Pannonhalma=1","Debrecen, Kolozsvár, Kolozsvár"
2040,,Sibiu=1,
2041,,Budapest=1,
2042,,"Budapest:=3, Cluj-Napoca=1, Debrecen=2, Oradea=1, Pápa=1, Sárospatak=1, Szeged=1, Târgu Mureş=1",
2043,,"Budapest=1, Pápa=1",
2044,,Budapest=2,
2045,,Budapest=2,
2046,,Budapest=1,
2047,,"Budapest=5, Eger=1, Kežmarok=1, Levoča=1, Martin=1, Wien=1",
2048,,,
2049,,"Budapest=1, Berlin=1",
2050,,Sopron=1,
2051,,"Budapest=1, Cluj-Napoca=1, Târgu Mureş=1",
2052,,"Budapest=2, Košice=1, Martin=1, Prešov=1",
2053,,Nagykálló=1,
2054,,Budapest=1,
2055,,Sibiu=1,
2056,,"Bratislava=1, Budapest=4, Pápa=1, Szeged=1, Sárospatak=1",Keszthely
2057,,"Budapest=3, Cluj-Napoca=1, Sighişoara=1",
2058,,Budapest=1,
2059,,Cluj-Napoca=2,
2060,,,
2061,,,
2062,,,
2063,,Kremnica=1,
2064,,"Budapest=1, Cluj-Napoca=1, Levoča=1, Sibiu=1, Sighişoara=1, Užhorod=1",
2065,,,
2066,,Budapest=1,
2067,,Budapest=2,
2068,,"Budapest=4, Cluj-Napoca=3, Debrecen=1, Sárospatak=1",
2069,,,Kecskemét
2070,,,Turócszentmárton
2071,,"Budapest=3, Cluj-Napoca=1, Debrecen=1, Olomouc=1, Pannonhalma=1, Prešov=1",
2072,,Kežmarok=1,
2073,,"Budapest=1, Halle=1",
2074,,Budapest=2,
2075,,"Budapest=5, Debrecen=1, London=1, Szeged=1",Sopron
2076,,,
2077,,"Cluj-Napoca=1, München=1",
2078,,Sibiu=1,
2079,,,
2080,,,
2081,,Budapest=1,
2082,,Bratislava=1,
2083,,Budapest=1,
2084,,Praha=1,
2085,,,
2086,,,
2087,,"Budapest=3, Csurgó=1, Kecskemét=1, Pápa=1",Kunszentmiklós
2088,,,
2089,,"Berlin=1, Budapest=3, Cluj-Napoca=2, Debrecen=1, Odorhei=1, Sárospatak=1",
2090,,"Budapest=2, Praha=1",
2091,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Göttingen=1, London=1, Sárospatak=1, Szeged=1, Târgu Mureş=1",
2092,,"Budapest=4, Keszthely=1, Levoča=1, Târgu Mureş=1, Wien=1",Pécs
2093,,Kraków=1,Sepsiszentgyörgy
2094,,Budapest=1,Kolozsvár
2095,,"Budapest=6, Cluj-Napoca=1, Martin=1, Sárospatak=1, Târgu Mureş=1",Debrecen
2096,,"Budapest=3, Cluj-Napoca=2, Hajdúnánás=1, London=1, Martin=1, Târgu Mureş=1, Wien=1",
2097,,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Hajdúnánás=1, London=1, Martin=1, Târgu Mureş=1, Wien=1",
2098,,Budapest=7,
2099,,"Bratislava=1, Budapest=3, Cluj-Napoca=1, Debrecen=2, Heidelberg=1, Paris=1, Praha=1, Sárospatak=1, Szeged=1",
2100,,"Budapest=4, Cluj-Napoca=1, Sighişoara=1",
2101,,"Cluj-Napoca=1, Târgu Mureş=1",
2102,,"Budapest=1, Cluj-Napoca=2",
2103,,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Praha=1, Sárospatak=1, Szeged=1, Târgu Mureş=1",
2104,,"Budapest=2, Cluj-Napoca=1",
2105,,"Braşov=1, Budapest=1, Cluj-Napoca=1",
2106,,Budapest=1,
2107,,,
2108,,,
2109,,,
2110,,Budapest=1,
2111,,"Budapest=1, Martin=1, Praha=1",
2112,,Budapest=1,
2113,,,
2114,,Budapest=1,
2115,,Budapest=1,
2116,,"Brno=1, Budapest=1",Pozsony
2117,,,
2118,,Martin=1,
2119,,,
2120,,Martin=1,
2121,,,
2122,,Kremnica=1,
2123,,,Cieszyn
2124,,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Sárospatak=1, Sibiu=1, Szeged=1, Târgu Mureş=2",
2125,,,
2126,,,
2127,,"Budapest=2, Cluj-Napoca=1, Sárospatak=1, Sibiu=2",Debrecen
2128,,,
2129,,,
2130,,"Budapest=3, Cluj-Napoca=1, Sárospatak=1, Târgu Mureş=1",Debrecen
2131,,Budapest=1,
2132,,"Budapest=2, Debrecen=2, Sárospatak=1, Târgu Mureş=1",
2133,,"Budapest=3, Cambridge=1, Cluj-Napoca=1, Debrecen=2, Göttingen=1, London=1, Szeged=1",
2134,,,
2135,,,
2136,,"Budapest=2, Pannonhalma=1",
2137,,,Brassó
2138,,"Budapest=2, Cluj-Napoca=2, Sighişoara=1",
2139,,Mediaş=1,
2140,,Cluj-Napoca=1,
2141,,"Berlin=1, Budapest=3, Cluj-Napoca=1, Debrecen=1, Sárospatak=1, Sibiu=1, Székesfehérvár=1, Târgu Mureş=1",
2142,,,
2143,,Cluj-Napoca=1,
2144,,Cluj-Napoca=1,
2145,,,
2146,,"Budapest=1, Weimar=1",
2147,,"Bratislava=1, Budapest=3, Liptovský Mikuláš=1, Miskolc=1, Prešov=2, Szeged=1",Besztercebánya
2148,,,
2149,,Sibiu=1,
2150,,"Budapest=1, Sibiu=1",
2151,,,
2152,,Praha=1,
2153,,,
2154,,"Budapest=1, Wien=1",
2155,,Budapest=2,
2156,,Budapest=1,
2157,,Budapest=1,
2158,,"Bratislava=1, Budapest=2, Cluj-Napoca=1, Debrecen=1, Pápa=1, Sibiu=1, Târgu Mureş=1",
2159,,,
2160,,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Sárospatak=1, Sibiu=1, Szeged=1, Târgu Mureş=1",
2161,,,
2162,,,
2163,,Sárospatak=1,
2164,,Budapest=1,
2165,,,Brassó
2166,,Leeuwarden=1,
2167,,Debrecen=1,
2168,,Budapest=2,
2169,,"Budapest=2, Cluj-Napoca=1, Sighişoara=1",
2170,,"Budapest=1, Cluj-Napoca=3, Zalau=1",Szatmárnémeti
2171,,"Bratislava=1, Budapest=3, Cluj-Napoca=2, Debrecen=2, Szeged=1, Târgu Mureş=1, Zagreb=1",
2172,,Budapest=1,
2173,,"Aiud=2, Budapest=4, Bucureşti=1, Cluj-Napoca=1, Târgu Mureş=1",
2174,,,
2175,,Budapest=1,
2176,,Budapest=1,
2177,,Levoča=1,
2178,,,
2179,,"Budapest=5, Cluj-Napoca=1, Levoča=1, Sárospatak=1",
2180,,Budapest=2,
2181,,Budapest=2,
2182,,Martin=1,
2183,,"Budapest=3, Cluj-Napoca=1, Zirc=1",
2184,,Prešov=1,
2185,,Budapest=2,
2186,,Budapest=1,
2187,,Budapest=1,
2188,,Budapest=1,
2189,,,
2190,,Martin=1,
2191,,"Budapest=2, Levoča=1, Martin=1, Prešov=1, Sopron=1",
2192,,"Budapest=2, Liptovský Mikuláš=1, Martin=1",
2193,,,
2194,,,
2195,,,
2196,,Budapest=1,
2197,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Oxford=1, Sárospatak=1, Szeged=2, Târgu Mureş=1",
2198,,,
2199,,Csurgó=1,
2200,,"Cluj-Napoca=1, Debrecen=1, Sárospatak=1, Sfântu Gheorghe=1, Târgu Mureş=1",Debrecen
2201,,"Budapest=3, Cluj-Napoca=2, Debrecen=1, London=1, Sárospatak=1, Szeged=1, Târgu-Mureş=1",
2202,,,"Esztergom, Levoča"
2203,,,
2204,,,
2205,,,
2206,,"Braşov=1, Budapest=2, Cluj-Napoca=1, Târgu Mureş=1",
2207,,Budapest=1,
2208,,"Braşov=1, Budapest=3, Cluj-Napoca=2, Debrecen=1, Sibiu=1, Sighişoara=1, Târgu Mureş=1",
2209,,"Budapest=5, Cluj-Napoca=2, Sighişoara=1",
2210,,"Braşov=1, Bucureşti=1, Budapest=3, Cluj-Napoca=2, Debrecen=1, Sibiu=1, Szeged=1",
2211,,"Praha=1, Zalau=1",
2212,,"Târgu Mureş=1, Sfântu Gheorghe=1",
2213,,,
2214,,,
2215,,,
2216,,"Budapest=2, Debrecen=1",
2217,,"Budapest=2, Debrecen=1",
2218,,,
2219,,Budapest=2,
2220,,"Budapest=1, Levoča=1",
2221,,"Budapest=2, Cluj-Napoca=1, Levoča=2",Pozsony
2222,,"Budapest=2, Martin=1, Pannonhalma=1, Regensburg=1, Sibiu=1",Nagyőr
2223,,"Banská Bystrica=1",
2224,,"Bratislava=1, Budapest=3, Cluj-Napoca=1, Prešov=1, Szarvas=1",
2225,,"Budapest=2, Dolný Kubín=1",
2226,,"Berlin=1, Budapest=3, Cluj-Napoca=2, Debrecen=2, Martin=1, Zagreb=1",
2227,,"Bratislava=1, Valašské=1",
2228,,"Banská Bystrica=1, Budapest=2",
2229,,Berlin=1,
2230,,Budapest=1,
2231,,"Budapest=3, Martin=1, Prešov=1, Sárospatak=1, Satu Mare=1, Tokaj=1, Târgu Mureş=1","Rozsnyó, Debrecen"
2232,,"Banská Bystrica=1, Budapest=3",
2233,,Berlin=1,
2234,,Budapest=1,
2235,,,
2236,,"Rajhrad=1, Wien=1",
2237,,,
2238,,"Brno=1, Budapest=3, Cluj-Napoca=1, London=1, Martin=1, Praha=1, Szeged=1, Zagreb=1",
2239,,,
2240,,,
2241,,"Halle=1, Sibiu=3",Brassó
2242,,"Bratislava=1, Budapest=1, Cluj-Napoca=1, Sibiu=3",
2243,,Budapest=1,
2244,,"Budapest=1, Liptovský Mikuláš=1",
2245,,Budapest=1,
2246,,Budapest=1,
2247,,"Budapest=3, Cluj-Napoca=1, Debrecen=2, Sárospatak=1, Szeged=2, Târgu Mureş=1",
2248,,"Budapest=3, Cluj-Napoca=1, Debrecen=2, Sárospatak=1, Szeged=2, Târgu Mureş=1",
2249,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Szeged=2, Târgu Mureş=1",
2250,,"Budapest=3, Cluj-Napoca=1, Debrecen=2, Sárospatak=1, Szeged=2, Târgu Mureş=1",
2251,,"Târgu Mureş=1",
2252,,"Budapest=2, Cluj-Napoca=1",
2253,,Budapest=1,
2254,,Budapest=1,
2255,,,
2256,,,Sárospatak
2257,,Budapest=2,
2258,,Budapest=1,
2259,,"Budapest=4, Cluj-Napoca=2",
2260,,"Aiud=1, Budapest=1, Cluj-Napoca=2, Leipzig=1, Nižnij Novgorod=1, Sibiu=1, Târgu Mureş=2",Kolozsvár
2261,,,
2262,,Budapest=2,Debrecen
2263,,Martin=1,
2264,,Budapest=1,
2265,,"Budapest=3, Martin=1, Pápa=1",Budapest
2266,,"Alba Iulia=1, Bratislava=1, Budapest=1, Martin=1, Pápa=1, Pécs=1, Sibiu=1","Esztergom, Nyitra"
2267,,"Budapest=2, Prešov=1",
2268,,Martin=1,
2269,,Cluj-Napoca=1,
2270,,Cluj-Napoca=1,
2271,,"Budapest=2, Cluj-Napoca=1, Prešov=1, Sárospatak=1",
2272,,Budapest=1,
2273,,Budapest=1,
2274,,Budapest=1,
2275,,Budapest=1,
2276,,"Budapest=2, Leipzig=1, Levoča=1, Legnica=1, Wolfenbüttel=1",
2277,,Budapest=1,
2278,,Budapest=1,
2279,,"Budapest=4, Eger=1, Halle=1, Linz=1, Praha=1, Prešov=1",Zirc
2280,,Budapest=1,
2281,,Kalocsa=1,
2282,,"Budapest=1, Milano=1",
2283,,,
2284,,,
2285,,"Braşov=1, Bratislava=1, Halle=1, Sibiu=6",
2286,,"Budapest=1, Martin=1",
2287,,"Budapest=1, Martin=1",
2288,,Budapest=1,
2289,,Budapest=1,
2290,,"Banská Bystrica=1, Buchlov=1, Budapest=4, Prešov=1",
2291,,"Budapest=3, Košice=1, Kremnica=1, Levoča=1, Pécs=1",
2292,,Budapest=1,
2293,,"Budapest=5, London=1, Martin=2, Praha=1, Trnava=1",
2294,,Budapest=1,
2295,,Martin=1,
2296,,"Budapest=2, Martin=1",
2297,,"Budapest=3, Cluj-Napoca=3, Debrecen=1, Târgu Mureş=2",
2298,,"Berlin=1, Budapest=3, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Szeged=2, Târgu Mureş=1",
2299,,,
2300,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Szeged=1, Târgu Mureş=1",
2301,,"Aiud=1, Budapest=4, Cluj-Napoca=2, Debrecen=1, Sárospatak=1, Târgu Mureş=2",
2302,,"Budapest=4, Cluj-Napoca=2, Debrecen=1, Sárospatak=1, Târgu Mureş=2",
2303,,Budapest=1,
2304,,"Aiud=1, Budapest=1, Cluj-Napoca=2, Debrecen=1, Esztergom=1, Kecskemét=1, Szeged=1",
2305,,"Budapest=3, Cambridge=1, Cluj-Napoca=2, Debrecen=1, Paris=1",
2306,,"Banská Bystrica=1, Bratislava=1, Budapest=4, Kremnica=1, Levoča=1, Miskolc=1",
2307,,"Bratislava=1, Budapest=2, Halle=1, Levoča=1, Martin=1, Miskolc=1, Szeged=1",Besztercebánya
2308,,Budapest=1,Berlin
2309,,"Budapest=2, Cluj-Napoca=2, Debrecen=1, London=1, Oxford=1, Sárospatak=1, Szeged=1, Târgu Mureş=1",
2310,,"Alba Iulia=1, Budapest=2, Cluj-Napoca=2, Debrecen=2, Košice=1, Sárospatak=1, Târgu Mureş=1",
2311,,Budapest=2,
2312,,Budapest=1,
2313,,,
2314,,"Budapest=4, Cluj-Napoca=3",
2315,,,
2316,,,
2317,,Budapest=1,
2318,,"Budapest=3, Cluj-Napoca=1",
2319,,Bratislava=1,
2320,,"Bratislava=1, Budapest=3, Debrecen=2, London=1, Martin=1, Praha=1, Sárospatak=1, Szeged=1, Zagreb=1",
2321,Vacat!,,
2322,,Budapest=1,
2323,,Levoča=1,Nagyszeben
2324,,"Budapest=4, Wrocław=1",
2325,,Budapest=1,
2326,,Budapest=1,
2327,,Sibiu=1,
2328,,Budapest=1,
2329,,Budapest=1,
2330,,"Budapest=1, Martin=1",
2331,,Prešov=1,
2332,,Budapest=1,
2333,,Budapest=3,
2334,,"Bratislava=1, Brno=1, Budapest=1, Kraków=1, Martin=1, Pannonhalma=1, Praha=1",
2335,,Martin=1,
2336,,"Budapest=1, Cluj-Napoca=1",
2337,,"Budapest=2, Martin=1",
2338,,"Budapest=2, Kraków=1, Martin=2, Pannonhalma=1",
2339,,Budapest=4,
2340,,"Budapest=3, Eger=1, Kežmarok=1, Pannonhalma=1",
2341,,"Bratislava=1, Budapest=4, Cluj-Napoca=1, Debrecen=1, Esztergom=1, Sopron=1, Szeged=1",
2342,,Budapest=1,
2343,,"Braşov=1, Budapest=3, Cluj-Napoca=1, Debrecen=1, Halle=1, Martin=1, Sibiu=1, Târgu Mureş=1",
2344,,"Budapest=3, Kremnica=1, Prešov=1",
2345,,"Bratislava=1, Martin=1",
2346,,Budapest=1,
2347,,"Bratislava=2, Budapest=2, Liptovský Mikuláš=2, Martin=2, Praha=1",
2348,,Budapest=1,
2349,,,
2350,,,
2351,,,
2352,,"Berlin=1, Budapest=4, Cluj-Napoca=1, Sárospatak=1",Budapest
2353,,"Budapest=1, Cluj-Napoca=1",
2354,,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Martin=1, Sárospatak=1, Sibiu=1, Târgu Mureş=1",
2355,,"Târgu Mureş=1",
2356,,"Budapest=1, Halle=1, Martin=1, Nižnij Novgorod=2",
2357,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Sárospatak=1, Szeged=1, Târgu Mureş=1",
2358,,"Budapest=1, London=1, Washington=1, CERL=1",
2359,,Budapest=1,
2360,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, London=1, Sárospatak=1, Szeged=1, Wien=1, Zagreb=1",
2361,,"Alba Iulia=1, Budapest=3, Cluj-Napoca=2, Debrecen=1, Levoča=1, Sárospatak=1, Sopron=1",
2362,,"Budapest=1, Debrecen=1, Sárospatak=1, Târgu Mureş=1",
2363,,Budapest=1,Budapest
2364,,"Budapest=3, Cluj-Napoca=1",
2365,,"Alba Iulia=1, Arad=1, Bucureşti=2, Budapest=2, Cluj-Napoca=1, Debrecen=1, Oradea=1, Pannonhalma=1, Sibiu=2",
2366,,"Budapest=1, Sibiu=1, Târgu Mureş=2",
2367,,Cluj-Napoca=1,
2368,,Budapest=2,
2369,,,
2370,,,
2371,,,
2372,,,
2373,,"Budapest=1, Levoča=1",Debrecen
2374,,"Berlin=1, Budapest=2",
2375,,Cluj-Napoca=1,
2376,,"Banská Bystrica=1",
2377,,,
2378,,Martin=1,
2379,,Budapest=2,
2380,,"Budapest=2, Levoča=1",
2381,,"Budapest=3, Cluj-Napoca=1, Sárospatak=1, Vác=1",
2382,,Budapest=1,Turócszentmárton
2383,,Budapest=1,
2384,,Košice=1,
2385,,Budapest=1,
2386,,Budapest=1,
2387,,,
2388,,"Budapest=1, Brno=1, Kraków=1, Rajhrad=1, Wien=1",
2389,,Budapest=1,
2390,,"Budapest=1, Cluj-Napoca=1, Gdańsk=1, Greifswald=1, Halle=1, London=1, Martin=1, Nižnij Novgorod=1, Oxford=1, Prešov=1, Strasbourg=1",Eperjes
2391,,,
2392,,Budapest=1,Debrecen
2393,,Sibiu=1,
2394,,"Budapest=3, Halle=1, Martin=1",
2395,,Budapest=2,
2396,,"Budapest=1, Trenčín=1",
2397,,Martin=1,
2398,,,
2399,,Budapest=1,
2400,,Budapest=1,
2401,,"Budapest=1, Debrecen=1, Sárospatak=1",
2402,,Budapest=1,
2403,,"Aiud=1, Budapest=3, Cluj-Napoca=2, Kecskemét=1, Oradea=1, Sibiu=1, Târgu Mureş=1",
2404,,"Budapest=3, Cluj-Napoca=2, Debrecen=2, Oradea=1, Sárospatak=1, Târgu Mureş=1",
