id,00Bibliográfia,01Sorszám_RMNY,01Sorszám_RMNY-S,cities,olimCities
ermk5796,RMNY,374,,"Alba Iulia=1, Bratislava=1, Budapest=7, Cluj=1, Debrecen=1, Gyöngyös=6, Győr=1, Jasov=1, Kalocsa=1, Kecskemét=1, Keszthely=1, Košice=1, Odorhei=1, Pécs=1, Praha=1, Sárospatak=1, Szeged=2","Esztergom, Marosvásárhely, Miskolc, Szatmárnémeti"
ermk5797,RMNY,375,,,
ermk5800,RMNY,376,,Bucureşti=2,
ermk5801,RMNY,377,,"Braşov=1, Praha=1",Hilandar
ermk5802,RMNY,378,,Budapest=1,
ermk5804,RMNY,379,,,
ermk5806,RMNY,380,,"Tîrgu Mureş=1",
ermk5807,RMNY,381,,Budapest=1,
ermk5808,RMNY,382,,,
ermk5809,RMNY,383,,Budapest=1,
ermk5810,RMNY,384,,"Budapest=1, Cluj=1, London=1",Szatmárnémeti
ermk5811,RMNY,385,,"Budapest=2, Tîrgu Mureş=1",Tibolddaróc
ermk5812,RMNY,386,,Budapest=2,Budapest
ermk5813,RMNY,387,,"Budapest=2, Cluj=1",Szatmárnémeti
ermk5814,RMNY,388,,Budapest=3,Tibolddaróc
ermk5816,RMNY,390,,"Budapest=1, Cluj=1, Tîrgu Mureş=1",Tibolddaróc
ermk5818,RMNY,391,,,
ermk5819,RMNY,392,,,
ermk5820,RMNY,393,,"Budapest=1, Debrecen=1",
ermk5821,RMNY,394,,Budapest=1,
ermk5822,RMNY,395,,"Budapest=1, Pápa=1",
ermk5824,RMNY,396,,"Budapest=1, Västerås=1",
ermk5827,RMNY,397,,,
ermk5828,RMNY,398,,,
ermk5829,RMNY,399,,"Bratislava=1, Budapest=1",
ermk5830,RMNY,400,,"Budapest=1, Sibiu=1, Tîrgu Mureş=1, Zalău=1",
ermk5831,RMNY,401,,,
ermk5832,RMNY,402,,,
ermk5833,RMNY,403,,Zagreb=1,
ermk5834,RMNY,404,,Levoča=1,
ermk5835,RMNY,405,,Levoča=1,
ermk5837,RMNY,406,,"Budapest=2, Kežmarok=1, Wien=1",
ermk5838,RMNY,407,,Budapest=1,Besztercebánya
ermk5839,RMNY,408,,"Bratislava=1, Leipzig=1, Wien=1",
ermk5841,RMNY,409,,"Bucureşti=3, Budapest=1",
ermk5842,RMNY,410,,"Braşov=1, Bucureşti=1",
ermk5843,RMNY,411,,,
ermk5845,RMNY,412,,,Máramarossziget
ermk5846,RMNY,413,,"Budapest=9, Cluj=1, Debrecen=2, Kecskemét=1, Pannonhalma=1, Sárospatak=1, Sfîntu-Gheorghe=1, Tîrgu Mureş=2","Budapest, Debrecen, Szatmárnémeti"
ermk5847,RMNY,414,,Budapest=2,
ermk5848,RMNY,415,,Budapest=1,
ermk5849,RMNY,416,,London=1,
ermk5851,RMNY,417,,"Olomouc=1, Praha=1",Wien
ermk5852,RMNY,418,,"Aiud=1, Alba Iulia=2, Bratislava=3, Budapest=10, Cluj=2, Debrecen=2, Eger=2, Gyöngyös=3, Győr=2, Kalocsa=1, Martin=1, Nitra=1, Pannonhalma=1, Pápa=1, Pécs=1, Sárospatak=1, Szeged=1, Zagreb=1","Kolozsvár, Rozsnyó"
ermk5853,RMNY,419,,,
ermk5854,RMNY,420,,,
ermk5855,RMNY,421,,Budapest=1,Budapest
ermk5856,RMNY,422,,"Budapest=3, Martin=2, Nové=1",
ermk5859,RMNY,423,,Braşov=1,
ermk5862,RMNY,424,,Budapest=1,
ermk5863,RMNY,425,,,
ermk5864,RMNY,426,,"Budapest=1, Debrecen=1, Martin=1, Pannonhalma=1, Sárospatak=1, Szeged=1",
ermk5865,RMNY,427,,,Körmend
ermk5866,RMNY,428,,"Bucureşti=2, Leningrad=2, Sofija=1",
,RMNY,429,,Cluj=2,
ermk5868,RMNY,430,,"Budapest=1, Cluj=1, Pápa=2",
ermk5871,RMNY,431,,"Budapest=1, Cluj=1, Nitra=2, Pápa=1",Pápa
ermk5872,RMNY,432,,"Bratislava=1, Budapest=2, Kecskemét=3, Keszthely=1, Martin=1",Budapest
ermk5873,RMNY,433,,Pápa=1,Budapest
ermk5874,RMNY,434,,Budapest=3,
ermk5875,RMNY,435,,"Bucureşti=1, Plovdiv=1, Sofija=2",
ermk5877,RMNY,436,,Budapest=2,
ermk5878,RMNY,437,,"Budapest=2, Cluj=1",Budapest
ermk5879,RMNY,438,,Budapest=2,Marosvásárhely
ermk5880,RMNY,439,,"Budapest=1, Debrecen=1",Marosvásárhely
ermk5882,RMNY,440,,,Budapest
ermk5885,RMNY,441,,"Budapest=1, Pannonhalma=1",
ermk5886,RMNY,442,,,
ermk5887,RMNY,443,,Cluj=1,
ermk5888,RMNY,444,,"Berlin=1, Budapest=9, Cluj=1, Debrecen=2, Győr=1, Jasov=1, Kraków=1, Olomouc=1, Pannonhalma=1, Praha=2, Szeged=1, Tîrgu Mureş=1, Warszawa=1, Wien=1, Zagreb=1",
ermk5889,RMNY,445,,Praha=1,
ermk5891,RMNY,446,,Budapest=1,
ermk5893,RMNY,447,,Sighişoara=1,Sárospatak
ermk5894,RMNY,448,,Budapest=1,
ermk5895,RMNY,449,,"Budapest=4, Cluj=1",
ermk5896,RMNY,450,,,
ermk5899,RMNY,451,,,
ermk5900,RMNY,452,,,Brassó
ermk5901,RMNY,453,,London=1,
ermk5903,RMNY,454,,"Budapest=5, Cluj=1, Debrecen=1, Sárospatak=2","Budapest, Máramarossziget, Rozsnyó, Sárospatak"
ermk5904,RMNY,455,,London=1,
ermk5906,RMNY,456,,"Bratislava=1, Brno=1, Budapest=2, Halle=1, Olomouc=1, Praha=1",
ermk5908,RMNY,457,,,
ermk5909,RMNY,458,,Budapest=1,Marosvásárhely
ermk5910,RMNY,459,,,
ermk5911,RMNY,460,,"Budapest=5, Cluj=2","Budapest, Marosvásárhely"
ermk5913,RMNY,461,,Budapest=2,Marosvásárhely
ermk5915,RMNY,462,,Budapest=3,
ermk5916,RMNY,463,,Budapest=2,Budapest
ermk5917,RMNY,464,,Budapest=1,
ermk5918,RMNY,465,,Budapest=2,Marosvásárhely
ermk5920,RMNY,466,,Cluj=1,
ermk5921,RMNY,467,,"Budapest=2, Cluj=1",
ermk5922,RMNY,468,,"Budapest=2, Cluj=1",Marosvásárhely
ermk5923,RMNY,469,,Cluj=1,
ermk5924,RMNY,470,,Budapest=2,
ermk5925,RMNY,471,,Cluj=1,
ermk5927,RMNY,472,,,
ermk5928,RMNY,473,,"Alba Iulia=1, Budapest=3, Eger=1, Esztergom=1, Kalocsa=1, London=1",Sátoraljaújhely
ermk5930,RMNY,474,,"Alba Iulia=1, Betliar=1, Bratislava=5, Budapest=13, Cluj=3, Debrecen=2, Dolný Kubín=1, Eger=2, Gyöngyös=2, Győr=1, Jasov=1, Kalocsa=1, Keszthely=1, Košice=1, London=1, Nitra=1, Olomouc=1, Pannonhalma=1, Pécs=1, Sárospatak=1, Szeged=4, Székesfehérvár=1, Wrocław=1, Zagreb=1","Kolozsvár, Kolozsvár, Marosvásárhely, Pannonhalma, Rozsnyó, Szatmárnémeti, Zágráb"
ermk5931,RMNY,475,,"Budapest=2, Cluj=1",
ermk5932,RMNY,476,,"Budapest=8, Cluj=2, Dolný Kubín=1, Gyöngyös=3, Jasov=1, Zagreb=2",
ermk5933,RMNY,477,,"Beograd=1, Bucureşti=4, Budapest=1, Cluj=1, Leningrad=1, Sibiu=3",Brassó
ermk5935,RMNY,478,,,
ermk5937,RMNY,479,,Martin=1,
ermk5939,RMNY,480,,,
ermk5940,RMNY,481,,Braşov=1,
ermk5941,RMNY,482,,"Braşov=1, Bucureşti=7, Cluj=4, Sibiu=1",
ermk5943,RMNY,483,,"Braşov=1, Cluj=2, Debrecen=1, Sibiu=1",
ermk5944,RMNY,484,,London=1,
ermk5945,RMNY,485,,London=1,
ermk5946,RMNY,486,,"Bratislava=1, Budapest=1",
ermk5947,RMNY,487,,Budapest=2,
ermk5948,RMNY,488,,"Miercurea Ciuc=1",
ermk5949,RMNY,489,,Cluj=1,
ermk5950,RMNY,490,,"Budapest=5, Cluj=1","Budapest, Marosvásárhely, Szatmárnémeti"
ermk5951,RMNY,491,,"Tîrgu Mureş=1",
ermk5952,RMNY,492,,Budapest=2,
ermk5955,RMNY,493,,"Budapest=1, Cluj=1, Debrecen=1",Budapest
ermk5956,RMNY,494,,Budapest=1,Budapest
ermk5957,RMNY,495,,,
ermk5958,RMNY,496,,"Budapest=3, Cluj=1, Gyöngyös=1",Budapest
ermk5959,RMNY,497,,"Budapest=1, London=1",
ermk5960,RMNY,498,,"Paris=1, Sibiu=1",
ermk5962,RMNY,499,,Budapest=1,
ermk5963,RMNY,500,,Budapest=2,
ermk5966,RMNY,501,,"Budapest=1, London=1",
ermk5967,RMNY,502,,Budapest=1,
ermk5968,RMNY,503,,,Körmend
ermk5969,RMNY,504,,Cluj=2,
ermk5970,RMNY,505,,,Budapest
ermk5972,RMNY,506,,Budapest=1,Sárospatak
ermk5973,RMNY,507,,London=1,
ermk5974,RMNY,508,,Budapest=1,
ermk5975,RMNY,509,,London=1,
ermk5976,RMNY,510,,Budapest=2,Budapest
ermk5977,RMNY,511,,London=1,
ermk5978,RMNY,512,,London=1,
,RMNY,513,,"Bratislava=1, Budapest=4, Nitra=1, Olomouc=1, Pápa=1, Tîrgu-Mureş=1",Budapest
ermk5983,RMNY,514,,Budapest=1,
ermk5985,RMNY,515,,,
ermk5986,RMNY,516,,"Tîrgu Mureş=1",
ermk5987,RMNY,517,,"Tîrgu Mureş=1",
ermk5989,RMNY,518,,Güssing=1,
ermk5992,RMNY,519,,"Alba Iulia=1, Bucureşti=4, Budapest=1, Cluj=1",
ermk5993,RMNY,520,,"Budapest=1, Cluj=2",
ermk5999,RMNY,521,,"Budapest=1, Sopron=1",
ermk6000,RMNY,522,,"Leningrad=1, Moskva=1, Sofija=1",Hilandar
ermk6001,RMNY,523,,"Braşov=6, Budapest=10, Cluj=2, Debrecen=1, Mediaş=1, Sibiu=11, Sighişoara=3, Tîrgu Mureş=1, Washington=1, Wien=1","Marosvásárhely, Sepsiszentgyörgy"
ermk6002,RMNY,524,,"Braşov=6, Bratislava=1, Budapest=9, Cluj=4, Debrecen=1, Mediaş=1, Sibiu=9, Sighişoara=3, Tîrgu Mureş=1",Marosvásárhely
ermk6003,RMNY,525,,"Budapest=5, Cluj=2, Debrecen=3, Hódmezővásárhely=1, Kecskemét=1, Pannonhalma=1, Pápa=1, Sárospatak=1, Szeged=1, Zalău=1","Budapest, Marosvásárhely, Sepsiszentgyörgy"
ermk6004,RMNY,526,,London=1,
ermk6005,RMNY,527,,Sighişoara=1,Kolozsvár
ermk6006,RMNY,528,,"Budapest=4, Debrecen=1, Esztergom=1, Pécs=1, Spišská Nová Ves=1","Budapest, Csíksomlyó, Eger"
ermk6007,RMNY,529,,Roma=1,
ermk6008,RMNY,530,,Trnava=3,
ermk6009,RMNY,531,,Budapest=3,Budapest
ermk6010,RMNY,532,,"Budapest=1, Güssing=1",
ermk6011,RMNY,533,,Güssing=1,
ermk6012,RMNY,534,,"Güssing=1, Rožnava=1",
ermk6013,RMNY,535,,,Körmend
ermk6014,RMNY,536,,Göttingen=1,Németújvár
ermk6015,RMNY,537,,Sopron=1,
ermk6017,RMNY,538,,"Budapest=5, Cluj=1, ’s-Gravenhage=1, Leiden=1, London=2, München=1, Székesfehérvár=1, Tîrgu Mureş=1, Washington=1, Wien=1",
ermk6021,RMNY,539,,"Budapest=7, Cluj=2, Debrecen=1, Pápa=1, Zalău=1","Budapest, Csurgó, Debrecen, Sárospatak"
ermk6022,RMNY,540,,Budapest=1,
,RMNY,541,,"Bratislava=6, Bucureşti=1, Budapest=10, Cluj=2, Debrecen=2, Esztergom=1, Martin=1, Oponice=3, Sárospatak=1, Tata=1, Tîrgu Mureş=2","Csetnek, Késmárk, Nagyenyed"
ermk6024,RMNY,542,,Budapest=1,
ermk6026,RMNY,543,,,
ermk6027,RMNY,544,,"Budapest=2, Tîrgu Mureş=3",
ermk6028,RMNY,545,,"Tîrgu Mureş=1",
ermk6029,RMNY,546,,"Budapest=4, Sibiu=2, Sighişoara=1, Tîrgu Mureş=1",Brassó
ermk6030,RMNY,547,,"Budapest=4, Wien=1","Budapest, Győr"
ermk6031,RMNY,548,,,
ermk6032,RMNY,549,,"Alba Iulia=1, Banská Bystrica=1, Banská Štiavnica=1, Betliar=1, Bratislava=4, Brno=1, Budapest=15, Cambridge/USA=1, Cluj=1, Debrecen=2, Eger=2, Esztergom=1, Göttingen=1, Göttweig=1, Gyöngyös=2, Jena=1, Keszthely=1, Klosterneuburg=1, Kraków=2, Levoča=1, Pannonhalma=1, Pápa=1, Pécs=2, Sárospatak=1, Sibiu=1, Szeged=1, Tîrgu Mureş=2, Trnava=1, Varaždin=1, Veszprém=1, Wien=2, Wrocław=1",Nyitra
ermk6033,RMNY,550,,,
ermk6035,RMNY,551,,,
ermk6036,RMNY,552,,"Bratislava=2, Budapest=5, Güssing=1, Pápa=1, Stockholm=1",Sárospatak
ermk6037,RMNY,553,,"Bratislava=2, Budapest=6, Pápa=1, Stockholm=1","Budapest, Pápa, Sárospatak"
ermk6038,RMNY,554,,"Bratislava=3, Budapest=7, Pápa=3, Stockholm=1",Sárospatak
ermk6039,RMNY,555,,"Budapest=1, Wien=1",
ermk6040,RMNY,556,,Budapest=2,Németújvár
ermk6041,RMNY,557,,Budapest=6,
ermk6043,RMNY,558,,,
ermk6044,RMNY,559,,,
ermk6045,RMNY,560,,"Budapest=1, Cambridge/USA=1, Debrecen=1, Pápa=1","London, Sárospatak"
ermk6047,RMNY,561,,,
ermk6048,RMNY,562,,"Halle=1, Martin=1, Rožnava=1",
ermk6049,RMNY,563,,"Bratislava=1, Budapest=1",
ermk6050,RMNY,564,,,
ermk6051,RMNY,565,,"Alba Iulia=1, Budapest=5, Cluj=4, Kalocsa=1, Kraków=1, Poznań=1, Praha=1",
ermk6053,RMNY,566,,Olomouc=1,
ermk6054,RMNY,567,,"Budapest=1, London=1, Paris=1, Sibiu=1, Tîrgu Mureş=1",
ermk6055,RMNY,568,,,
ermk6057,RMNY,569,,"Budapest=1, Cambridge=2, Roma=1, Trenčin=1, Venezia=1",
ermk6058,RMNY,570,,,
ermk6059,RMNY,571,,Graz=1,
ermk6060,RMNY,572,,"Budapest=3, Debrecen=1, Győr=1",
ermk6061,RMNY,573,,,
ermk6062,RMNY,574,,"Bratislava=1, Kežmarok=1, Kraków=1, Levoča=1",
ermk6063,RMNY,575,,,
ermk6065,RMNY,576,,"Banská Štiavnica=1, Bratislava=2, Budapest=7, Cluj=1, Halle=1, Kežmarok=1, Kremnica=1, Prešov=1, Wrocław=1","Németújvár, Sárospatak"
ermk6066,RMNY,577,,,
ermk6068,RMNY,578,,Bucureşti=1,
ermk6069,RMNY,579,,Bucureşti=2,
ermk6070,RMNY,580,,Leningrad=1,
ermk6071,RMNY,581,,Moskva=1,
ermk6072,RMNY,582,,Cluj=1,
ermk6073,RMNY,583,,Cluj=1,
ermk6074,RMNY,584,,"Budapest=11, Cluj=3, Debrecen=3, Košice=1, Levoča=1, London=1, Sárospatak=1, Szeged=1, Tîrgu Mureş=1",
ermk6075,RMNY,585,,Budapest=2,
ermk6076,RMNY,586,,Budapest=2,
ermk6077,RMNY,587,,Budapest=1,
ermk6078,RMNY,588,,"Budapest=2, Cambridge=1, Cluj=1, Madrid=1, Paris=1, Pécs=1, Venezia=1",
ermk6080,RMNY,589,,Budapest=1,
ermk6082,RMNY,590,,"Budapest=2, Levoča=2",
ermk6083,RMNY,591,,Budapest=1,
ermk6084,RMNY,592,,,
ermk6085,RMNY,593,,Budapest=1,
ermk6086,RMNY,594,,Budapest=1,
ermk6087,RMNY,595,,"Budapest=2, Debrecen=1",
ermk6088,RMNY,596,,Cluj=1,
ermk6090,RMNY,597,,,
ermk6092,RMNY,598,,Budapest=1,
ermk6093,RMNY,599,,"Graz=1, München=1, Olomouc=1",
ermk6094,RMNY,600,,,
ermk6095,RMNY,601,Vacat!,,
ermk6097,RMNY,602,,Budapest=1,
ermk6098,RMNY,603,,Budapest=1,
ermk6099,RMNY,604,,Budapest=3,
ermk6100,RMNY,605,,,
ermk6101,RMNY,606,,"Bucureşti=1, Cluj=1",
ermk6102,RMNY,607,,Budapest=1,
ermk6103,RMNY,608,,Budapest=2,
ermk6104,RMNY,609,,"Budapest=10, Cluj=2, Debrecen=2, Esztergom=1, Pápa=1, Sárospatak=1, Szeged=1, Tîrgu Mureş=1",
ermk6105,RMNY,610,,Debrecen=1,
ermk6107,RMNY,612,,Cluj=1,
ermk6109,RMNY,613,,,Budapest
ermk6110,RMNY,614,,Budapest=3,
ermk6111,RMNY,615,,Budapest=2,Debrecen
ermk6112,RMNY,616,,"Budapest=1, Montbrison=1, Paris=1, Płock=1",
ermk6113,RMNY,617,,Budapest=2,
ermk6114,RMNY,618,,"Budapest=1, Sopron=1",
ermk6115,RMNY,619,,Tranava=3,
ermk6116,RMNY,620,,"Alba Iulia=1, Betliar=1, Budapest=8, Cluj=4, Debrecen=1, Eger=1, Esztergom=1, Gyöngyös=2, Győr=1, Kalocsa=1, Pannonhalma=1, Pécs=1, Sárospatak=1, Szeged=1, Székesfehérvár=1, Zagreb=1","Kolozsvár, Szombathely"
ermk6119,RMNY,621,,,
ermk6120,RMNY,622,,Levoča=1,
ermk6122,RMNY,623,,"Budapest=3, Cluj=1",Sárospatak
ermk6123,RMNY,624,,Cluj=1,
ermk6124,RMNY,625,,"Budapest=1, Cluj=1",Budapest
ermk6125,RMNY,626,,"Budapest=1, Cluj=2",Szászváros
ermk6126,RMNY,627,,Cluj=2,
ermk6127,RMNY,628,,Budapest=1,
ermk6128,RMNY,629,,Budapest=1,
ermk6129,RMNY,630,,"Budapest=2, Olomouc=1",
ermk6130,RMNY,631,,,
ermk6131,RMNY,632,,"Aiud=1, Alba Iulia=1, Bratislava=4, Brno=1, Budapest=10, Cluj=4, Debrecen=2, Dolný Kubín=1, Eger=1, Esztergom=1, Gyöngyös=2, Kalocsa=1, Košice=1, Martin=1, Nové=1, Pannonhalma=1, Pécs=1, Sárospatak=1, Szeged=2, Székesfehérvár=1, Veszprém=1, Zagreb=1","Kolozsvár, Malacky, Szepesváralja, Szombathely"
ermk6132,RMNY,633,,"Alba Iulia=1, Bratislava=4, Brno=1, Budapest=9, Cluj=3, Debrecen=2, Dolný Kubín=1, Esztergom=1, Gyöngyös=5, Kalocsa=1, Martin=1, Pécs=1, Sárospatak=1, Szécsény=2, Szeged=2, Székesfehérvár=1, Veszprém=1","Kolozsvár, Szeged"
ermk6133,RMNY,634,,"Sibiu=1, Wien=1",
ermk6134,RMNY,635,,Budapest=2,
ermk6135,RMNY,636,,,Sárospatak
ermk6136,RMNY,637,,"Bratislava=1, Budapest=4",Sárospatak
ermk6137,RMNY,638,,"Alba Iulia=1, Bratislava=1, Bucureşti=1, Budapest=8, Cluj=1, Debrecen=2, Göttingen=1, Győr=1, Jasov=1, Kalocsa=1, Košice=1, Kraków=3, Leiden=1, London=1, München=1, Pannonhalma=1, Płock=1, Poznań=2, Praha=2, Szeged=1, Tîrgu Mureş=1, Warszawa=3, Wrocław=2, Zirc=1",
ermk6138,RMNY,639,,Debrecen=1,
,RMNY,640,,Cluj=1,
ermk6141,RMNY,641,,Cluj=1,
ermk6142,RMNY,642,,Kežmarok=1,
ermk6143,RMNY,643,,,
ermk6144,RMNY,644,,Cluj=1,
ermk6145,RMNY,645,,Budapest=1,
ermk6146,RMNY,646,,Budapest=4,
ermk6147,RMNY,647,,Budapest=1,
ermk6148,RMNY,648,,Budapest=2,
ermk6149,RMNY,649,,Pannonhalma=1,Körmend
ermk6150,RMNY,650,,,
ermk6151,RMNY,651,,,
,RMNY,652,,"Alba Iulia=2, Bratislava=4, Budapest=13, Cluj=10, Debrecen=2, Jasov=1, Kalocsa=1, Kecskemét=1, København=1, Košice=1, Olomouc=1, Oponice=4, Prešov=1, Rožnava=1, Sabinov=1, Sárospatak=3, Szeged=1, Tîrgu Mureş=2, Topoľčianky=1, Vizsoly=1, Wien=1","Debrecen, Máramarossziget, Miskolc, Sopron"
ermk6153,RMNY,653,,"Bratislava=1, Budapest=2",
ermk6155,RMNY,654,,"Budapest=1, Kežmarok=1",
ermk6156,RMNY,655,,"Budapest=1, Kežmarok=1",Sárospatak
ermk6157,RMNY,656,,"Budapest=1, Kežmarok=1",
ermk6158,RMNY,657,,"Budapest=1, Debrecen=2, Sárospatak=1, Tîrgu Mureş=1",
ermk6159,RMNY,658,,"Budapest=1, Kežmarok=1",
ermk6160,RMNY,659,,Kežmarok=1,
ermk6161,RMNY,660,,Budapest=1,
ermk6162,RMNY,661,,"Budapest=2, Cluj=1",Szatmárnémeti
ermk6163,RMNY,662,,Budapest=3,
ermk6164,RMNY,663,,Budapest=1,
ermk6165,RMNY,664,,Budapest=2,
ermk6167,RMNY,665,,"Aiud=1, Budapest=3, Cluj=3, Olomouc=1, Sárospatak=1","Kunszentmiklós, Marosvásárhely, Sepsiszentgyörgy"
ermk6168,RMNY,666,,Budapest=1,
ermk6169,RMNY,667,,,
ermk6170,RMNY,668,,Budapest=1,
ermk6171,RMNY,669,,,
ermk6173,RMNY,670,,"Budapest=3, Tîrgu Mureş=1","Budapest, Szombathely, Zágráb"
ermk6174,RMNY,671,,"Budapest=6, Cluj=1, Esztergom=1, Olomouc=1, Pannonhalma=1",Szombathely
ermk6175,RMNY,672,,"Budapest=1, London=2",
ermk6176,RMNY,673,,"Tîrgu Mureş=1",
ermk6177,RMNY,674,,"Tîrgu Mureş=1",
ermk6178,RMNY,675,,Sibiu=2,
ermk6179,RMNY,676,,Budapest=2,Sárospatak
ermk6181,RMNY,677,,"Bratislava=1, Budapest=5, Dolný Kubín=1, Halle=2, Kežmarok=2","Esztergom, Sárospatak"
ermk6185,RMNY,678,,"Budapest=1, Kežmarok=1",
ermk6186,RMNY,679,,Budapest=1,
ermk6188,RMNY,680,,Budapest=1,Budapest
ermk6189,RMNY,681,,Cluj=1,
ermk6191,RMNY,682,,,
ermk6192,RMNY,683,,Budapest=2,Budapest
ermk6193,RMNY,684,,Budapest=1,
ermk6194,RMNY,685,,Budapest=1,Budapest
ermk6195,RMNY,686,,"Budapest=3, Cluj=1, Tîrgu Mureş=1",
ermk6196,RMNY,687,,"Budapest=3, Cluj=1, Debrecen=1",
ermk6197,RMNY,688,,,
ermk6198,RMNY,689,,,
ermk6199,RMNY,690,,"Budapest=1, Cluj=1",Budapest
ermk6201,RMNY,691,,Budapest=1,
ermk6202,RMNY,692,,Cluj=1,
ermk6203,RMNY,693,,Budapest=1,
ermk6204,RMNY,694,,,
ermk6205,RMNY,695,,,
ermk6206,RMNY,696,,,
ermk6207,RMNY,697,,,
ermk6208,RMNY,698,,,Budapest
ermk6209,RMNY,699,,Budapest=1,
ermk6210,RMNY,700,,,
ermk6211,RMNY,701,,,Körmend
ermk6212,RMNY,702,,,
ermk6213,RMNY,703,,,
ermk6214,RMNY,704,,Budapest=1,
ermk6215,RMNY,705,,"Budapest=1, Debrecen=1, London=1, Sárospatak=1",
ermk6216,RMNY,706,,"Tîrgu Mureş=1",
ermk6217,RMNY,707,,"Tîrgu Mureş=1",
ermk6218,RMNY,708,,"Tîrgu Mureş=1",
ermk6220,RMNY,709,,"Budapest=4, Halle=1",Esztergom
ermk6221,RMNY,710,,"Bratislava=1, Budapest=2, Halle=1, Kežmarok=1","Budapest, Sárospatak"
ermk6222,RMNY,711,,"Bratislava=1, Budapest=4, Cluj=1, Halle=2, Kežmarok=2",
ermk6223,RMNY,712,,Praha=1,
,RMNY,713,,"Budapest=2, Sárospatak=1",Alsósebes
ermk6225,RMNY,714,,Kežmarok=1,
ermk6226,RMNY,715,,"Banská Štiavnica=1, Budapest=4, Halle=1, Prešov=1, Sárospatak=1",
ermk6228,RMNY,716,,Debrecen=1,
ermk6229,RMNY,717,,,Budapest
ermk6230,RMNY,718,,"Budapest=2, Cluj=1",
ermk6232,RMNY,719,,"Agnita=1, Aiud=2, Alba Iulia=1, Braşov=1, Bratislava=1, Budapest=10, Cluj=4, Debrecen=2, Dolný Kubín=1, Eger=1, Keszthely=1, Kežmarok=2, Levoča=2, Odorhei=1, Pannonhalma=1, Prešov=1, Sárospatak=1, Sibiu=3, Tîrgu Mureş=4, Zagreb=1, Zirc=1","Arad, Késmárk, Sepsiszentgyörgy"
ermk6233,RMNY,720,,,
ermk6234,RMNY,721,,,"Brassó, Budapest"
ermk6235,RMNY,722,,Budapest=1,
ermk6236,RMNY,723,,,
ermk6237,RMNY,724,,"Tîrgu Mureş=1",
ermk6238,RMNY,725,,,
ermk6239,RMNY,726,,"Bratislava=1, Budapest=3, Cluj=1, Gyöngyös=1, Pannonhalma=1, Wien=1",Németújvár
ermk6240,RMNY,727,,,Budapest
ermk6241,RMNY,728,,"Sárospatak,=1",
ermk6242,RMNY,729,,Budapest=2,"Budapest, Sárospatak"
ermk6243,RMNY,730,,Budapest=1,Leipzig
ermk6244,RMNY,731,,"Budapest=2, Cluj=2, Zagreb=1",Kolozsvár
ermk6245,RMNY,732,,"Alba Iulia=1, Bratislava=1, Budapest=1",
ermk6246,RMNY,733,,"Budapest=1, Székesfehérvár=1","Budapest, Sárospatak"
ermk6247,RMNY,734,,"Tîrgu Mureş=1",
ermk6249,RMNY,735,,"Graz=1, Ljubljana=1",
ermk6250,RMNY,736,,"Graz=1, Ljubljana=1",
ermk6251,RMNY,737,,Graz=1,
ermk6252,RMNY,738,,"Budapest=3, Cluj=1, Debrecen=1, Sárospatak=1",
ermk6253,RMNY,739,,Kremnica=1,
ermk6256,RMNY,740,,Braşov=1,
ermk6257,RMNY,741,,Budapest=2,
ermk6258,RMNY,742,,,
ermk6259,RMNY,743,,"Budapest=1, Tîrgu Mureş=1",
ermk6260,RMNY,744,,,
ermk6261,RMNY,745,,"Budapest=3, Cambridge,=1, Madrid=1, Napoli=1, Oxford=1, Prešov=1",
ermk6262,RMNY,746,,,
ermk6263,RMNY,747,,,
ermk6264,RMNY,748,,,
ermk6265,RMNY,749,,Trnava=3,
ermk6267,RMNY,750,,Berlin=1,
ermk6268,RMNY,751,,,
ermk6269,RMNY,752,,Sibiu=1,
ermk6270,RMNY,753,,,
ermk6271,RMNY,754,,Sibiu=2,
ermk6272,RMNY,755,,,
ermk6274,RMNY,756,,Budapest=1,
ermk6275,RMNY,757,Vacat!,,
ermk6276,RMNY,758,,"Budapest=2, Kremnica=1",
ermk6278,RMNY,759,,Budapest=2,
ermk6279,RMNY,760,,"Budapest=5, Cluj=1, Kežmarok=1",
ermk6281,RMNY,761,,Budapest=1,
ermk6282,RMNY,762,,"Budapest=2, Sibiu=1",
ermk6283,RMNY,763,,,Pozsony
ermk6284,RMNY,764,,"Budapest=1, Bytča=1",
ermk6285,RMNY,765,,Budapest=4,
ermk6286,RMNY,766,,"Budapest=6, Cluj=1, Debrecen=2",Budapest
ermk6291,RMNY,767,,"Brno=1, Budapest=10, Cluj=3, Debrecen=1, Győr=1, Pannonhalma=1",Marosvásárhely
,RMNY,767,A,Wien=1,
ermk6293,RMNY,768,,,
ermk6294,RMNY,769,,,
ermk6295,RMNY,770,,"Budapest=3, Cluj=1, Kežmarok=1",
ermk6296,RMNY,771,,"Alba Iulia=1, Budapest=1",
ermk6297,RMNY,772,,"Bratislava=1, Budapest=2, Eger=1",
ermk6298,RMNY,773,,"Bratislava=2, Bucureşti=1, Budapest=10, Debrecen=1, Kežmarok=1, Kremnica=1, Martin=1, Nitra=1, Revúca=1, Sibiu=2, Tisovec=1",
ermk6299,RMNY,774,,"Budapest=1, Debrecen=1",
ermk6300,RMNY,775,,Debrecen=1,
ermk6301,RMNY,776,,,Sárospatak
