count
4
1
8
9
2
1
1
2
1
1
1
44
2
7
4
1
4
1
8
1
2
8
2
2
1
1
1
1
1
2
1
1
1
1
1
2
1
1
2
11
4
1
1
1
9
1
1
2
1
1
1
1
1
3
1
1
4
3
1
1
1
1
1
1
1
1
1
8
1
1
1
1
1
1
1
7
1
1
6
1
2
1
2
3
24
1
1
2
1
1
1
1
1
1
3
1
1
1
3
1
1
1
1
1
24
2
1
1
1
2
5
4
1
1
2
1
1
5
5
1
5
4
2
1
49
1
1
2
1
1
1
2
1
1
4
2
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
4
1
2
1
1
3
2
1
1
1
2
2
2
1
2
1
2
2
1
1
1
10
2
6
1
1
2
1
2
1
4
1
1
1
1
9
2
2
1
1
17
3
1
