count
10
5
3
1
3
9
6
2
2
12
16
30
3
3
10
11
1
7
5
46
2
6
2
5
4
16
13
3
7
4
2
38
71
1
1
4
1
67
1
1
1
1
1
26
1
1
1
1
1
6
63
1
1
3
13
8
6
2
1
3
1
1
71
1
3
3
1
4
7
1
2
1
58
1
1
1
1
2
5
3
2
1
1
3
1
120
102
4
4
1
2
4
5
1
1
3
2
15
66
6
3
134
5
38
1
67
60
1
3
1
1
3
1
1
4
1
2
1
4
2
1
2
3
1
3
1
3
4
1
1
4
4
5
88
1
1
5
2
1
24
2
5
5
2
2
5
6
1
1
6
6
1
2
27
4
9
8
8
3
3
1
9
1
9
6
1
1
2
4
4
34
1
1
2
2
1
1
1
1
2
4
6
1
1
1
1
2
1
1
4
36
1
1
1
5
1
1
1
1
1
1
1
1
1
1
2
2
1
1
1
2
3
1
4
5
1
1
1
1
2
5
7
1
1
1
7
4
30
1
2
2
5
6
1
32
3
8
1
1
1
5
2
1
1
1
7
2
2
2
11
3
1
1
1
1
7
1
4
10
1
1
8
5
5
1
1
11
1
8
2
1
3
5
5
1
1
17
7
1
1
3
