data,method,estimation,richness,min,max
heltai,increased,chao1,893.99,821.01,961.73
heltai,increased,ichao1,945.87,883.88,1008.90
heltai,increased,ace,924.68,903.70,958.05
heltai,increased,jackknife,1035.00,959.24,1110.76
heltai,increased,egghe_proot,981.67,889.44,1061.53
