data,method,estimation,richness,min,max
s1,plus_minimal,chao1,1285.31,1168.32,1384.32
s1,plus_minimal,ichao1,1394.83,1329.95,1441.31
s1,plus_minimal,ace,1225.40,1143.84,1354.00
s1,plus_minimal,jackknife,1674.00,1456.10,1891.90
s1,plus_minimal,egghe_proot,1507.25,1383.19,1632.31
