RMNYStat-CopyID,RMNYStat-Copy-Jel,RMNYStat-Copy-Sorszám,RMNYStat-PéldányLeírás-Típus,RMNYStat-Példány-Típus,RMNYStat-ID,RMNYStat-C-Lelőhely,RMNYStat-C-Gyűjtemény,RMNYStat-C-Teljesség,RMNYStat-C-Címlap,RMNYStat-C-Variáns,RMNYStat-C-Prov,RMNY-C-Megjegyzés,RMNYStat-C-Megjegyzés,RMNY-C-Megjegyzés2,
RMNY-C-6671,,6671,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6672,,6672,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6673,,6673,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6674,,6674,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6675,,6675,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6676,,6676,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6677,,6677,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6678,,6678,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6679,,6679,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6680,,6680,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6681,,6681,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6682,,6682,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6683,,6683,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6684,,6684,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6685,,6685,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6686,,6686,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6687,,6687,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6688,,6688,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6689,,6689,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6690,,6690,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6691,,6691,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6692,,6692,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6693,,6693,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6694,,6694,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6695,,6695,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6696,,6696,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6697,,6697,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6698,,6698,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6699,,6699,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6700,,6700,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6701,,6701,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6702,,6702,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6703,,6703,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6704,,6704,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6705,,6705,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6706,,6706,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6707,,6707,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6708,,6708,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6709,,6709,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6710,,6710,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6711,,6711,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6712,,6712,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6713,,6713,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6714,,6714,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6715,,6715,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6716,,6716,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6717,,6717,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6718,,6718,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6719,,6719,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6720,,6720,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6721,,6721,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6722,,6722,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6723,,6723,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6724,,6724,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6725,,6725,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6726,,6726,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6727,,6727,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6728,,6728,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6729,,6729,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6730,,6730,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6731,,6731,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6732,,6732,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6733,,6733,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6734,,6734,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6735,,6735,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6736,,6736,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6737,,6737,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6738,,6738,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6739,,6739,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6740,,6740,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6741,,6741,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6742,,6742,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6743,,6743,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6744,,6744,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6745,,6745,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6746,,6746,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6747,,6747,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6748,,6748,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6749,,6749,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6750,,6750,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6751,,6751,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6752,,6752,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6753,,6753,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6754,,6754,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6755,,6755,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6756,,6756,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6757,,6757,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6758,,6758,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6759,,6759,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6760,,6760,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6761,,6761,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6762,,6762,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6763,,6763,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6764,,6764,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6765,,6765,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6766,,6766,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6767,,6767,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6768,,6768,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6769,,6769,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6770,,6770,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6771,,6771,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6772,,6772,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6773,,6773,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6774,,6774,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6775,,6775,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6776,,6776,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
RMNY-C-6777,,6777,csoportos,eredeti,RMNY1352,In 82 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,195 expl.,
