RMNYStat-CopyID,RMNYStat-Copy-Jel,RMNYStat-Copy-Sorszám,RMNYStat-PéldányLeírás-Típus,RMNYStat-Példány-Típus,RMNYStat-ID,RMNYStat-C-Lelőhely,RMNYStat-C-Gyűjtemény,RMNYStat-C-Teljesség,RMNYStat-C-Címlap,RMNYStat-C-Variáns,RMNYStat-C-Prov,RMNY-C-Megjegyzés,RMNYStat-C-Megjegyzés,RMNY-C-Megjegyzés2,
RMNY-C-1,,1,egyedi,eredeti,RMNY1,Eichstätt,Nat,3,*,,,,,,
RMNY-C-2,,2,egyedi,eredeti,RMNY1,Wien,Nat,1,,,,,,,
RMNY-C-3,,3,egyedi,eredeti,RMNY2,Budapest,Nat,1,,,,,,,
RMNY-C-4,,4,egyedi,eredeti,RMNY2,Budapest,Univ,1,,,,,,,
RMNY-C-5,,5,egyedi,eredeti,RMNY2,Kraków,Czartoryski,1,,,,,,,
RMNY-C-6,,6,egyedi,eredeti,RMNY2,Leipzig,Univ,1,,,,,,,
RMNY-C-7,,7,egyedi,eredeti,RMNY2,Leningrad,Nat,1,,,,,,,
RMNY-C-8,,8,egyedi,eredeti,RMNY2,Paris,Nat,1,,,,,,,
RMNY-C-9,,9,egyedi,eredeti,RMNY2,Praha,Univ,1,,,,,,,
RMNY-C-10,,10,egyedi,eredeti,RMNY2,Princeton,Univ,1,,,,,,,
RMNY-C-11,,11,egyedi,eredeti,RMNY2,Roma,Acad,1,,,,,,,
RMNY-C-12,,12,egyedi,eredeti,RMNY2,Wien,Nat,1,,,,,,,
RMNY-C-13,,13,egyedi,eredeti,RMNY3,Berlin,Nat,1,,(A-var.),,,,,
RMNY-C-14,,14,egyedi,eredeti,RMNY3,Budapest,Univ,1,,(A-var.),,,,,
RMNY-C-15,,15,egyedi,eredeti,RMNY3,Budapest,Univ,2,*,(B-var.),,,,,
RMNY-C-16,,16,egyedi,eredeti,RMNY3,Gyöngyös,,2,,(A-var.),,,,,
RMNY-C-17,,17,egyedi,eredeti,RMNY3,Martin,Nat,1,,,(Diecézna knižnica Nitra?),,,,
RMNY-C-18,,18,,,RMNY4,,,n.p.,,,,,,,
RMNY-C-19,,19,egyedi,eredeti,RMNY5,Budapest,Univ,1,,,,,,,
RMNY-C-20,,20,egyedi,eredeti,RMNY6,Bratislava,Civ,1,,,,,,,
RMNY-C-21,,21,egyedi,eredeti,RMNY6D,Uppsala,Univ,1,,,,,,,
RMNY-C-22,,22,,eredeti,RMNY6A,Marosvásárhely,Teleki-Bolyai Könyvtár,n.a.,,,,,,,
RMNY-C-23,,23,,eredeti,RMNY6B,Marosvásárhely,Teleki-Bolyai Könyvtár,n.a.,,,,,,,
RMNY-C-24,,24,,eredeti,RMNY6C,Marosvásárhely,Teleki-Bolyai Könyvtár,n.a.,,,,,,,
RMNY-C-25,,25,egyedi,eredeti,RMNY7,Gdańsk,Acad,1,,,,,,,
RMNY-C-26,,26,egyedi,eredeti,RMNY8,Bucureşti,Acad,1,,,,,,,
RMNY-C-27,,27,egyedi,eredeti,RMNY8,Gdańsk,Acad,1,,,,,,,
RMNY-C-28,,28,egyedi,eredeti,RMNY8,Kraków,Univ,4,,,,,,,
RMNY-C-29,,29,,,RMNY9,,,n.p.,,,,,,,
RMNY-C-30,,30,,,RMNY10,,,n.p.,,,,,,,
RMNY-C-31,,31,egyedi,eredeti,RMNY11,Budapest,Nat,2,,,,,,,
RMNY-C-32,,32,egyedi,eredeti,RMNY12,Budapest,Nat,4,,,,,,,
RMNY-C-33,,33,egyedi,eredeti,RMNY12,Kraków,Arch,4,,,,,,,
RMNY-C-34,,34,egyedi,eredeti,RMNY12,Kraków,Arch,4,,,,,,,
RMNY-C-35,,35,egyedi,eredeti,RMNY12,Kraków,Arch,4,,,,,,,
RMNY-C-36,,36,egyedi,eredeti,RMNY13,Bratislava,Acad,2,,,,,,,
RMNY-C-37,,37,egyedi,eredeti,RMNY13,Budapest,Acad,2,,,,,facs. suppl.,,
RMNY-C-38,,38,egyedi,eredeti,RMNY13,Budapest,Acad,3,*,,,,facs. suppl.,,
RMNY-C-39,,39,egyedi,eredeti,RMNY13,Budapest,Nat,2,,,,,facs. suppl.,,
RMNY-C-40,,40,egyedi,eredeti,RMNY13,Budapest,Nat,2,,,,,,,
RMNY-C-41,,41,egyedi,eredeti,RMNY13,Budapest,Nat,3,,,"(Szeged, francisc.)",,,,
RMNY-C-42,,42,egyedi,eredeti,RMNY13,Budapest,Univ,1,,,,,,,
RMNY-C-43,,43,egyedi,eredeti,RMNY13,Cluj,Univ,4,*,,,,,,
RMNY-C-44,,44,egyedi,eredeti,RMNY13,London,BM,2,,,(Nagy István),,,,
RMNY-C-45,,45,egyedi,eredeti,RMNY13,Sárospatak,Ref,2,,,,,,,
RMNY-C-46,,46,egyedi,eredeti,RMNY13,Wien,Nat,1,,,,,,,
RMNY-C-47,,47,egyedi,eredeti,RMNY14,Budapest,Nat,2,*,(B-var.),phot. suppl. (Schwaz),,,,
RMNY-C-48,,48,egyedi,eredeti,RMNY14,Kraków,Univ,4,,,,,,,
RMNY-C-49,,49,egyedi,eredeti,RMNY14,Schwaz,,1,,(A-var.),,,,,
RMNY-C-50,,50,egyedi,eredeti,RMNY14,Sibiu,Mus,2,,,,,,,
RMNY-C-51,,51,egyedi,eredeti,RMNY15,Aiud,,3,,,,,,,
RMNY-C-52,,52,egyedi,eredeti,RMNY15,Budapest,Acad,2,,,,,,,
RMNY-C-53,,53,egyedi,eredeti,RMNY15,Budapest,Nat,2,,,,,,,
RMNY-C-54,,54,egyedi,eredeti,RMNY15,London,BM,3,,,(Nagy István),,,,
RMNY-C-55,,55,egyedi,eredeti,RMNY16,Bratislava,Acad,2,,,,,,,
RMNY-C-56,,56,egyedi,eredeti,RMNY16,Budapest,Acad,2,,,,,,,
RMNY-C-57,,57,egyedi,eredeti,RMNY16,Budapest,Acad,3,,,,,,,
RMNY-C-58,,58,egyedi,eredeti,RMNY16,Budapest,Nat,1,,,,,,,
RMNY-C-59,,59,egyedi,eredeti,RMNY16,Budapest,Nat,1,,,,,,,
RMNY-C-60,,60,egyedi,eredeti,RMNY16,Budapest,Univ,3,,,,,,,
RMNY-C-61,,61,egyedi,eredeti,RMNY16,Cluj,Acad II,2,,,,,,,
RMNY-C-62,,62,egyedi,eredeti,RMNY16,Cluj,Univ,2,*,,,,,,
RMNY-C-63,,63,egyedi,eredeti,RMNY16,Debrecen,Univ,3,,,,,,,
RMNY-C-64,,64,egyedi,eredeti,RMNY16,Pécs,Univ,3,,,,,,,
RMNY-C-65,,65,egyedi,eredeti,RMNY16,Wien,Nat,1,,,,,,,
RMNY-C-66,,66,egyedi,eredeti,RMNY16,Wrocław,Univ,1,,,,,,,
RMNY-C-67,,67,egyedi,eredeti,RMNY17,Budapest,Acad,1,,,,,,,
RMNY-C-68,,68,egyedi,eredeti,RMNY17,Budapest,Nat,1,,,(szathmári püspök könyvtára ← Sándor István),,,,
RMNY-C-69,,69,egyedi,eredeti,RMNY17,Wien,Nat,1,,,,,,,
RMNY-C-70,,70,egyedi,phot.,RMNY18,Budapest,Nat,phot.,,,"(Kraków, Praha)",,,,
RMNY-C-71,,71,egyedi,eredeti,RMNY18,Kraków,Univ,4,*,,,,,,
RMNY-C-72,,72,egyedi,eredeti,RMNY18,Praha,Strahov,4,,,,,,,
RMNY-C-73,,73,,,RMNY19,,,n.p.,,,,,,,
RMNY-C-74,,74,,,RMNY20,,,n.p.,,,,,,,
RMNY-C-75,,75,egyedi,eredeti,RMNY21,Bratislava,Acad,2,,,,,,,
RMNY-C-76,,76,egyedi,eredeti,RMNY21,Budapest,Acad,2,*,,,,,,
RMNY-C-77,,77,egyedi,eredeti,RMNY21,Budapest,Nat,1,,,,,,,
RMNY-C-78,,78,egyedi,eredeti,RMNY21,Budapest,Nat,1,,,,,,,
RMNY-C-79,,79,egyedi,eredeti,RMNY21,Cluj,Univ,2,*,,,,,,
RMNY-C-80,,80,egyedi,eredeti,RMNY21,Kalocsa,Dioec,1,,,,,,,
RMNY-C-81,,81,egyedi,eredeti,RMNY21,Zagreb,Univ,4,*,,,,,,
RMNY-C-82,,82,,,RMNY22,,,n.p.,,,,,,,
RMNY-C-83,,83,,,RMNY23,,,n.p.,,,,,,,
RMNY-C-84,,84,egyedi,eredeti,RMNY24,Kraków,Univ,4,,,,,,,
RMNY-C-85,,85,,,RMNY25,,,n.p.,,,,,,,
RMNY-C-86,,86,,,RMNY26,,,n.p.,,,,,,,
RMNY-C-87,,87,,,RMNY27,,,n.p.,,,,,,,
RMNY-C-88,,88,egyedi,eredeti,RMNY28,Braşov,Ev,1,,,,,,,
RMNY-C-89,,89,egyedi,phot.,RMNY28,Budapest,Nat,phot.,,,(Braşov),,,,
RMNY-C-90,,90,egyedi,eredeti,RMNY29,Alba Iulia,,2,*,,,,,,
RMNY-C-91,,91,egyedi,eredeti,RMNY29,Braşov,Arch,1,,,,,,,
RMNY-C-92,,92,egyedi,eredeti,RMNY29,Braşov,Ev,1,,,,,,,
RMNY-C-93,,93,egyedi,eredeti,RMNY29,Braşov,Ev,1,,,,,,,
RMNY-C-94,,94,egyedi,eredeti,RMNY29,Braşov,Ev,1,,,,,,,
RMNY-C-95,,95,egyedi,eredeti,RMNY29,Braşov,Ev,1,,,,,,,
RMNY-C-96,,96,egyedi,eredeti,RMNY29,Braşov,Ev,1,,,,,,,
RMNY-C-97,,97,egyedi,eredeti,RMNY29,Budapest,Acad,1,,,,,,,
RMNY-C-98,,98,egyedi,eredeti,RMNY29,Budapest,Acad,2,,,,,,,
RMNY-C-99,,99,egyedi,eredeti,RMNY29,Budapest,Nat,1,,,,,,,
RMNY-C-100,,100,egyedi,eredeti,RMNY29,Budapest,Nat,1,,,,,,,
RMNY-C-101,,101,egyedi,eredeti,RMNY29,Budapest,Univ,2,,,,,,,
RMNY-C-102,,102,egyedi,eredeti,RMNY29,Cluj,Univ,1,,,,,,,
RMNY-C-103,,103,egyedi,eredeti,RMNY29,Sibiu,Mus,1,,,,,,,
RMNY-C-104,,104,egyedi,eredeti,RMNY29,Sibiu,Mus,1,,,,,,,
RMNY-C-105,,105,egyedi,eredeti,RMNY29,Tîrgu Mureş,,3,,,,,,,
RMNY-C-106,,106,egyedi,eredeti,RMNY30,Alba Iulia,,1,,,,,,,
RMNY-C-107,,107,egyedi,eredeti,RMNY30,Braşov,Arch,1,,,,,,,
RMNY-C-108,,108,egyedi,eredeti,RMNY30,Braşov,Ev,1,,,,,,,
RMNY-C-109,,109,egyedi,eredeti,RMNY30,Braşov,Ev,1,,,,,,,
RMNY-C-110,,110,egyedi,eredeti,RMNY30,Braşov,Ev,1,,,,,,,
RMNY-C-111,,111,egyedi,eredeti,RMNY30,Budapest,Acad,1,,,,,,,
RMNY-C-112,,112,egyedi,eredeti,RMNY30,Budapest,Acad,1,,,,,,,
RMNY-C-113,,113,egyedi,eredeti,RMNY30,Budapest,Nat,2,*,,,,,,
RMNY-C-114,,114,egyedi,eredeti,RMNY30,Budapest,Nat,2,,,,,,,
RMNY-C-115,,115,egyedi,eredeti,RMNY30,Budapest,Univ,1,,,,,,,
RMNY-C-116,,116,egyedi,eredeti,RMNY30,Cluj,Univ,1,,,,,,,
RMNY-C-117,,117,egyedi,eredeti,RMNY30,Sibiu,Mus,1,,,,,,,
RMNY-C-118,,118,egyedi,eredeti,RMNY30,Tîrgu Mureş,,2,,,,,,,
RMNY-C-119,,119,egyedi,eredeti,RMNY31,Braşov,Ev,4,*,,,,,,
RMNY-C-120,,120,egyedi,eredeti,RMNY31,Budapest,Nat,1,,,,,,,
RMNY-C-121,,121,egyedi,eredeti,RMNY31,Mediaş,Ev,1,,,,,,,
RMNY-C-122,,122,,,RMNY32,,,n.p.,,,,,,,
RMNY-C-123,,123,,,RMNY33,,,n.p.,,,,,,,
RMNY-C-124,,124,egyedi,eredeti,RMNY34,Braşov,Ev,1,,,,,,,
RMNY-C-125,,125,egyedi,eredeti,RMNY34,Braşov,Ev,1,,,,,,,
RMNY-C-126,,126,egyedi,phot.,RMNY34,Budapest,Nat,phot.,,,,,,,
RMNY-C-127,,127,egyedi,eredeti,RMNY35,Braşov,Arch,2,*,,,,,,
RMNY-C-128,,128,egyedi,eredeti,RMNY35,Braşov,Ev,1,,,,,,,
RMNY-C-129,,129,egyedi,eredeti,RMNY35,Braşov,Ev,1,,,,,,,
RMNY-C-130,,130,egyedi,eredeti,RMNY35,Braşov,Ev,1,,,,,,,
RMNY-C-131,,131,egyedi,eredeti,RMNY35,Budapest,Acad,1,,,,,,,
RMNY-C-132,,132,egyedi,eredeti,RMNY35,Budapest,Nat,1,,,,,,,
RMNY-C-133,,133,egyedi,eredeti,RMNY35,Budapest,Nat,2,,,,,,,
RMNY-C-134,,134,egyedi,eredeti,RMNY35,Budapest,Univ,1,,,,,,,
RMNY-C-135,,135,egyedi,eredeti,RMNY35,Cluj,Univ,1,,,,,,,
RMNY-C-136,,136,egyedi,eredeti,RMNY35,Sibiu,Mus,1,,,,,,,
RMNY-C-137,,137,egyedi,eredeti,RMNY35,Tîrgu Mureş,,1,,,,,,,
RMNY-C-138,,138,egyedi,eredeti,RMNY35,Tîrgu Mureş,,3,,,,,,,
RMNY-C-139,,139,egyedi,eredeti,RMNY36,Budapest,Nat,1,,,,,,,
RMNY-C-140,,140,egyedi,eredeti,RMNY36,Sibiu,Ev,1,,,"(Brassó, ev. gymn.)",,,,
RMNY-C-141,,141,egyedi,eredeti,RMNY37,Braşov,Arch,1,,,,,,,
RMNY-C-142,,142,egyedi,eredeti,RMNY37,Braşov,Ev,1,,,,,,,
RMNY-C-143,,143,egyedi,eredeti,RMNY37,Budapest,Nat,1,,,,,,,
RMNY-C-144,,144,egyedi,eredeti,RMNY37,Budapest,Nat,2,*,,,,,,
RMNY-C-145,,145,egyedi,eredeti,RMNY37,Mediaş,Ev,1,,,,,,,
RMNY-C-146,,146,egyedi,eredeti,RMNY38,Budapest,Nat,1,,,,,,,
RMNY-C-147,,147,egyedi,eredeti,RMNY38,Mediaş,Ev,1,,,,,,,
RMNY-C-148,,148,egyedi,eredeti,RMNY39,Budapest,Nat,0,*,,,,,,
RMNY-C-149,,149,egyedi,eredeti,RMNY40,Braşov,Ev,1,,,,,,,
RMNY-C-150,,150,egyedi,phot.,RMNY40,Budapest,Nat,phot.,,,(Braşov),,,,
RMNY-C-151,,151,,,RMNY41,,,n.p.,,,,,,,
RMNY-C-152,,152,egyedi,eredeti,RMNY42,Budapest,Acad,1,,,,,,,
RMNY-C-153,,153,egyedi,eredeti,RMNY42,Budapest,Acad,1,,,,,,,
RMNY-C-154,,154,egyedi,eredeti,RMNY42,Budapest,Nat,1,,,,,,,
RMNY-C-155,,155,egyedi,eredeti,RMNY42,Budapest,Univ,1,,,,,,,
RMNY-C-156,,156,egyedi,eredeti,RMNY42,Budapest,Univ,2,,,,,,,
RMNY-C-157,,157,egyedi,eredeti,RMNY42,London,BM,2,*,,,,,,
RMNY-C-158,,158,egyedi,eredeti,RMNY42,München,Nat,1,,,,,,,
RMNY-C-159,,159,egyedi,eredeti,RMNY42,Paris,Nat,0,,,,,,,
RMNY-C-160,,160,egyedi,phot.,RMNY43,Budapest,Nat,phot.,,,"(Braşov, Sibiu)",,,,
RMNY-C-161,,161,egyedi,eredeti,RMNY43,Braşov,Ev,1,,,,,,,
RMNY-C-162,,162,egyedi,eredeti,RMNY43,Braşov,Ev,1,,,,,,,
RMNY-C-163,,163,egyedi,eredeti,RMNY43,Leningrad,Nat,1,,,,,,,
RMNY-C-164,,164,egyedi,eredeti,RMNY43,Sibiu Mus,,1,,,,,,,
RMNY-C-165,,165,egyedi,eredeti,RMNY44,Braşov,Ev,1,,,,,,,
RMNY-C-166,,166,egyedi,phot.,RMNY44,Budapest,Nat,phot.,,,"(Braşov, Tîrgu Mureş)",,,,
RMNY-C-167,,167,egyedi,eredeti,RMNY44,Kraków,Univ,1,,,,,,,
RMNY-C-168,,168,egyedi,eredeti,RMNY44,Tîrgu Mureş,,1,,,,,,,
RMNY-C-169,,169,egyedi,phot.,RMNY45,Budapest,Nat,phot.,,,,,,,
RMNY-C-170,,170,egyedi,eredeti,RMNY45,Sighişoara,,1,,,,,,,
RMNY-C-171,,171,egyedi,eredeti,RMNY46,Braşov,Ev,1,,,,,,,
RMNY-C-172,,172,egyedi,phot.,RMNY46,Budapest,Nat,phot.,,,(Braşov),,,,
RMNY-C-173,,173,egyedi,eredeti,RMNY46,Iaşi,Civ,2,*,,,,,,
RMNY-C-174,,174,,,RMNY47,,,n.p.,,,,,,,
RMNY-C-175,,175,,,RMNY48,,,n.p.,,,,,,,
RMNY-C-176,,176,egyedi,phot.,RMNY49A,Budapest,Nat,phot.,,,,,,,
RMNY-C-177,,177,egyedi,eredeti,RMNY49A,Iaşi,Civ,2,,,,,,,
RMNY-C-178,,178,egyedi,eredeti,RMNY49,Alba Iulia,,2,,,,,,,
RMNY-C-179,,179,egyedi,eredeti,RMNY49,Budapest,Acad,2,,(A-var.),,,,,
RMNY-C-180,,180,egyedi,eredeti,RMNY49,Budapest,Acad,3,,(A-var.),,,,,
RMNY-C-181,,181,egyedi,eredeti,RMNY49,Budapest,Acad,4,,,,,,,
RMNY-C-182,,182,egyedi,eredeti,RMNY49,Budapest,Nat,2,,(A-var.),,,,,
RMNY-C-183,,183,egyedi,eredeti,RMNY49,Budapest,Nat,2,,(B-var.),,,,,
RMNY-C-184,,184,egyedi,eredeti,RMNY49,Budapest,Univ,3,,,,,,,
RMNY-C-185,,185,egyedi,eredeti,RMNY49,Cluj,Acad III,2,,,,,,,
RMNY-C-186,,186,egyedi,eredeti,RMNY49,Cluj,Acad III,3,,(B-var.),,,,,
RMNY-C-187,,187,egyedi,eredeti,RMNY49,Cluj,Acad III,4,,,,,,,
RMNY-C-188,,188,egyedi,eredeti,RMNY49,Cluj,Acad III,4,,,,,,,
RMNY-C-189,,189,egyedi,eredeti,RMNY49,Cluj,Univ,2,,,,,,,
RMNY-C-190,,190,egyedi,eredeti,RMNY49,Cluj,Univ,4,,,,,,,
RMNY-C-191,,191,egyedi,eredeti,RMNY49,Debrecen,Ref,3,,,,,,,
RMNY-C-192,,192,egyedi,eredeti,RMNY49,Gyöngyös,,2,,(B-var.),,,,,
RMNY-C-193,,193,egyedi,eredeti,RMNY49,Kecskemét,Ref,2,,(B-var.),,,,,
RMNY-C-194,,194,egyedi,eredeti,RMNY49,Keszthely,,2,,(B-var.),,,,,
RMNY-C-195,,195,egyedi,eredeti,RMNY49,Prešov,Scient,2,,(B-var.),,,,,
RMNY-C-196,,196,egyedi,eredeti,RMNY49,Sárospatak,Ref,2,,,,,,,
RMNY-C-197,,197,egyedi,eredeti,RMNY49,Szarvas,Gymn,0,,(B-var.),,,,,
RMNY-C-198,,198,egyedi,eredeti,RMNY49,Wien,Nat,1,,(B-var.),,,,,
RMNY-C-199,,199,egyedi,eredeti,RMNY49,Zagreb,Univ,2,,,,,,,
RMNY-C-200,,200,egyedi,eredeti,RMNY50,Braşov,Ev,1,,,,,,,
RMNY-C-201,,201,egyedi,eredeti,RMNY50,Braşov,Ev,1,,,,,,,
RMNY-C-202,,202,egyedi,eredeti,RMNY50,Budapest,Nat,2,*,,,,,,
RMNY-C-203,,203,egyedi,eredeti,RMNY50,Sibiu,Civ,3,*,,,,,,
RMNY-C-204,,204,egyedi,eredeti,RMNY50,Sibiu,Mus,2,,,,,,,
RMNY-C-205,,205,egyedi,eredeti,RMNY50,Sighişoara,,1,,,,,,,
RMNY-C-206,,206,egyedi,eredeti,RMNY50,Wien,Nat,1,,,,,,,
RMNY-C-207,,207,egyedi,eredeti,RMNY50,Zwickau,,1,,,,,,,
RMNY-C-208,,208,egyedi,phot.,RMNY51,Budapest,Nat,phot.,,,(Iaşi),,,,
RMNY-C-209,,209,egyedi,eredeti,RMNY51,Iaşi,Civ,1,,,,,,,
RMNY-C-210,,210,egyedi,phot.,RMNY52,Budapest,Nat,phot.,,,(Tîrgu Mureş),,,,
RMNY-C-211,,211,egyedi,eredeti,RMNY52,Sibiu,Mus,1,,,,,,,
RMNY-C-212,,212,egyedi,eredeti,RMNY52,Sighişoara,,1,,,,,,,
RMNY-C-213,,213,egyedi,eredeti,RMNY52,Tîrgu Mureş,,1,,,,,,,
RMNY-C-214,,214,egyedi,eredeti,RMNY53,Braşov,Ev,1,,,,,,,
RMNY-C-215,,215,egyedi,phot.,RMNY53,Budapest,Nat,phot.,,,,,,,
RMNY-C-216,,216,egyedi,eredeti,RMNY54,Braşov,Ev,1,,,,,,,
RMNY-C-217,,217,egyedi,eredeti,RMNY54,Braşov,Ev,1,,,,,,,
RMNY-C-218,,218,egyedi,eredeti,RMNY54,Bucureşti,Acad,1,,,,,,,
RMNY-C-219,,219,egyedi,eredeti,RMNY54,Budapest,Acad,1,,,,,,,
RMNY-C-220,,220,egyedi,eredeti,RMNY54,Budapest,Nat,1,,,,,,,
RMNY-C-221,,221,egyedi,eredeti,RMNY54,Budapest,Univ,1,,,,,,,
RMNY-C-222,,222,egyedi,eredeti,RMNY54,Dolný Kubín,MS,2,,,,,,,
RMNY-C-223,,223,egyedi,eredeti,RMNY54,Mediaş,Ev,1,,,,,,,
RMNY-C-224,,224,egyedi,eredeti,RMNY54,Sibiu,Arch,1,,,(Erd. ev. egyházker.),,,,
RMNY-C-225,,225,egyedi,eredeti,RMNY54,Sibiu,Mus,1,,,"(Szeben, ev. gymn.)",,,,
RMNY-C-226,,226,egyedi,eredeti,RMNY54,Sibiu,Mus,1,,,,,,,
RMNY-C-227,,227,egyedi,eredeti,RMNY54,Sibiu,Mus,1,,,,,,,
RMNY-C-228,,228,egyedi,eredeti,RMNY54,Tîrgu Mureş,,1,,,,,,,
RMNY-C-229,,229,egyedi,eredeti,RMNY55,Budapest,Acad,1,,,(RMK II 20),,,,
RMNY-C-230,,230,egyedi,eredeti,RMNY55,Dolný Kubín,MS,1,,,,,,,
RMNY-C-231,,231,,,RMNY56,,,n.p.,,,,,,,
RMNY-C-232,,232,,,RMNY57,,,n.p.,,,,,,,
RMNY-C-233,,233,,,RMNY58,,,n.p.,,,,,,,
RMNY-C-234,,234,,,RMNY59,,,n.p.,,,,,,,
RMNY-C-235,,235,egyedi,eredeti,RMNY60,Braşov,Ev,1,,,,,,,
RMNY-C-236,,236,egyedi,eredeti,RMNY60,Budapest,Acad,2,,,,,,,
RMNY-C-237,,237,egyedi,phot.,RMNY60,Budapest,Nat,phot.,,,"(Braşov Sibiu, Tîrgu Mureş)",,,,
RMNY-C-238,,238,egyedi,eredeti,RMNY60,Sibiu,Mus,1,,,,,,,
RMNY-C-239,,239,egyedi,eredeti,RMNY60,Tîrgu Mureş,,1,,,,,,,
RMNY-C-240,,240,,,RMNY61,,,n.p.,,,,,,,
RMNY-C-241,,241,,,RMNY62,,,n.p.,,,,,,,
RMNY-C-242,,242,egyedi,eredeti,RMNY63,Budapest,Acad,3,,,,,,,
RMNY-C-243,,243,egyedi,phot.,RMNY63,Budapest,Nat,phot.,,,(Cluj),,,,
RMNY-C-244,,244,egyedi,eredeti,RMNY63,Cluj,Univ,2,*,,,,,,
RMNY-C-245,,245,egyedi,eredeti,RMNY64,Budapest,Nat,0,,,suppl. phot.,,,,
RMNY-C-246,,246,egyedi,eredeti,RMNY64,Debrecen,Ref,0,,,,,,,
RMNY-C-247,,247,,,RMNY65,,,n.p.,,,,,,,
RMNY-C-248,,248,egyedi,phot.,RMNY66,Budapest,Nat,phot.,,,"(Leningrad, Užgorod)",,,,
RMNY-C-249,,249,egyedi,eredeti,RMNY66,Leningrad,Nat,2,,,,,,,
RMNY-C-250,,250,egyedi,eredeti,RMNY66,Užgorod,Univ,1,,,,,,,
RMNY-C-251,,251,egyedi,eredeti,RMNY67,Braşov,Ev,1,,,,,,,
RMNY-C-252,,252,egyedi,eredeti,RMNY67,Braşov,Ev,1,,,,,,,
RMNY-C-253,,253,egyedi,eredeti,RMNY67,Budapest,Acad,3,*,,,,,,
RMNY-C-254,,254,egyedi,phot.,RMNY67,Budapest,Nat,phot.,,,"suppl. (Braşov, Sibiu Mus)",,,,
RMNY-C-255,,255,egyedi,eredeti,RMNY67,Sibiu,Arch,1,,,,,,,
RMNY-C-256,,256,egyedi,eredeti,RMNY67,Sibiu,Ev,2,*,,,,,,
RMNY-C-257,,257,egyedi,eredeti,RMNY67,Sibiu,Mus,1,,,,,,,
RMNY-C-258,,258,egyedi,eredeti,RMNY67,Sibiu,Mus,1,,,,,,,
RMNY-C-259,,259,egyedi,eredeti,RMNY67,Sibiu,Mus,1,,,,,,,
RMNY-C-260,,260,egyedi,eredeti,RMNY68,Alba Iulia,,1,,,,,,,
RMNY-C-261,,261,egyedi,eredeti,RMNY68,Braşov,Ev,1,,,,,,,
RMNY-C-262,,262,egyedi,eredeti,RMNY68,Budapest,Acad,1,,,,,,,
RMNY-C-263,,263,egyedi,eredeti,RMNY68,Budapest,Nat,1,,,,,,,
RMNY-C-264,,264,egyedi,eredeti,RMNY68,Sibiu,Arch,2,,,,,,,
RMNY-C-265,,265,egyedi,eredeti,RMNY68,Sibiu,Ev,1,,,,,,,
RMNY-C-266,,266,egyedi,eredeti,RMNY68,Sibiu,Mus,1,,,,,,,
RMNY-C-267,,267,egyedi,eredeti,RMNY68,Sibiu,Mus,1,,,,,,,
RMNY-C-268,,268,egyedi,eredeti,RMNY68,Sibiu,Mus,3,,,,,,,
RMNY-C-269,,269,egyedi,eredeti,RMNY69,Braşov,Ev,1,,,,,,,
RMNY-C-270,,270,egyedi,eredeti,RMNY69,Braşov,Ev,1,,,,,,,
RMNY-C-271,,271,egyedi,eredeti,RMNY69,Budapest,Acad,1,,,,,,,
RMNY-C-272,,272,egyedi,eredeti,RMNY69,Budapest,Nat,1,,,,,,,
RMNY-C-273,,273,egyedi,eredeti,RMNY69,Sibiu,Mus,1,,,,,,,
RMNY-C-274,,274,egyedi,eredeti,RMNY69,Sibiu,Mus,2,*,,,,,,
RMNY-C-275,,275,egyedi,eredeti,RMNY69,Sighişoara,,2,*,,,,,,
RMNY-C-276,,276,egyedi,eredeti,RMNY69,Tîrgu Mureş,,1,,,,,,,
RMNY-C-277,,277,egyedi,eredeti,RMNY69,Tîrgu Mureş,,1,,,,,,,
RMNY-C-278,,278,egyedi,eredeti,RMNY69,Wolfenbüttel,,1,,,,,,,
RMNY-C-279,,279,,,RMNY70,,,n.p.,,,,,,,
RMNY-C-280,,280,egyedi,eredeti,RMNY71,Braşov,Ev,4,,,,,,,
RMNY-C-281,,281,egyedi,phot.,RMNY71,Budapest,Nat,phot.,,,,,,,
RMNY-C-282,,282,egyedi,eredeti,RMNY71A,Budapest,Nat,4,,,,,,,
RMNY-C-283,,283,egyedi,phot.,RMNY71B,Budapest,Nat,phot.,,,,,,,
RMNY-C-284,,284,egyedi,eredeti,RMNY71B,Cluj,Acad III,1,,,,,,,
RMNY-C-285,,285,egyedi,eredeti,RMNY72,Braşov,Ev,1,,,,,,,
RMNY-C-286,,286,egyedi,phot.,RMNY72,Budapest,Nat,phot.,,,(Sibiu),,,,
RMNY-C-287,,287,egyedi,eredeti,RMNY72,Sibiu Mus,,1,,,,,,,
RMNY-C-288,,288,,,RMNY73,,,n.p.,,,,,,,
RMNY-C-289,,289,egyedi,eredeti,RMNY74,Budapest,Acad,2,,,,,,,
RMNY-C-290,,290,egyedi,eredeti,RMNY74,Budapest,Acad,3,,,,,,,
RMNY-C-291,,291,egyedi,eredeti,RMNY74,Budapest,Ev,1,,,,,,,
RMNY-C-292,,292,egyedi,eredeti,RMNY74,Budapest,Nat,2,,,,,,,
RMNY-C-293,,293,egyedi,eredeti,RMNY74,Cluj,Acad II,1,,,,,,,
