RMNY,Hely,Év,Proveniencia,Őrzőhely,Időpont,Forrás,Kötet,Szám,,,,,,,,,,,,
3555,Lőcse,1669,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,248,,,,,,,,,,,,
3568,Lőcse,1669,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,248,,,,,,,,,,,,
3581,Nagyszombat,1669,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,229,,,,,,,,,,,,
3588,Sárospatak,1669,Bethlen-kollégium,Nagyenyed,1762,KKK,10,131,,,,,,,,,,,,
3591,Sárospatak,1669,Ráday-család,Pécel,1730,KKK,7,216,,,,,,,,,,,,
3591,Sárospatak,1669,Bethlen-kollégium,Nagyenyed,1762,KKK,10,113,,,,,,,,,,,,
3591,Sárospatak,1669,Esterházy József,Cseklész,1749,Adattár,13/5,116,,,,,,,,,,,,
3591,Sárospatak,1669,Radvánszky László,Sajókaza,1750,Adattár,13/5,182,,,,,,,,,,,,
3591,Sárospatak,1669,Bethlen Elek,Keresd,1683,Adattár,16/3,18,,,,,,,,,,,,
3612,Pozsony,1669,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,240,,,,,,,,,,,,
3622,Zsolna,1669,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,270,,,,,,,,,,,,
3623,Zsolna,1669,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,248,,,,,,,,,,,,
3626,Bártfa,1670,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,258,,,,,,,,,,,,
3629,Bártfa,1670,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,248,,,,,,,,,,,,
3632,Debrecen,1670,Református Kollégium,Debrecen,1738,Adattár,19/2,33,,,,,,,,,,,,
3635,Kassa,1670,Jezsuita rendház,Kassa,1680,Adattár,17/1,35,,,,,,,,,,,,
3639,Kassa,1670,Jezsuita rendház,Kassa,1680,Adattár,17/1,71,,,,,,,,,,,,
3645,Kolozsvár,1670,Bethlen-kollégium,Nagyenyed,1762,KKK,10,124,,,,,,,,,,,,
3645,Kolozsvár,1670,Esterházy József,Cseklész,1749,Adattár,13/5,116,,,,,,,,,,,,
3647,Kolozsvár,1670,Bethlen-kollégium,Nagyenyed,1762,KKK,10,103,,,,,,,,,,,,
3647,Kolozsvár,1670,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,102,,,,,,,,,,,,
3647,Kolozsvár,1670,Szepesi György,Marosvásárhely,1707,Adattár,16/2,97,,,,,,,,,,,,
3653,Lőcse,1670,Jezsuita rendház,Znióváralja,1704,Adattár,11,551,,,,,,,,,,,,
3656,Lőcse,1670,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,248,,,,,,,,,,,,
3694,Zsolna,1670,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,280,,,,,,,,,,,,
3706,Kassa,1671,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,268,,,,,,,,,,,,
3706,Kassa,1671,Jezsuita rendház,Zsolna,1712,Adattár,19/1,405,,,,,,,,,,,,
3706,Kassa,1671,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,307,,,,,,,,,,,,
3709,Kassa,1671,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,134,,,,,,,,,,,,
3714,Kassa,1671,Jezsuita rendház,Znióváralja,1704,Adattár,11,552,,,,,,,,,,,,
3718,Kassa,1671,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,350,,,,,,,,,,,,
3725,Kolozsvár,1671,Ráday-család,Pécel,1730,KKK,7,166,,,,,,,,,,,,
3725,Kolozsvár,1671,Bethlen-kollégium,Nagyenyed,1762,KKK,10,220,,,,,,,,,,,,
3725,Kolozsvár,1671,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3730,Kolozsvár,1671,Bethlen-kollégium,Nagyenyed,1762,KKK,10,425,,,,,,,,,,,,
3751,Nagyszombat,1671,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,173,,,,,,,,,,,,
3756,Nagyszombat,1671,Bethlen-kollégium,Nagyenyed,1762,KKK,10,78,,,,,,,,,,,,
3763,Pozsony,1671,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,248,,,,,,,,,,,,
3769,Pozsony,1671,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,213,,,,,,,,,,,,
3774,Nagyszeben,1671,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,105,,,,,,,,,,,,
3775,Zsolna,1671,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,249,,,,,,,,,,,,
3775,Zsolna,1671,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,261,,,,,,,,,,,,
3785,Kassa,1672,Református Kollégium,Debrecen,1738,Adattár,19/2,155,,,,,,,,,,,,
3792,Kolozsvár,1672,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3793,Kolozsvár,1672,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3797,Kolozsvár,1672,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,100,,,,,,,,,,,,
3797,Kolozsvár,1672,Szepesi György,Marosvásárhely,1707,Adattár,16/2,97,,,,,,,,,,,,
3806,Kolozsvár,1672,Ráday-család,Pécel,1730,KKK,7,173,,,,,,,,,,,,
3806,Kolozsvár,1672,Bethlen-kollégium,Nagyenyed,1762,KKK,10,218,,,,,,,,,,,,
3812,Lőcse,1672,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,280,,,,,,,,,,,,
3843,Lőcse,1672,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,249,,,,,,,,,,,,
3847,Lőcse,1672,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,280,,,,,,,,,,,,
3869,Zsolna,1672,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,280,,,,,,,,,,,,
3877,Debrecen,1673,Bethlen-kollégium,Nagyenyed,1762,KKK,10,262,,,,,,,,,,,,
3891,Kolozsvár,1673,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3895,Kolozsvár,1673,Bethlen-kollégium,Nagyenyed,1762,KKK,10,390,,,,,,,,,,,,
3898,Kolozsvár,1673,Bethlen-kollégium,Nagyenyed,1762,KKK,10,402,,,,,,,,,,,,
3918,Lőcse,1673,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,75,,,,,,,,,,,,
3918,Lőcse,1673,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,370,,,,,,,,,,,,
3950,Kassa,1674,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,229,,,,,,,,,,,,
3957,Kassa,1674,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,213,,,,,,,,,,,,
3958,Kolozsvár,1674,Ráday-család,Pécel,1730,KKK,7,238,,,,,,,,,,,,
3958,Kolozsvár,1674,Bethlen-kollégium,Nagyenyed,1762,KKK,10,150,,,,,,,,,,,,
3961,Kolozsvár,1674,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3966,Lőcse,1674,Bethlen-kollégium,Nagyenyed,1762,KKK,10,394,,,,,,,,,,,,
3980,Nagyszombat,1674,Jezsuita rendház,Znióváralja,1704,Adattár,11,552,,,,,,,,,,,,
3980,Nagyszombat,1674,Jezsuita rendház,Kassa,1680,Adattár,17/1,74,,,,,,,,,,,,
3994,Pozsony,1674,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,260,,,,,,,,,,,,
4004,Debrecen,1675,Református Kollégium,Debrecen,1738,Adattár,19/2,34,,,,,,,,,,,,
4012,Sárospatak,1675,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,263,,,,,,,,,,,,
4012,Kolozsvár,1675,Bethlen-kollégium,Nagyenyed,1762,KKK,10,56,,,,,,,,,,,,
4012,Sárospatak,1675,Esterházy József,Cseklész,1749,Adattár,13/5,118,,,,,,,,,,,,
4012,Kolozsvár,1675,Radvánszky László,Sajókaza,1750,Adattár,13/5,181,,,,,,,,,,,,
4012,Kolozsvár,1675,Serédi Benedek,Kolozsvár,1678,Adattár,16/2,10,,,,,,,,,,,,
4016,Kolozsvár,1675,Ráday-család,Pécel,1730,KKK,7,174,,,,,,,,,,,,
4017,Kolozsvár,1675,Ráday-család,Pécel,1730,KKK,7,190,,,,,,,,,,,,
4017,Kolozsvár,1675,Bethlen-kollégium,Nagyenyed,1762,KKK,10,112,,,,,,,,,,,,
4017,Kolozsvár,1675,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,101,,,,,,,,,,,,
4017,Kolozsvár,1675,Református Kollégium,Debrecen,1738,Adattár,19/2,148,,,,,,,,,,,,
4020,Kolozsvár,1675,Bethlen-kollégium,Nagyenyed,1762,KKK,10,322,,,,,,,,,,,,
4020,Kolozsvár,1675,Szepesi György,Marosvásárhely,1707,Adattár,16/2,97,,,,,,,,,,,,
4022,Kolozsvár,1675,Szepesi György,Marosvásárhely,1707,Adattár,16/2,98,,,,,,,,,,,,
4025,Lőcse,1675,Radvánszky László,Sajókaza,1750,Adattár,13/5,185,,,,,,,,,,,,
4043,Nagyszombat,1675,Jezsuita rendház,Znióváralja,1704,Adattár,11,552,,,,,,,,,,,,
4043,Nagyszombat,1675,Jezsuita rendház,Znióváralja,1704,Adattár,17/1,244,,,,,,,,,,,,
4046,Nagyszombat,1675,Jezsuita rendház,Zsolna,1712,Adattár,19/1,389,,,,,,,,,,,,
4049,Nagyszombat,1675,Jezsuita rendház,Znióváralja,1704,Adattár,11,548,,,,,,,,,,,,
4049,Nagyszombat,1675,Jezsuita rendház,Znióváralja,1704,Adattár,17/1,241,,,,,,,,,,,,
4049,Nagyszombat,1675,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,342,,,,,,,,,,,,
4053,Pozsony,1675,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,114,,,,,,,,,,,,
4074,Kolozsvár,1676,Bethlen-kollégium,Nagyenyed,1762,KKK,10,412,,,,,,,,,,,,
4077,Kolozsvár,1676,Ráday-család,Pécel,1730,KKK,7,173,,,,,,,,,,,,
4078,Kolozsvár,1676,Ráday-család,Pécel,1730,KKK,7,220,,,,,,,,,,,,
4078,Kolozsvár,1676,Bethlen-kollégium,Nagyenyed,1762,KKK,10,393,,,,,,,,,,,,
4093,Nagyszombat,1676,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,208,,,,,,,,,,,,
4096,Nagyszombat,1676,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,217,,,,,,,,,,,,
4101,Nagyszombat,1676,Jezsuita rendház,Zsolna,1712,Adattár,19/1,399,,,,,,,,,,,,
4125,Debrecen,1677,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,134,,,,,,,,,,,,
4126,Debrecen,1677,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,134,,,,,,,,,,,,
4127,Debrecen,1677,Ráday-család,Pécel,1730,KKK,7,169,,,,,,,,,,,,
4127,Debrecen,1677,Bethlen-kollégium,Nagyenyed,1762,KKK,10,247,,,,,,,,,,,,
4127,Debrecen,1677,Esterházy József,Cseklész,1749,Adattár,13/5,118,,,,,,,,,,,,
4127,Debrecen,1677,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
4135,Kolozsvár,1677,Ráday-család,Pécel,1730,KKK,7,219,,,,,,,,,,,,
4136,Kolozsvár,1677,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,134,,,,,,,,,,,,
4136,Kolozsvár,1677,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
4137,Kolozsvár,1677,Bethlen-kollégium,Nagyenyed,1762,KKK,10,399,,,,,,,,,,,,
4137,Kolozsvár,1677,Szepesi György,Marosvásárhely,1707,Adattár,16/2,97,,,,,,,,,,,,
4138,Kolozsvár,1677,Bethlen-kollégium,Nagyenyed,1762,KKK,10,278,,,,,,,,,,,,
4139,Kolozsvár,1677,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
4154,Nagyszombat,1677,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,208,,,,,,,,,,,,
4154,Nagyszombat,1677,Jezsuita rendház,Zsolna,1712,Adattár,19/1,420,,,,,,,,,,,,
4160,Nagyszombat,1677,Jezsuita rendház,Zsolna,1712,Adattár,19/1,417,,,,,,,,,,,,
4189,Kolozsvár,1678,Bethlen-kollégium,Nagyenyed,1762,KKK,10,378,,,,,,,,,,,,
4197,Lőcse,1678,Radvánszky László,Sajókaza,1750,Adattár,13/5,185,,,,,,,,,,,,
4200,Nagyszombat,1678,Jezsuita rendház,Znióváralja,1704,Adattár,11,548,,,,,,,,,,,,
4200,Nagyszombat,1678,Jezsuita rendház,Znióváralja,1704,Adattár,17/1,241,,,,,,,,,,,,
4201,Nagyszombat,1678,Jezsuita rendház,Znióváralja,1704,Adattár,11,548,,,,,,,,,,,,
4201,Nagyszombat,1678,Jezsuita rendház,Zsolna,1712,Adattár,19/1,400,,,,,,,,,,,,
4204,Nagyszombat,1678,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,294,,,,,,,,,,,,
4239,Debrecen,1679,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,134,,,,,,,,,,,,
4243,Debrecen,1679,Bethlen-kollégium,Nagyenyed,1762,KKK,10,356,,,,,,,,,,,,
4251,Kolozsvár,1679,Bethlen-kollégium,Nagyenyed,1762,KKK,10,292,,,,,,,,,,,,
4251,Kolozsvár,1679,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,104,,,,,,,,,,,,
4252,Kolozsvár,1679,Ráday-család,Pécel,1730,KKK,7,175,,,,,,,,,,,,
4252,Kolozsvár,1679,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
4252,Kolozsvár,1679,Váji Ferenc,Marosvásárhely,1709,Adattár,16/2,112,,,,,,,,,,,,
4253,Kolozsvár,1679,Bethlen-kollégium,Nagyenyed,1762,KKK,10,374,,,,,,,,,,,,
4254,Kolozsvár,1679,Ráday-család,Pécel,1730,KKK,7,161,,,,,,,,,,,,
4254,Kolozsvár,1679,Ráday-család,Pécel,1730,KKK,7,170,,,,,,,,,,,,
4254,Kolozsvár,1679,Bethlen-kollégium,Nagyenyed,1762,KKK,10,197,,,,,,,,,,,,
4254,Kolozsvár,1679,Váji Ferenc,Marosvásárhely,1709,Adattár,16/2,113,,,,,,,,,,,,
4261,Lőcse,1679,Ráday-család,Pécel,1730,KKK,7,229,,,,,,,,,,,,
4262,Lőcse,1679,Ráday-család,Pécel,1730,KKK,7,229,,,,,,,,,,,,
4265,Nagyszombat,1679,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,171,,,,,,,,,,,,
4270,Nagyszombat,1679,Ferences rendház,Buda,1735,Adattár,19/3,22,,,,,,,,,,,,
4272,Nagyszombat,1679,Jezsuita rendház,Kassa,1680,Adattár,17/1,74,,,,,,,,,,,,
4295,Debrecen,1680,Ráday-család,Pécel,1730,KKK,7,172,,,,,,,,,,,,
4295,Debrecen,1680,Ráday-család,Pécel,1730,KKK,7,195,,,,,,,,,,,,
4295,Debrecen,1680,Bethlen-kollégium,Nagyenyed,1762,KKK,10,367,,,,,,,,,,,,
4297,Debrecen,1680,Radvánszky László,Sajókaza,1750,Adattár,13/5,182,,,,,,,,,,,,
4300,Kolozsvár,1680,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
4305,Kolozsvár,1680,Ráday-család,Pécel,1730,KKK,7,177,,,,,,,,,,,,
4305,Kolozsvár,1680,Bethlen-kollégium,Nagyenyed,1762,KKK,10,267,,,,,,,,,,,,
4305,Kolozsvár,1680,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
4305,Kolozsvár,1680,Bethlen Elek,Keresd,1683,Adattár,16/3,19,,,,,,,,,,,,
4324,Nagyszombat,1680,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,176,,,,,,,,,,,,
4324,Nagyszombat,1680,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,290,,,,,,,,,,,,
4324,Nagyszombat,1680,Jezsuita rendház,Zsolna,1712,Adattár,19/1,399,,,,,,,,,,,,
4343,Debrecen,1681,Ráday-család,Pécel,1730,KKK,7,172,,,,,,,,,,,,
4343,Debrecen,1681,Bethlen-kollégium,Nagyenyed,1762,KKK,10,305,,,,,,,,,,,,
4343,Debrecen,1681,Református Kollégium,Debrecen,1738,Adattár,19/2,140,,,,,,,,,,,,
4356,Kolozsvár,1681,Bethlen-kollégium,Nagyenyed,1762,KKK,10,55,,,,,,,,,,,,
4357,Kolozsvár,1681,Ráday-család,Pécel,1730,KKK,7,163,,,,,,,,,,,,
4357,Kolozsvár,1681,Ráday-család,Pécel,1730,KKK,7,190,,,,,,,,,,,,
4357,Kolozsvár,1681,Ráday-család,Pécel,1730,KKK,7,215,,,,,,,,,,,,
4357,Kolozsvár,1681,Bethlen-kollégium,Nagyenyed,1762,KKK,10,57,,,,,,,,,,,,
4357,Kolozsvár,1681,Nánási Gáspár,Kolozsvár,1685,Adattár,13/6,225,,,,,,,,,,,,
4357,Kolozsvár,1681,Váji Ferenc,Marosvásárhely,1709,Adattár,16/2,111,,,,,,,,,,,,
4357,Kolozsvár,1681,Református Kollégium,Debrecen,1738,Adattár,19/2,148,,,,,,,,,,,,
4375,Nagyszombat,1681,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,264,,,,,,,,,,,,
4375,Nagyszombat,1681,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,262,,,,,,,,,,,,
4379,Nagyszombat,1681,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,315,,,,,,,,,,,,
4383,Nagyszombat,1681,Jezsuita rendház,Zsolna,1712,Adattár,19/1,404,,,,,,,,,,,,
4397,Csíksomlyó,1682,Ráday-család,Pécel,1730,KKK,7,200,,,,,,,,,,,,
4397,Csíksomlyó,1682,Bethlen-kollégium,Nagyenyed,1762,KKK,10,29,,,,,,,,,,,,
4399,Debrecen,1682,Ráday-család,Pécel,1730,KKK,7,171,,,,,,,,,,,,
4399,Kassa,1682,Ráday-család,Pécel,1730,KKK,7,194,,,,,,,,,,,,
4399,Debrecen,1682,Váradi György,Losonc,1682,Adattár,13/2,115,,,,,,,,,,,,
4402,Debrecen,1682,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,105,,,,,,,,,,,,
4417,Kolozsvár,1682,Ráday-család,Pécel,1730,KKK,7,182,,,,,,,,,,,,
4417,Kolozsvár,1682,Bethlen-kollégium,Nagyenyed,1762,KKK,10,389,,,,,,,,,,,,
4424,Lőcse,1682,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,251,,,,,,,,,,,,
4424,Lőcse,1682,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,281,,,,,,,,,,,,
4436,Nagyszombat,1682,Váradi Székeskáptalan,Nagyvárad,1779,KKK,5,246,,,,,,,,,,,,
4436,Kolozsvár,1672,Ráday-család,Pécel,1730,KKK,7,164,,,,,,,,,,,,
4436,Nagyszombat,1682,Bethlen-kollégium,Nagyenyed,1762,KKK,10,58,,,,,,,,,,,,
4439,Nagyszombat,1682,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,244,,,,,,,,,,,,
4440,Nagyszombat,1682,Jezsuita rendház,Zsolna,1712,Adattár,19/1,387,,,,,,,,,,,,
4441,Nagyszombat,1682,Jezsuita rendház,Zsolna,1712,Adattár,19/1,387,,,,,,,,,,,,
4444,Nagyszombat,1682,Jezsuita rendház,Zsolna,1712,Adattár,19/1,415,,,,,,,,,,,,
4462,Debrecen,1683,Ráday-család,Pécel,1730,KKK,7,174,,,,,,,,,,,,
4462,Debrecen,1683,Csiba Ádám,Győr,1693,Adattár,13/4,154,,,,,,,,,,,,
4462,Debrecen,1683,Református Kollégium,Debrecen,1738,Adattár,19/2,99,,,,,,,,,,,,
4469,Kassa,1683,Református Kollégium,Debrecen,1738,Adattár,19/2,124,,,,,,,,,,,,
4472,Kolozsvár,1683,Bethlen-kollégium,Nagyenyed,1762,KKK,10,219,,,,,,,,,,,,
4473,Kolozsvár,1683,Bethlen-kollégium,Nagyenyed,1762,KKK,10,214,,,,,,,,,,,,
4474,Kolozsvár,1683,Bethlen-kollégium,Nagyenyed,1762,KKK,10,65,,,,,,,,,,,,
4493,Lőcse,1683,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,251,,,,,,,,,,,,
4514,Debrecen,1684,Református Kollégium,Debrecen,1738,Adattár,19/2,200,,,,,,,,,,,,
4525,Kassa,1684,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,251,,,,,,,,,,,,
4526,Kassa,1684,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,251,,,,,,,,,,,,
4528,Keresd,1684,Ráday-család,Pécel,1730,KKK,7,182,,,,,,,,,,,,
4528,Keresd,1684,Bethlen-kollégium,Nagyenyed,1762,KKK,10,211,,,,,,,,,,,,
4534,Kolozsvár,1684,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
4534,Kolozsvár,1684,Szepesi György,Marosvásárhely,1707,Adattár,16/2,97,,,,,,,,,,,,
4558,Nagyszeben,1684,Váji Ferenc,Marosvásárhely,1709,Adattár,16/2,112,,,,,,,,,,,,
4562,Amszterdam,1685,Bethlen-kollégium,Nagyenyed,1762,KKK,10,237,,,,,,,,,,,,
4562,Amszterdam,1685,Váji Ferenc,Marosvásárhely,1709,Adattár,16/2,111,,,,,,,,,,,,
4582,Debrecen,1685,Ráday-család,Pécel,1730,KKK,7,91,,,,,,,,,,,,
4582,Debrecen,1685,Református Kollégium,Debrecen,1738,Adattár,19/2,34,,,,,,,,,,,,
4583,Debrecen,1685,Ráday-család,Pécel,1730,KKK,7,179,,,,,,,,,,,,
4593,Keresd,1685,Bethlen-kollégium,Nagyenyed,1762,KKK,10,336,,,,,,,,,,,,
4615,Lőcse,1685,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,305,,,,,,,,,,,,
1214A,Kassa,1620,Rákóczi-család,Sárospatak,1660,KKK,1,165,,,,,,,,,,,,
2018A,Pozsony,1643,Batthyány Ádám,Németújvár,1651,KKK,4,199,,,,,,,,,,,,
2508A,Wien,1654,Batthyány Ádám,Németújvár,1654,KKK,4,247,,,,,,,,,,,,
2565A,Wien,1657,Nádasdy Ferenc,Pottendorf,1669,KKK,8,592,,,,,,,,,,,,
3202A,Kassa,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,268,,,,,,,,,,,,
3777A,Zsolna,1671,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,307,,,,,,,,,,,,
S622A,Debrecen,1589,Batthyány Ádám,Németújvár,1651,KKK,4,217,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
